count,kind,item_buck,item_arabic,pos_summary,sample_translations
14,lemma,waAlid,وَالِد,N:14,"And [recall] when We took the covenant from the Children of Israel, [enjoining upon them], ""Do not worship except Allah; and to parents do good and to relatives, orphans, and the needy. And speak to people good [words] and establish prayer and give zakah."" Then you turned away, except a few of you, "
14,lemma,laEonap,لَعْنَة,N:14,"And when there came to them a Book from Allah confirming that which was with them - although before they used to pray for victory against those who disbelieved - but [then] when there came to them that which they recognized, they disbelieved in it; so the curse of Allah will be upon the disbelievers"
14,lemma,m~uhiyn,مُّهِين,"ADJ:7,N:7",How wretched is that for which they sold themselves - that they would disbelieve in what Allah has revealed through [their] outrage that Allah would send down His favor upon whom He wills from among His servants. So they returned having [earned] wrath upon wrath. And for the disbelievers is a humili
14,lemma,>alof,أَلْف,N:14,"And you will surely find them the most greedy of people for life - [even] more than those who associate others with Allah. One of them wishes that he could be granted life a thousand years, but it would not remove him in the least from the [coming] punishment that he should be granted life. And Alla"
14,lemma,maqaAm,مَقَام,N:14,"And [mention] when We made the House a place of return for the people and [a place of] security. And take, [O believers], from the standing place of Abraham a place of prayer. And We charged Abraham and Ishmael, [saying], ""Purify My House for those who perform Tawaf and those who are staying [there]"
14,lemma,balad,بَلَد,N:14,"And [mention] when Abraham said, ""My Lord, make this a secure city and provide its people with fruits - whoever of them believes in Allah and the Last Day."" [Allah] said. ""And whoever disbelieves - I will grant him enjoyment for a little; then I will force him to the punishment of the Fire, and wret"
14,lemma,$aAkir,شَاكِر,N:14,"Indeed, as-Safa and al-Marwah are among the symbols of Allah. So whoever makes Hajj to the House or performs 'umrah - there is no blame upon him for walking between them. And whoever volunteers good - then indeed, Allah is appreciative and Knowing. || Muhammad is not but a messenger. [Other] messeng"
14,lemma,Huduwd,حُدُود,N:14,"It has been made permissible for you the night preceding fasting to go to your wives [for sexual relations]. They are clothing for you and you are clothing for them. Allah knows that you used to deceive yourselves, so He accepted your repentance and forgave you. So now, have relations with them and "
14,lemma,{botigaA^',ٱبْتِغَا^ء,N:14,"And of the people is he who sells himself, seeking means to the approval of Allah. And Allah is kind to [His] servants. || And the example of those who spend their wealth seeking means to the approval of Allah and assuring [reward for] themselves is like a garden on high ground which is hit by a dow"
14,lemma,nakaHa,نَكَحَ,V:14,"And do not marry polytheistic women until they believe. And a believing slave woman is better than a polytheist, even though she might please you. And do not marry polytheistic men [to your women] until they believe. And a believing slave is better than a polytheist, even though he might please you."
14,lemma,Halalo,حَلَلْ,V:14,"Divorced women remain in waiting for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they want reconciliation. And due to the wives is sim"
14,lemma,kaf~ara,كَفَّرَ,V:14,"If you disclose your charitable expenditures, they are good; but if you conceal them and give them to the poor, it is better for you, and He will remove from you some of your misdeeds [thereby]. And Allah, with what you do, is [fully] Acquainted. || Our Lord, indeed we have heard a caller calling to"
14,lemma,Sarafa,صَرَفَ,V:14,And Allah had certainly fulfilled His promise to you when you were killing the enemy by His permission until [the time] when you lost courage and fell to disputing about the order [given by the Prophet] and disobeyed after He had shown you that which you love. Among you are some who desire this worl
14,lemma,Eadala,عَدَلَ,V:14,"And if you fear that you will not deal justly with the orphan girls, then marry those that please you of [other] women, two or three or four. But if you fear that you will not be just, then [marry only] one or those your right hand possesses. That is more suitable that you may not incline [to injust"
14,lemma,>uxot,أُخْت,N:14,"And for you is half of what your wives leave if they have no child. But if they have a child, for you is one fourth of what they leave, after any bequest they [may have] made or debt. And for the wives is one fourth if you leave no child. But if you leave a child, then for them is an eighth of what "
14,lemma,>aEotadato,أَعْتَدَتْ,V:14,"But repentance is not [accepted] of those who [continue to] do evil deeds up until, when death comes to one of them, he says, ""Indeed, I have repented now,"" or of those who die while they are disbelievers. For them We have prepared a painful punishment. || Who are stingy and enjoin upon [other] peop"
14,lemma,Zil~,ظِلّ,N:14,"But those who believe and do righteous deeds - We will admit them to gardens beneath which rivers flow, wherein they abide forever. For them therein are purified spouses, and We will admit them to deepening shade. || And to Allah prostrates whoever is within the heavens and the earth, willingly or b"
14,lemma,layot,لَيْت,ACC:14,"But if bounty comes to you from Allah, he will surely say, as if there had never been between you and him any affection. ""Oh, I wish I had been with them so I could have attained a great attainment."" || If you could but see when they are made to stand before the Fire and will say, ""Oh, would that we"
14,lemma,<i*aA2,إِذَا²,SUR:14,"Have you not seen those who were told, ""Restrain your hands [from fighting] and establish prayer and give zakah""? But then when fighting was ordained for them, at once a party of them feared men as they fear Allah or with [even] greater fear. They said, ""Our Lord, why have You decreed upon us fighti"
14,lemma,>avar,أَثَر,N:14,"And We sent, following in their footsteps, Jesus, the son of Mary, confirming that which came before him in the Torah; and We gave him the Gospel, in which was guidance and light and confirming that which preceded it of the Torah as guidance and instruction for the righteous. || Then perhaps you wou"
14,lemma,Sidoq,صِدْق,N:14,"Allah will say, ""This is the Day when the truthful will benefit from their truthfulness."" For them are gardens [in Paradise] beneath which rivers flow, wherein they will abide forever, Allah being pleased with them, and they with Him. That is the great attainment. || And the word of your Lord has be"
14,lemma,qaAdir,قَادِر,N:14,"And they say, ""Why has a sign not been sent down to him from his Lord?"" Say, ""Indeed, Allah is Able to send down a sign, but most of them do not know."" || Say, ""He is the [one] Able to send upon you affliction from above you or from beneath your feet or to confuse you [so you become] sects and make "
14,lemma,ka$afa,كَشَفَ,V:14,"No, it is Him [alone] you would invoke, and He would remove that for which you invoked Him if He willed, and you would forget what you associate [with Him]. || And when the punishment descended upon them, they said, ""O Moses, invoke for us your Lord by what He has promised you. If you [can] remove t"
14,lemma,>amiyn,أَمِين,ADJ:14,"I convey to you the messages of my Lord, and I am to you a trustworthy adviser. || And the king said, ""Bring him to me; I will appoint him exclusively for myself."" And when he spoke to him, he said, ""Indeed, you are today established [in position] and trusted."""
14,lemma,madiynap,مَدِينَة,"N:10,PN:4","Said Pharaoh, ""You believed in him before I gave you permission. Indeed, this is a conspiracy which you conspired in the city to expel therefrom its people. But you are going to know. || And among those around you of the bedouins are hypocrites, and [also] from the people of Madinah. They have becom"
14,root,Hrv,حرث,,"He said, ""He says, 'It is a cow neither trained to plow the earth nor to irrigate the field, one free from fault with no spot upon her.' "" They said, ""Now you have come with the truth."" So they slaughtered her, but they could hardly do it. || And when he goes away, he strives throughout the land to "
14,root,Swm,صوم,,"O you who have believed, decreed upon you is fasting as it was decreed upon those before you that you may become righteous - || [Fasting for] a limited number of days. So whoever among you is ill or on a journey [during them] - then an equal number of days [are to be made up]. And upon those who are"
14,root,fqr,فقر,,"Satan threatens you with poverty and orders you to immorality, while Allah promises you forgiveness from Him and bounty. And Allah is all-Encompassing and Knowing. || If you disclose your charitable expenditures, they are good; but if you conceal them and give them to the poor, it is better for you,"
14,root,wlj,ولج,,"You cause the night to enter the day, and You cause the day to enter the night; and You bring the living out of the dead, and You bring the dead out of the living. And You give provision to whom You will without account."" || You cause the night to enter the day, and You cause the day to enter the ni"
14,root,rjm,رجم,,"But when she delivered her, she said, ""My Lord, I have delivered a female."" And Allah was most knowing of what she delivered, ""And the male is not like the female. And I have named her Mary, and I seek refuge for her in You and [for] her descendants from Satan, the expelled [from the mercy of Allah]"
14,root,E$w,عشو,,"He said, ""My Lord, make for me a sign."" He Said, ""Your sign is that you will not [be able to] speak to the people for three days except by gesture. And remember your Lord much and exalt [Him with praise] in the evening and the morning."" || And do not send away those who call upon their Lord morning "
14,root,vwy,ثوي,,"We will cast terror into the hearts of those who disbelieve for what they have associated with Allah of which He had not sent down [any] authority. And their refuge will be the Fire, and wretched is the residence of the wrongdoers. || And [mention, O Muhammad], the Day when He will gather them toget"
14,root,lwm,لوم,,"O you who have believed, whoever of you should revert from his religion - Allah will bring forth [in place of them] a people He will love and who will love Him [who are] humble toward the believers, powerful against the disbelievers; they strive in the cause of Allah and do not fear the blame of a c"
14,root,wSf,وصف,,"But they have attributed to Allah partners - the jinn, while He has created them - and have fabricated for Him sons and daughters. Exalted is He and high above what they describe || And they say, ""What is in the bellies of these animals is exclusively for our males and forbidden to our females. But "
14,root,zrE,زرع,,"And He it is who causes gardens to grow, [both] trellised and untrellised, and palm trees and crops of different [kinds of] food and olives and pomegranates, similar and dissimilar. Eat of [each of] its fruit when it yields and give its due [zakah] on the day of its harvest. And be not excessive. In"
14,root,rsw,رسو,,"They ask you, [O Muhammad], about the Hour: when is its arrival? Say, ""Its knowledge is only with my Lord. None will reveal its time except Him. It lays heavily upon the heavens and the earth. It will not come upon you except unexpectedly."" They ask you as if you are familiar with it. Say, ""Its know"
14,root,ETw,عطو,,Fight those who do not believe in Allah or in the Last Day and who do not consider unlawful what Allah and His Messenger have made unlawful and who do not adopt the religion of truth from those who were given the Scripture - [fight] until they give the jizyah willingly while they are humbled. || And
14,root,Sff,صفف,,"And they will be presented before your Lord in rows, [and He will say], ""You have certainly come to Us just as We created you the first time. But you claimed that We would never make for you an appointment."" || So resolve upon your plan and then come [forward] in line. And he has succeeded today who"
13,lemma,mufoliHuwn,مُفْلِحُون,N:13,"Those are upon [right] guidance from their Lord, and it is those who are the successful. || And let there be [arising] from you a nation inviting to [all that is] good, enjoining what is right and forbidding what is wrong, and those will be the successful."
13,lemma,m~araD,مَّرَض,N:13,"In their hearts is disease, so Allah has increased their disease; and for them is a painful punishment because they [habitually] used to lie. || In their hearts is disease, so Allah has increased their disease; and for them is a painful punishment because they [habitually] used to lie."
13,lemma,mad~a,مَدَّ,V:13,[But] Allah mocks them and prolongs them in their transgression [while] they wander blindly. || But their brothers - the devils increase them in error; then they do not stop short.
13,lemma,saw~aY`,سَوَّىٰ,V:13,"It is He who created for you all of that which is on the earth. Then He directed Himself to the heaven, [His being above all creation], and made them seven heavens, and He is Knowing of all things. || And when I have proportioned him and breathed into him of My [created] soul, then fall down to him "
13,lemma,>abaY,أَبَى,V:13,"And [mention] when We said to the angels, ""Prostrate before Adam""; so they prostrated, except for Iblees. He refused and was arrogant and became of the disbelievers. || O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in j"
13,lemma,$afa`Eap,شَفَٰعَة,N:13,"And fear a Day when no soul will suffice for another soul at all, nor will intercession be accepted from it, nor will compensation be taken from it, nor will they be aided. || And fear a Day when no soul will suffice for another soul at all, and no compensation will be accepted from it, nor will any"
13,lemma,Harov,حَرْث,N:13,"He said, ""He says, 'It is a cow neither trained to plow the earth nor to irrigate the field, one free from fault with no spot upon her.' "" They said, ""Now you have come with the truth."" So they slaughtered her, but they could hardly do it. || And when he goes away, he strives throughout the land to "
13,lemma,Huson,حُسْن,N:13,"And [recall] when We took the covenant from the Children of Israel, [enjoining upon them], ""Do not worship except Allah; and to parents do good and to relatives, orphans, and the needy. And speak to people good [words] and establish prayer and give zakah."" Then you turned away, except a few of you, "
13,lemma,vala`vap,ثَلَٰثَة,"N:12,T:1","And complete the Hajj and 'umrah for Allah. But if you are prevented, then [offer] what can be obtained with ease of sacrificial animals. And do not shave your heads until the sacrificial animal has reached its place of slaughter. And whoever among you is ill or has an ailment of the head [making sh"
13,lemma,qitaAl,قِتَال,N:13,"Fighting has been enjoined upon you while it is hateful to you. But perhaps you hate a thing and it is good for you; and perhaps you love a thing and it is bad for you. And Allah Knows, while you know not. || They ask you about the sacred month - about fighting therein. Say, ""Fighting therein is gre"
13,lemma,tarab~aSo,تَرَبَّصْ,V:13,"Divorced women remain in waiting for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they want reconciliation. And due to the wives is sim"
13,lemma,riDowa`n,رِضْوَٰن,N:13,"Say, ""Shall I inform you of [something] better than that? For those who fear Allah will be gardens in the presence of their Lord beneath which rivers flow, wherein they abide eternally, and purified spouses and approval from Allah. And Allah is Seeing of [His] servants - || So is one who pursues the"
13,lemma,gula`m,غُلَٰم,N:13,"He said, ""My Lord, how will I have a boy when I have reached old age and my wife is barren?"" The angel said, ""Such is Allah; He does what He wills."" || And there came a company of travelers; then they sent their water drawer, and he let down his bucket. He said, ""Good news! Here is a boy."" And they "
13,lemma,vawaAb,ثَوَاب,N:13,And it is not [possible] for one to die except by permission of Allah at a decree determined. And whoever desires the reward of this world - We will give him thereof; and whoever desires the reward of the Hereafter - We will give him thereof. And we will reward the grateful. || And it is not [possib
13,lemma,mavowFY,مَثْوًى,N:13,"We will cast terror into the hearts of those who disbelieve for what they have associated with Allah of which He had not sent down [any] authority. And their refuge will be the Fire, and wretched is the residence of the wrongdoers. || And [mention, O Muhammad], the Day when He will gather them toget"
13,lemma,ga$iya,غَشِيَ,V:13,"Then after distress, He sent down upon you security [in the form of] drowsiness, overcoming a faction of you, while another faction worried about themselves, thinking of Allah other than the truth - the thought of ignorance, saying, ""Is there anything for us [to have done] in this matter?"" Say, ""Ind"
13,lemma,jamoE,جَمْع,N:13,"Indeed, those of you who turned back on the day the two armies met, it was Satan who caused them to slip because of some [blame] they had earned. But Allah has already forgiven them. Indeed, Allah is Forgiving and Forbearing. || And what struck you on the day the two armies met was by permission of "
13,lemma,gaAlib,غَالِب,N:13,"If Allah should aid you, no one can overcome you; but if He should forsake you, who is there that can aid you after Him? And upon Allah let the believers rely. || Said two men from those who feared [to disobey] upon whom Allah had bestowed favor, ""Enter upon them through the gate, for when you have "
13,lemma,yaSolaY,يَصْلَى,V:13,"Indeed, those who devour the property of orphans unjustly are only consuming into their bellies fire. And they will be burned in a Blaze. || [It is] Hell, which they will [enter to] burn, and wretched is the settlement."
13,lemma,wariva,وَرِثَ,V:13,"Allah instructs you concerning your children: for the male, what is equal to the share of two females. But if there are [only] daughters, two or more, for them is two thirds of one's estate. And if there is only one, for her is half. And for one's parents, to each one of them is a sixth of his estat"
13,lemma,zaEama,زَعَمَ,V:13,"Have you not seen those who claim to have believed in what was revealed to you, [O Muhammad], and what was revealed before you? They wish to refer legislation to Taghut, while they were commanded to reject it; and Satan wishes to lead them far astray. || And [mention, O Muhammad], the Day We will ga"
13,lemma,{vonayon,ٱثْنَيْن,N:13,"And Allah had already taken a covenant from the Children of Israel, and We delegated from among them twelve leaders. And Allah said, ""I am with you. If you establish prayer and give zakah and believe in My messengers and support them and loan Allah a goodly loan, I will surely remove from you your m"
13,lemma,>aToEama,أَطْعَمَ,V:13,"Allah will not impose blame upon you for what is meaningless in your oaths, but He will impose blame upon you for [breaking] what you intended of oaths. So its expiation is the feeding of ten needy people from the average of that which you feed your [own] families or clothing them or the freeing of "
13,lemma,mak~a,مَكَّ,V:13,Have they not seen how many generations We destroyed before them which We had established upon the earth as We have not established you? And We sent [rain from] the sky upon them in showers and made rivers flow beneath them; then We destroyed them for their sins and brought forth after them a genera
13,lemma,bagotap,بَغْتَة,N:13,"Those will have lost who deny the meeting with Allah, until when the Hour [of resurrection] comes upon them unexpectedly, they will say, ""Oh, [how great is] our regret over what we neglected concerning it,"" while they bear their burdens on their backs. Unquestionably, evil is that which they bear. |"
13,lemma,n~ajom,نَّجْم,N:13,"And it is He who placed for you the stars that you may be guided by them through the darknesses of the land and sea. We have detailed the signs for a people who know. || Indeed, your Lord is Allah, who created the heavens and earth in six days and then established Himself above the Throne. He covers"
13,lemma,yaSifu,يَصِفُ,V:13,"But they have attributed to Allah partners - the jinn, while He has created them - and have fabricated for Him sons and daughters. Exalted is He and high above what they describe || And they brought upon his shirt false blood. [Jacob] said, ""Rather, your souls have enticed you to something, so patie"
13,lemma,>asomaEa,أَسْمَعَ,V:13,"Had Allah known any good in them, He would have made them hear. And if He had made them hear, they would [still] have turned away, while they were refusing. || Had Allah known any good in them, He would have made them hear. And if He had made them hear, they would [still] have turned away, while the"
13,lemma,Ha`fiZ,حَٰفِظ,N:13,"[Such believers are] the repentant, the worshippers, the praisers [of Allah], the travelers [for His cause], those who bow and prostrate [in prayer], those who enjoin what is right and forbid what is wrong, and those who observe the limits [set by] Allah. And give good tidings to the believers. || S"
13,lemma,SayoHap,صَيْحَة,N:13,"And the shriek seized those who had wronged, and they became within their homes [corpses] fallen prone || And when Our command came, We saved Shu'ayb and those who believed with him, by mercy from Us. And the shriek seized those who had wronged, and they became within their homes [corpses] fallen pr"
13,root,Aby,ابي,,"And [mention] when We said to the angels, ""Prostrate before Adam""; so they prostrated, except for Iblees. He refused and was arrogant and became of the disbelievers. || O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in j"
13,root,rkE,ركع,,And establish prayer and give zakah and bow with those who bow [in worship and obedience]. || And establish prayer and give zakah and bow with those who bow [in worship and obedience].
13,root,fdy,فدي,,"Then, you are those [same ones who are] killing one another and evicting a party of your people from their homes, cooperating against them in sin and aggression. And if they come to you as captives, you ransom them, although their eviction was forbidden to you. So do you believe in part of the Scrip"
13,root,qnt,قنت,,"They say, ""Allah has taken a son."" Exalted is He! Rather, to Him belongs whatever is in the heavens and the earth. All are devoutly obedient to Him, || Maintain with care the [obligatory] prayers and [in particular] the middle prayer and stand before Allah, devoutly obedient."
13,root,rAf,راف,,And thus we have made you a just community that you will be witnesses over the people and the Messenger will be a witness over you. And We did not make the qiblah which you used to face except that We might make evident who would follow the Messenger from who would turn back on his heels. And indeed
13,root,wqt,وقت,,"They ask you, [O Muhammad], about the new moons. Say, ""They are measurements of time for the people and for Hajj."" And it is not righteousness to enter houses from the back, but righteousness is [in] one who fears Allah. And enter houses from their doors. And fear Allah that you may succeed. || And "
13,root,qrD,قرض,,"Who is it that would loan Allah a goodly loan so He may multiply it for him many times over? And it is Allah who withholds and grants abundance, and to Him you will be returned. || Who is it that would loan Allah a goodly loan so He may multiply it for him many times over? And it is Allah who withho"
13,root,xll,خلل,,"O you who have believed, spend from that which We have provided for you before there comes a Day in which there is no exchange and no friendship and no intercession. And the disbelievers - they are the wrongdoers. || And who is better in religion than one who submits himself to Allah while being a d"
13,root,Tmn,طمن,,"And [mention] when Abraham said, ""My Lord, show me how You give life to the dead."" [Allah] said, ""Have you not believed?"" He said, ""Yes, but [I ask] only that my heart may be satisfied."" [Allah] said, ""Take four birds and commit them to yourself. Then [after slaughtering them] put on each hill a por"
13,root,Sgr,صغر,,"O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in justice. Let no scribe refuse to write as Allah has taught him. So let him write and let the one who has the obligation dictate. And let him fear Allah, his Lord, and not"
13,root,$hw,شهو,,"Beautified for people is the love of that which they desire - of women and sons, heaped-up sums of gold and silver, fine branded horses, and cattle and tilled land. That is the enjoyment of worldly life, but Allah has with Him the best return. || Allah wants to accept your repentance, but those who "
13,root,glm,غلم,,"He said, ""My Lord, how will I have a boy when I have reached old age and my wife is barren?"" The angel said, ""Such is Allah; He does what He wills."" || And there came a company of travelers; then they sent their water drawer, and he let down his bucket. He said, ""Good news! Here is a boy."" And they "
13,root,Hwr,حور,,"But when Jesus felt [persistence in] disbelief from them, he said, ""Who are my supporters for [the cause of] Allah?"" The disciples said, ""We are supporters for Allah. We have believed in Allah and testify that we are Muslims [submitting to Him]. || And [remember] when I inspired to the disciples, ""B"
13,root,ESm,عصم,,And how could you disbelieve while to you are being recited the verses of Allah and among you is His Messenger? And whoever holds firmly to Allah has [indeed] been guided to a straight path. || And hold firmly to the rope of Allah all together and do not become divided. And remember the favor of All
13,root,fwh,فوه,,"O you who have believed, do not take as intimates those other than yourselves, for they will not spare you [any] ruin. They wish you would have hardship. Hatred has already appeared from their mouths, and what their breasts conceal is greater. We have certainly made clear to you the signs, if you wi"
13,root,glZ,غلظ,,"So by mercy from Allah, [O Muhammad], you were lenient with them. And if you had been rude [in speech] and harsh in heart, they would have disbanded from about you. So pardon them and ask forgiveness for them and consult them in the matter. And when you have decided, then rely upon Allah. Indeed, Al"
13,root,jwr,جور,,"Worship Allah and associate nothing with Him, and to parents do good, and to relatives, orphans, the needy, the near neighbor, the neighbor farther away, the companion at your side, the traveler, and those whom your right hands possess. Indeed, Allah does not like those who are self-deluding and boa"
13,root,jld,جلد,,"Indeed, those who disbelieve in Our verses - We will drive them into a Fire. Every time their skins are roasted through We will replace them with other skins so they may taste the punishment. Indeed, Allah is ever Exalted in Might and Wise. || Indeed, those who disbelieve in Our verses - We will dri"
13,root,Hlf,حلف,,"So how [will it be] when disaster strikes them because of what their hands have put forth and then they come to you swearing by Allah, ""We intended nothing but good conduct and accommodation."" || Allah will not impose blame upon you for what is meaningless in your oaths, but He will impose blame upo"
13,root,yAs,ياس,,"Prohibited to you are dead animals, blood, the flesh of swine, and that which has been dedicated to other than Allah, and [those animals] killed by strangling or by a violent blow or by a head-long fall or by the goring of horns, and those from which a wild animal has eaten, except what you [are abl"
13,root,bgt,بغت,,"Those will have lost who deny the meeting with Allah, until when the Hour [of resurrection] comes upon them unexpectedly, they will say, ""Oh, [how great is] our regret over what we neglected concerning it,"" while they bear their burdens on their backs. Unquestionably, evil is that which they bear. |"
13,root,xzn,خزن,,"Say, [O Muhammad], ""I do not tell you that I have the depositories [containing the provision] of Allah or that I know the unseen, nor do I tell you that I am an angel. I only follow what is revealed to me."" Say, ""Is the blind equivalent to the seeing? Then will you not give thought?"" || And I do not"
13,root,njm,نجم,,"And it is He who placed for you the stars that you may be guided by them through the darknesses of the land and sea. We have detailed the signs for a people who know. || Indeed, your Lord is Allah, who created the heavens and earth in six days and then established Himself above the Throne. He covers"
13,root,Dyq,ضيق,,So whoever Allah wants to guide - He expands his breast to [contain] Islam; and whoever He wants to misguide - He makes his breast tight and constricted as though he were climbing into the sky. Thus does Allah place defilement upon those who do not believe. || Allah has already given you victory in 
13,root,nSH,نصح,,"And he swore [by Allah] to them, ""Indeed, I am to you from among the sincere advisors."" || I convey to you the messages of my Lord and advise you; and I know from Allah what you do not know."
13,root,SyH,صيح,,"And the shriek seized those who had wronged, and they became within their homes [corpses] fallen prone || And when Our command came, We saved Shu'ayb and those who believed with him, by mercy from Us. And the shriek seized those who had wronged, and they became within their homes [corpses] fallen pr"
12,lemma,yuwqinu,يُوقِنُ,V:12,"And who believe in what has been revealed to you, [O Muhammad], and what was revealed before you, and of the Hereafter they are certain [in faith]. || Those who do not know say, ""Why does Allah not speak to us or there come to us a sign?"" Thus spoke those before them like their words. Their hearts r"
12,lemma,>aSam~,أَصَمّ,N:12,"Deaf, dumb and blind - so they will not return [to the right path]. || The example of those who disbelieve is like that of one who shouts at what hears nothing but calls and cries cattle or sheep - deaf, dumb and blind, so they do not understand."
12,lemma,quTiEa,قُطِعَ,V:12,Who break the covenant of Allah after contracting it and sever that which Allah has ordered to be joined and cause corruption on earth. It is those who are the losers. || That He might cut down a section of the disbelievers or suppress them so that they turn back disappointed.
12,lemma,taw~aAb,تَوَّاب,"N:11,ADJ:1","Then Adam received from his Lord [some] words, and He accepted his repentance. Indeed, it is He who is the Accepting of repentance, the Merciful. || And [recall] when Moses said to his people, ""O my people, indeed you have wronged yourselves by your taking of the calf [for worship]. So repent to you"
12,lemma,>adonaY`,أَدْنَىٰ,"N:10,ADJ:1,T:1","And [recall] when you said, ""O Moses, we can never endure one [kind of] food. So call upon your Lord to bring forth for us from the earth its green herbs and its cucumbers and its garlic and its lentils and its onions."" [Moses] said, ""Would you exchange what is better for what is less? Go into [any]"
12,lemma,saqaY`,سَقَىٰ,V:12,"He said, ""He says, 'It is a cow neither trained to plow the earth nor to irrigate the field, one free from fault with no spot upon her.' "" They said, ""Now you have come with the truth."" So they slaughtered her, but they could hardly do it. || O two companions of prison, as for one of you, he will gi"
12,lemma,HaA^j~a,حَا^جَّ,V:12,"And when they meet those who believe, they say, ""We have believed""; but when they are alone with one another, they say, ""Do you talk to them about what Allah has revealed to you so they can argue with you about it before your Lord?"" Then will you not reason? || Say, [O Muhammad], ""Do you argue with "
12,lemma,>aEolan,أَعْلَن,V:12,"But do they not know that Allah knows what they conceal and what they declare? || Unquestionably, they the disbelievers turn away their breasts to hide themselves from Him. Unquestionably, [even] when they cover themselves in their clothing, Allah knows what they conceal and what they declare. Indee"
12,lemma,<iHosa`n,إِحْسَٰن,N:12,"And [recall] when We took the covenant from the Children of Israel, [enjoining upon them], ""Do not worship except Allah; and to parents do good and to relatives, orphans, and the needy. And speak to people good [words] and establish prayer and give zakah."" Then you turned away, except a few of you, "
12,lemma,m~anaEa,مَّنَعَ,V:12,"And who are more unjust than those who prevent the name of Allah from being mentioned in His mosques and strive toward their destruction. It is not for them to enter them except in fear. For them in this world is disgrace, and they will have in the Hereafter a great punishment. || Those who wait [an"
12,lemma,<imaAm,إِمَام,N:12,"And [mention, O Muhammad], when Abraham was tried by his Lord with commands and he fulfilled them. [Allah] said, ""Indeed, I will make you a leader for the people."" [Abraham] said, ""And of my descendants?"" [Allah] said, ""My covenant does not include the wrongdoers."" || And if they break their oaths a"
12,lemma,<isomaAEiyl,إِسْمَاعِيل,PN:12,"And [mention] when We made the House a place of return for the people and [a place of] security. And take, [O believers], from the standing place of Abraham a place of prayer. And We charged Abraham and Ishmael, [saying], ""Purify My House for those who perform Tawaf and those who are staying [there]"
12,lemma,zak~aY`,زَكَّىٰ,V:12,"Our Lord, and send among them a messenger from themselves who will recite to them Your verses and teach them the Book and wisdom and purify them. Indeed, You are the Exalted in Might, the Wise."" || Just as We have sent among you a messenger from yourselves reciting to you Our verses and purifying yo"
12,lemma,{SoTafaY`,ٱصْطَفَىٰ,V:12,"And who would be averse to the religion of Abraham except one who makes a fool of himself. And We had chosen him in this world, and indeed he, in the Hereafter, will be among the righteous. || And Abraham instructed his sons [to do the same] and [so did] Jacob, [saying], ""O my sons, indeed Allah has"
12,lemma,Haniyf,حَنِيف,N:12,"They say, ""Be Jews or Christians [so] you will be guided."" Say, ""Rather, [we follow] the religion of Abraham, inclining toward truth, and he was not of the polytheists."" || Abraham was neither a Jew nor a Christian, but he was one inclining toward truth, a Muslim [submitting to Allah]. And he was no"
12,lemma,yunZaru,يُنظَرُ,V:12,"Abiding eternally therein. The punishment will not be lightened for them, nor will they be reprieved. || Abiding eternally therein. The punishment will not be lightened for them, nor will they be reprieved."
12,lemma,laHom,لَحْم,N:12,"He has only forbidden to you dead animals, blood, the flesh of swine, and that which has been dedicated to other than Allah. But whoever is forced [by necessity], neither desiring [it] nor transgressing [its limit], there is no sin upon him. Indeed, Allah is Forgiving and Merciful. || Or [consider s"
12,lemma,HabiTa,حَبِطَ,V:12,"They ask you about the sacred month - about fighting therein. Say, ""Fighting therein is great [sin], but averting [people] from the way of Allah and disbelief in Him and [preventing access to] al-Masjid al-Haram and the expulsion of its people therefrom are greater [evil] in the sight of Allah. And "
12,lemma,>aroHaAm,أَرْحَام,N:12,"Divorced women remain in waiting for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they want reconciliation. And due to the wives is sim"
12,lemma,yaHo*aru,يَحْذَرُ,V:12,There is no blame upon you for that to which you [indirectly] allude concerning a proposal to women or for what you conceal within yourselves. Allah knows that you will have them in mind. But do not promise them secretly except for saying a proper saying. And do not determine to undertake a marriage
12,lemma,faqiyr,فَقِير,"N:10,ADJ:2","If you disclose your charitable expenditures, they are good; but if you conceal them and give them to the poor, it is better for you, and He will remove from you some of your misdeeds [thereby]. And Allah, with what you do, is [fully] Acquainted. || [Charity is] for the poor who have been restricted"
12,lemma,<injiyl,إِنجِيل,PN:12,"He has sent down upon you, [O Muhammad], the Book in truth, confirming what was before it. And He revealed the Torah and the Gospel. || And He will teach him writing and wisdom and the Torah and the Gospel"
12,lemma,Sal~aY`,صَلَّىٰ,V:12,"So the angels called him while he was standing in prayer in the chamber, ""Indeed, Allah gives you good tidings of John, confirming a word from Allah and [who will be] honorable, abstaining [from women], and a prophet from among the righteous."" || And when you are among them and lead them in prayer, "
