surah_id,verse_id,n_letters,abjad_total,text
14,6,106,8797,وإذ قال موسى لقومه اذكروا نعمة الله عليكم إذ أنجاكم من آل فرعون يسومونكم سوء العذاب ويذبحون أبناءكم ويستحيون نساءكم ۚ وفي ذلكم بلاء من ربكم عظيم
14,7,42,5326,وإذ تأذن ربكم لئن شكرتم لأزيدنكم ۖ ولئن كفرتم إن عذابي لشديد
14,8,45,4179,وقال موسى إن تكفروا أنتم ومن في الأرض جميعا فإن الله لغني حميد
14,9,146,8492,ألم يأتكم نبأ الذين من قبلكم قوم نوح وعاد وثمود ۛ والذين من بعدهم ۛ لا يعلمهم إلا الله ۚ جاءتهم رسلهم بالبينات فردوا أيديهم في أفواههم وقالوا إنا كفرنا بما أرسلتم به وإنا لفي شك مما تدعوننا إليه مريب
14,10,129,10971,۞ قالت رسلهم أفي الله شك فاطر السماوات والأرض ۖ يدعوكم ليغفر لكم من ذنوبكم ويؤخركم إلى أجل مسمى ۚ قالوا إن أنتم إلا بشر مثلنا تريدون أن تصدونا عما كان يعبد آباؤنا فأتونا بسلطان مبين
14,11,102,5942,قالت لهم رسلهم إن نحن إلا بشر مثلكم ولكن الله يمن على من يشاء من عباده ۖ وما كان لنا أن نأتيكم بسلطان إلا بإذن الله ۚ وعلى الله فليتوكل المؤمنون
14,12,73,4252,وما لنا ألا نتوكل على الله وقد هدانا سبلنا ۚ ولنصبرن على ما آذيتمونا ۚ وعلى الله فليتوكل المتوكلون
14,13,73,6584,وقال الذين كفروا لرسلهم لنخرجنكم من أرضنا أو لتعودن في ملتنا ۖ فأوحى إليهم ربهم لنهلكن الظالمين
14,14,42,4087,ولنسكننكم الأرض من بعدهم ۚ ذلك لمن خاف مقامي وخاف وعيد
14,15,23,1961,واستفتحوا وخاب كل جبار عنيد
14,16,22,815,من ورائه جهنم ويسقى من ماء صديد
14,17,60,6535,يتجرعه ولا يكاد يسيغه ويأتيه الموت من كل مكان وما هو بميت ۖ ومن ورائه عذاب غليظ
14,18,87,6867,مثل الذين كفروا بربهم ۖ أعمالهم كرماد اشتدت به الريح في يوم عاصف ۖ لا يقدرون مما كسبوا على شيء ۚ ذلك هو الضلال البعيد
14,19,50,5539,ألم تر أن الله خلق السماوات والأرض بالحق ۚ إن يشأ يذهبكم ويأت بخلق جديد
14,20,17,1059,وما ذلك على الله بعزيز
14,21,131,8563,وبرزوا لله جميعا فقال الضعفاء للذين استكبروا إنا كنا لكم تبعا فهل أنتم مغنون عنا من عذاب الله من شيء ۚ قالوا لو هدانا الله لهديناكم ۖ سواء علينا أجزعنا أم صبرنا ما لنا من محيص
14,22,175,13912,وقال الشيطان لما قضي الأمر إن الله وعدكم وعد الحق ووعدتكم فأخلفتكم ۖ وما كان لي عليكم من سلطان إلا أن دعوتكم فاستجبتم لي ۖ فلا تلوموني ولوموا أنفسكم ۖ ما أنا بمصرخكم وما أنتم بمصرخي ۖ إني كفرت بما أشركتمون من قبل ۗ إن الظالمين لهم عذاب أليم
14,23,79,7380,وأدخل الذين آمنوا وعملوا الصالحات جنات تجري من تحتها الأنهار خالدين فيها بإذن ربهم ۖ تحيتهم فيها سلام
14,24,52,4687,ألم تر كيف ضرب الله مثلا كلمة طيبة كشجرة طيبة أصلها ثابت وفرعها في السماء
14,25,51,5362,تؤتي أكلها كل حين بإذن ربها ۗ ويضرب الله الأمثال للناس لعلهم يتذكرون
14,26,44,6692,ومثل كلمة خبيثة كشجرة خبيثة اجتثت من فوق الأرض ما لها من قرار
14,27,79,6720,يثبت الله الذين آمنوا بالقول الثابت في الحياة الدنيا وفي الآخرة ۖ ويضل الله الظالمين ۚ ويفعل الله ما يشاء
14,28,46,3148,۞ ألم تر إلى الذين بدلوا نعمت الله كفرا وأحلوا قومهم دار البوار
14,29,20,890,جهنم يصلونها ۖ وبئس القرار
14,30,49,3234,وجعلوا لله أندادا ليضلوا عن سبيله ۗ قل تمتعوا فإن مصيركم إلى النار
14,31,81,4273,قل لعبادي الذين آمنوا يقيموا الصلاة وينفقوا مما رزقناهم سرا وعلانية من قبل أن يأتي يوم لا بيع فيه ولا خلال
14,32,100,9600,الله الذي خلق السماوات والأرض وأنزل من السماء ماء فأخرج به من الثمرات رزقا لكم ۖ وسخر لكم الفلك لتجري في البحر بأمره ۖ وسخر لكم الأنهار
14,33,42,3181,وسخر لكم الشمس والقمر دائبين ۖ وسخر لكم الليل والنهار
14,34,56,4442,وآتاكم من كل ما سألتموه ۚ وإن تعدوا نعمت الله لا تحصوها ۗ إن الإنسان لظلوم كفار
14,35,50,2843,وإذ قال إبراهيم رب اجعل هذا البلد آمنا واجنبني وبني أن نعبد الأصنام
14,36,54,5128,رب إنهن أضللن كثيرا من الناس ۖ فمن تبعني فإنه مني ۖ ومن عصاني فإنك غفور رحيم
14,37,107,9328,ربنا إني أسكنت من ذريتي بواد غير ذي زرع عند بيتك المحرم ربنا ليقيموا الصلاة فاجعل أفئدة من الناس تهوي إليهم وارزقهم من الثمرات لعلهم يشكرون
14,38,55,4574,ربنا إنك تعلم ما نخفي وما نعلن ۗ وما يخفى على الله من شيء في الأرض ولا في السماء
14,39,49,2259,الحمد لله الذي وهب لي على الكبر إسماعيل وإسحاق ۚ إن ربي لسميع الدعاء
14,40,37,2990,رب اجعلني مقيم الصلاة ومن ذريتي ۚ ربنا وتقبل دعاء
14,41,38,2231,ربنا اغفر لي ولوالدي وللمؤمنين يوم يقوم الحساب
14,42,57,5895,ولا تحسبن الله غافلا عما يعمل الظالمون ۚ إنما يؤخرهم ليوم تشخص فيه الأبصار
14,43,40,2376,مهطعين مقنعي رءوسهم لا يرتد إليهم طرفهم ۖ وأفئدتهم هواء
14,44,101,8986,وأنذر الناس يوم يأتيهم العذاب فيقول الذين ظلموا ربنا أخرنا إلى أجل قريب نجب دعوتك ونتبع الرسل ۗ أولم تكونوا أقسمتم من قبل ما لكم من زوال
14,45,62,5537,وسكنتم في مساكن الذين ظلموا أنفسهم وتبين لكم كيف فعلنا بهم وضربنا لكم الأمثال
14,46,50,2250,وقد مكروا مكرهم وعند الله مكرهم وإن كان مكرهم لتزول منه الجبال
14,47,41,3335,فلا تحسبن الله مخلف وعده رسله ۗ إن الله عزيز ذو انتقام
14,48,48,4983,يوم تبدل الأرض غير الأرض والسماوات ۖ وبرزوا لله الواحد القهار
14,49,29,2482,وترى المجرمين يومئذ مقرنين في الأصفاد
14,50,30,2851,سرابيلهم من قطران وتغشى وجوههم النار
14,51,35,1447,ليجزي الله كل نفس ما كسبت ۚ إن الله سريع الحساب
14,52,56,4343,هذا بلاغ للناس ولينذروا به وليعلموا أنما هو إله واحد وليذكر أولو الألباب
15,1,23,2004,الر ۚ تلك آيات الكتاب وقرآن مبين
15,2,30,1705,ربما يود الذين كفروا لو كانوا مسلمين
15,3,37,2574,ذرهم يأكلوا ويتمتعوا ويلههم الأمل ۖ فسوف يعلمون
15,4,28,1235,وما أهلكنا من قرية إلا ولها كتاب معلوم
15,5,23,2145,ما تسبق من أمة أجلها وما يستأخرون
15,6,35,2314,وقالوا يا أيها الذي نزل عليه الذكر إنك لمجنون
15,7,30,1958,لو ما تأتينا بالملائكة إن كنت من الصادقين
15,8,35,2548,ما ننزل الملائكة إلا بالحق وما كانوا إذا منظرين
15,9,27,2415,إنا نحن نزلنا الذكر وإنا له لحافظون
15,10,26,1320,ولقد أرسلنا من قبلك في شيع الأولين
15,11,30,1552,وما يأتيهم من رسول إلا كانوا به يستهزئون
15,12,23,1537,كذلك نسلكه في قلوب المجرمين
15,13,23,1571,لا يؤمنون به ۖ وقد خلت سنة الأولين
15,14,38,2415,ولو فتحنا عليهم بابا من السماء فظلوا فيه يعرجون
15,15,34,1939,لقالوا إنما سكرت أبصارنا بل نحن قوم مسحورون
15,16,36,2079,ولقد جعلنا في السماء بروجا وزيناها للناظرين
15,17,21,1814,وحفظناها من كل شيطان رجيم
15,18,27,2050,إلا من استرق السمع فأتبعه شهاب مبين
15,19,48,2876,والأرض مددناها وألقينا فيها رواسي وأنبتنا فيها من كل شيء موزون
15,20,34,1798,وجعلنا لكم فيها معايش ومن لستم له برازقين
15,21,37,2037,وإن من شيء إلا عندنا خزائنه وما ننزله إلا بقدر معلوم
15,22,57,2887,وأرسلنا الرياح لواقح فأنزلنا من السماء ماء فأسقيناكموه وما أنتم له بخازنين
15,23,28,1687,وإنا لنحن نحيي ونميت ونحن الوارثون
15,24,41,2938,ولقد علمنا المستقدمين منكم ولقد علمنا المستأخرين
15,25,23,1135,وإن ربك هو يحشرهم ۚ إنه حكيم عليم
15,26,31,1788,ولقد خلقنا الإنسان من صلصال من حمإ مسنون
15,27,28,1617,والجان خلقناه من قبل من نار السموم
15,28,40,3179,وإذ قال ربك للملائكة إني خالق بشرا من صلصال من حمإ مسنون
15,29,35,3227,فإذا سويته ونفخت فيه من روحي فقعوا له ساجدين
15,30,19,533,فسجد الملائكة كلهم أجمعون
15,31,22,540,إلا إبليس أبى أن يكون مع الساجدين
15,32,29,1111,قال يا إبليس ما لك ألا تكون مع الساجدين
15,33,36,2710,قال لم أكن لأسجد لبشر خلقته من صلصال من حمإ مسنون
15,34,19,1514,قال فاخرج منها فإنك رجيم
15,35,20,548,وإن عليك اللعنة إلى يوم الدين
15,36,21,2347,قال رب فأنظرني إلى يوم يبعثون
15,37,16,1652,قال فإنك من المنظرين
15,38,16,840,إلى يوم الوقت المعلوم
15,39,41,4515,قال رب بما أغويتني لأزينن لهم في الأرض ولأغوينهم أجمعين
15,40,19,1114,إلا عبادك منهم المخلصين
15,41,19,1897,قال هذا صراط علي مستقيم
15,42,39,2394,إن عبادي ليس لك عليهم سلطان إلا من اتبعك من الغاوين
15,43,18,522,وإن جهنم لموعدهم أجمعين
15,44,27,655,لها سبعة أبواب لكل باب منهم جزء مقسوم
15,45,19,1367,إن المتقين في جنات وعيون
15,46,16,930,ادخلوها بسلام آمنين
15,47,38,3631,ونزعنا ما في صدورهم من غل إخوانا على سرر متقابلين
15,48,30,1517,لا يمسهم فيها نصب وما هم منها بمخرجين
15,49,23,1856,۞ نبئ عبادي أني أنا الغفور الرحيم
15,50,20,1765,وأن عذابي هو العذاب الأليم
15,51,16,1371,ونبئهم عن ضيف إبراهيم
15,52,35,2233,إذ دخلوا عليه فقالوا سلاما قال إنا منكم وجلون
15,53,27,2454,قالوا لا توجل إنا نبشرك بغلام عليم
15,54,32,2782,قال أبشرتموني على أن مسني الكبر فبم تبشرون
15,55,32,1774,قالوا بشرناك بالحق فلا تكن من القانطين
15,56,27,1890,قال ومن يقنط من رحمة ربه إلا الضالون
15,57,22,1356,قال فما خطبكم أيها المرسلون
15,58,22,1049,قالوا إنا أرسلنا إلى قوم مجرمين
15,59,20,504,إلا آل لوط إنا لمنجوهم أجمعين
15,60,26,2502,إلا امرأته قدرنا ۙ إنها لمن الغابرين
15,61,18,647,فلما جاء آل لوط المرسلون
15,62,15,753,قال إنكم قوم منكرون
15,63,28,1166,قالوا بل جئناك بما كانوا فيه يمترون
15,64,21,966,وأتيناك بالحق وإنا لصادقون
15,65,57,4687,فأسر بأهلك بقطع من الليل واتبع أدبارهم ولا يلتفت منكم أحد وامضوا حيث تؤمرون
15,66,35,2751,وقضينا إليه ذلك الأمر أن دابر هؤلاء مقطوع مصبحين
15,67,19,1208,وجاء أهل المدينة يستبشرون
15,68,20,2572,قال إن هؤلاء ضيفي فلا تفضحون
15,69,18,1680,واتقوا الله ولا تخزون
15,70,22,691,قالوا أولم ننهك عن العالمين
15,71,22,1431,قال هؤلاء بناتي إن كنتم فاعلين
15,72,23,1481,لعمرك إنهم لفي سكرتهم يعمهون
15,73,17,2664,فأخذتهم الصيحة مشرقين
15,74,39,1394,فجعلنا عاليها سافلها وأمطرنا عليهم حجارة من سجيل
15,75,19,1997,إن في ذلك لآيات للمتوسمين
15,76,14,386,وإنها لبسبيل مقيم
15,77,15,1180,إن في ذلك لآية للمؤمنين
15,78,20,1350,وإن كان أصحاب الأيكة لظالمين
15,79,26,1174,فانتقمنا منهم وإنهما لبإمام مبين
15,80,24,1626,ولقد كذب أصحاب الحجر المرسلين
15,81,28,2428,وآتيناهم آياتنا فكانوا عنها معرضين
15,82,29,1334,وكانوا ينحتون من الجبال بيوتا آمنين
15,83,17,2164,فأخذتهم الصيحة مصبحين
15,84,22,1603,فما أغنى عنهم ما كانوا يكسبون
15,85,63,3971,وما خلقنا السماوات والأرض وما بينهما إلا بالحق ۗ وإن الساعة لآتية ۖ فاصفح الصفح الجميل
15,86,18,1226,إن ربك هو الخلاق العليم
15,87,34,2914,ولقد آتيناك سبعا من المثاني والقرآن العظيم
15,88,59,3953,لا تمدن عينيك إلى ما متعنا به أزواجا منهم ولا تحزن عليهم واخفض جناحك للمؤمنين
15,89,19,1371,وقل إني أنا النذير المبين
15,90,19,1030,كما أنزلنا على المقتسمين
15,91,19,2212,الذين جعلوا القرآن عضين
15,92,17,746,فوربك لنسألنهم أجمعين
15,93,14,395,عما كانوا يعملون
15,94,25,2775,فاصدع بما تؤمر وأعرض عن المشركين
15,95,17,835,إنا كفيناك المستهزئين
15,96,32,2404,الذين يجعلون مع الله إلها آخر ۚ فسوف يعلمون
15,97,27,1879,ولقد نعلم أنك يضيق صدرك بما يقولون
15,98,24,751,فسبح بحمد ربك وكن من الساجدين
15,99,20,1354,واعبد ربك حتى يأتيك اليقين
16,1,38,3121,أتى أمر الله فلا تستعجلوه ۚ سبحانه وتعالى عما يشركون
16,2,57,3321,ينزل الملائكة بالروح من أمره على من يشاء من عباده أن أنذروا أنه لا إله إلا أنا فاتقون
16,3,34,3645,خلق السماوات والأرض بالحق ۚ تعالى عما يشركون
16,4,27,2785,خلق الإنسان من نطفة فإذا هو خصيم مبين
16,5,37,2059,والأنعام خلقها ۗ لكم فيها دفء ومنافع ومنها تأكلون
16,6,31,1806,ولكم فيها جمال حين تريحون وحين تسرحون
16,7,52,4382,وتحمل أثقالكم إلى بلد لم تكونوا بالغيه إلا بشق الأنفس ۚ إن ربكم لرءوف رحيم
16,8,47,4193,والخيل والبغال والحمير لتركبوها وزينة ۚ ويخلق ما لا تعلمون
16,9,40,1421,وعلى الله قصد السبيل ومنها جائر ۚ ولو شاء لهداكم أجمعين
16,10,44,3055,هو الذي أنزل من السماء ماء ۖ لكم منه شراب ومنه شجر فيه تسيمون
16,11,67,5454,ينبت لكم به الزرع والزيتون والنخيل والأعناب ومن كل الثمرات ۗ إن في ذلك لآية لقوم يتفكرون
16,12,68,5621,وسخر لكم الليل والنهار والشمس والقمر ۖ والنجوم مسخرات بأمره ۗ إن في ذلك لآيات لقوم يعقلون
16,13,43,5493,وما ذرأ لكم في الأرض مختلفا ألوانه ۗ إن في ذلك لآية لقوم يذكرون
16,14,97,10844,وهو الذي سخر البحر لتأكلوا منه لحما طريا وتستخرجوا منه حلية تلبسونها وترى الفلك مواخر فيه ولتبتغوا من فضله ولعلكم تشكرون
16,15,44,3517,وألقى في الأرض رواسي أن تميد بكم وأنهارا وسبلا لعلكم تهتدون
16,16,22,1200,وعلامات ۚ وبالنجم هم يهتدون
16,17,25,3278,أفمن يخلق كمن لا يخلق ۗ أفلا تذكرون
16,18,36,2994,وإن تعدوا نعمة الله لا تحصوها ۗ إن الله لغفور رحيم
16,19,25,1632,والله يعلم ما تسرون وما تعلنون
16,20,40,3138,والذين يدعون من دون الله لا يخلقون شيئا وهم يخلقون
16,21,28,3058,أموات غير أحياء ۖ وما يشعرون أيان يبعثون
16,22,49,3362,إلهكم إله واحد ۚ فالذين لا يؤمنون بالآخرة قلوبهم منكرة وهم مستكبرون
16,23,47,2089,لا جرم أن الله يعلم ما يسرون وما يعلنون ۚ إنه لا يحب المستكبرين
16,24,36,2558,وإذا قيل لهم ماذا أنزل ربكم ۙ قالوا أساطير الأولين
16,25,63,4513,ليحملوا أوزارهم كاملة يوم القيامة ۙ ومن أوزار الذين يضلونهم بغير علم ۗ ألا ساء ما يزرون
16,26,83,6586,قد مكر الذين من قبلهم فأتى الله بنيانهم من القواعد فخر عليهم السقف من فوقهم وأتاهم العذاب من حيث لا يشعرون
16,27,91,7372,ثم يوم القيامة يخزيهم ويقول أين شركائي الذين كنتم تشاقون فيهم ۚ قال الذين أوتوا العلم إن الخزي اليوم والسوء على الكافرين
16,28,75,5344,الذين تتوفاهم الملائكة ظالمي أنفسهم ۖ فألقوا السلم ما كنا نعمل من سوء ۚ بلى إن الله عليم بما كنتم تعملون
16,29,41,3093,فادخلوا أبواب جهنم خالدين فيها ۖ فلبئس مثوى المتكبرين
16,30,85,8387,۞ وقيل للذين اتقوا ماذا أنزل ربكم ۚ قالوا خيرا ۗ للذين أحسنوا في هذه الدنيا حسنة ۚ ولدار الآخرة خير ۚ ولنعم دار المتقين
16,31,65,5164,جنات عدن يدخلونها تجري من تحتها الأنهار ۖ لهم فيها ما يشاءون ۚ كذلك يجزي الله المتقين
16,32,61,4304,الذين تتوفاهم الملائكة طيبين ۙ يقولون سلام عليكم ادخلوا الجنة بما كنتم تعملون
16,33,82,7788,هل ينظرون إلا أن تأتيهم الملائكة أو يأتي أمر ربك ۚ كذلك فعل الذين من قبلهم ۚ وما ظلمهم الله ولكن كانوا أنفسهم يظلمون
16,34,40,1703,فأصابهم سيئات ما عملوا وحاق بهم ما كانوا به يستهزئون
16,35,110,7443,وقال الذين أشركوا لو شاء الله ما عبدنا من دونه من شيء نحن ولا آباؤنا ولا حرمنا من دونه من شيء ۚ كذلك فعل الذين من قبلهم ۚ فهل على الرسل إلا البلاغ المبين
16,36,115,9405,ولقد بعثنا في كل أمة رسولا أن اعبدوا الله واجتنبوا الطاغوت ۖ فمنهم من هدى الله ومنهم من حقت عليه الضلالة ۚ فسيروا في الأرض فانظروا كيف كان عاقبة المكذبين
16,37,43,2702,إن تحرص على هداهم فإن الله لا يهدي من يضل ۖ وما لهم من ناصرين
16,38,69,3206,وأقسموا بالله جهد أيمانهم ۙ لا يبعث الله من يموت ۚ بلى وعدا عليه حقا ولكن أكثر الناس لا يعلمون
16,39,52,4429,ليبين لهم الذي يختلفون فيه وليعلم الذين كفروا أنهم كانوا كاذبين
16,40,32,2086,إنما قولنا لشيء إذا أردناه أن نقول له كن فيكون
16,41,72,4452,والذين هاجروا في الله من بعد ما ظلموا لنبوئنهم في الدنيا حسنة ۖ ولأجر الآخرة أكبر ۚ لو كانوا يعلمون
16,42,24,1965,الذين صبروا وعلى ربهم يتوكلون
16,43,55,3406,وما أرسلنا من قبلك إلا رجالا نوحي إليهم ۚ فاسألوا أهل الذكر إن كنتم لا تعلمون
16,44,60,3720,بالبينات والزبر ۗ وأنزلنا إليك الذكر لتبين للناس ما نزل إليهم ولعلهم يتفكرون
16,45,60,6224,أفأمن الذين مكروا السيئات أن يخسف الله بهم الأرض أو يأتيهم العذاب من حيث لا يشعرون
16,46,26,2376,أو يأخذهم في تقلبهم فما هم بمعجزين
16,47,26,3513,أو يأخذهم على تخوف فإن ربكم لرءوف رحيم
16,48,61,4740,أولم يروا إلى ما خلق الله من شيء يتفيأ ظلاله عن اليمين والشمائل سجدا لله وهم داخرون
16,49,54,3041,ولله يسجد ما في السماوات وما في الأرض من دابة والملائكة وهم لا يستكبرون
16,50,31,1914,يخافون ربهم من فوقهم ويفعلون ما يؤمرون ۩
16,51,47,3648,۞ وقال الله لا تتخذوا إلهين اثنين ۖ إنما هو إله واحد ۖ فإياي فارهبون
16,52,46,4296,وله ما في السماوات والأرض وله الدين واصبا ۚ أفغير الله تتقون
16,53,39,3811,وما بكم من نعمة فمن الله ۖ ثم إذا مسكم الضر فإليه تجأرون
16,54,36,4928,ثم إذا كشف الضر عنكم إذا فريق منكم بربهم يشركون
16,55,33,2715,ليكفروا بما آتيناهم ۚ فتمتعوا ۖ فسوف تعلمون
16,56,56,3913,ويجعلون لما لا يعلمون نصيبا مما رزقناهم ۗ تالله لتسألن عما كنتم تفترون
16,57,34,1743,ويجعلون لله البنات سبحانه ۙ ولهم ما يشتهون
16,58,33,3896,وإذا بشر أحدهم بالأنثى ظل وجهه مسودا وهو كظيم
16,59,58,2996,يتوارى من القوم من سوء ما بشر به ۚ أيمسكه على هون أم يدسه في التراب ۗ ألا ساء ما يحكمون
16,60,52,3561,للذين لا يؤمنون بالآخرة مثل السوء ۖ ولله المثل الأعلى ۚ وهو العزيز الحكيم
16,61,84,7674,ولو يؤاخذ الله الناس بظلمهم ما ترك عليها من دابة ولكن يؤخرهم إلى أجل مسمى ۖ فإذا جاء أجلهم لا يستأخرون ساعة ۖ ولا يستقدمون
16,62,66,3927,ويجعلون لله ما يكرهون وتصف ألسنتهم الكذب أن لهم الحسنى ۖ لا جرم أن لهم النار وأنهم مفرطون
16,63,66,3305,تالله لقد أرسلنا إلى أمم من قبلك فزين لهم الشيطان أعمالهم فهو وليهم اليوم ولهم عذاب أليم
16,64,58,3922,وما أنزلنا عليك الكتاب إلا لتبين لهم الذي اختلفوا فيه ۙ وهدى ورحمة لقوم يؤمنون
16,65,53,3429,والله أنزل من السماء ماء فأحيا به الأرض بعد موتها ۚ إن في ذلك لآية لقوم يسمعون
16,66,65,4725,وإن لكم في الأنعام لعبرة ۖ نسقيكم مما في بطونه من بين فرث ودم لبنا خالصا سائغا للشاربين
16,67,61,6455,ومن ثمرات النخيل والأعناب تتخذون منه سكرا ورزقا حسنا ۗ إن في ذلك لآية لقوم يعقلون
16,68,49,4081,وأوحى ربك إلى النحل أن اتخذي من الجبال بيوتا ومن الشجر ومما يعرشون
16,69,88,8428,ثم كلي من كل الثمرات فاسلكي سبل ربك ذللا ۚ يخرج من بطونها شراب مختلف ألوانه فيه شفاء للناس ۗ إن في ذلك لآية لقوم يتفكرون
16,70,69,5068,والله خلقكم ثم يتوفاكم ۚ ومنكم من يرد إلى أرذل العمر لكي لا يعلم بعد علم شيئا ۚ إن الله عليم قدير
16,71,86,7165,والله فضل بعضكم على بعض في الرزق ۚ فما الذين فضلوا برادي رزقهم على ما ملكت أيمانهم فهم فيه سواء ۚ أفبنعمة الله يجحدون
16,72,92,3471,والله جعل لكم من أنفسكم أزواجا وجعل لكم من أزواجكم بنين وحفدة ورزقكم من الطيبات ۚ أفبالباطل يؤمنون وبنعمت الله هم يكفرون
16,73,60,3548,ويعبدون من دون الله ما لا يملك لهم رزقا من السماوات والأرض شيئا ولا يستطيعون
16,74,39,3576,فلا تضربوا لله الأمثال ۚ إن الله يعلم وأنتم لا تعلمون
16,75,100,6236,۞ ضرب الله مثلا عبدا مملوكا لا يقدر على شيء ومن رزقناه منا رزقا حسنا فهو ينفق منه سرا وجهرا ۖ هل يستوون ۚ الحمد لله ۚ بل أكثرهم لا يعلمون
16,76,100,6527,وضرب الله مثلا رجلين أحدهما أبكم لا يقدر على شيء وهو كل على مولاه أينما يوجهه لا يأت بخير ۖ هل يستوي هو ومن يأمر بالعدل ۙ وهو على صراط مستقيم
16,77,62,4769,ولله غيب السماوات والأرض ۚ وما أمر الساعة إلا كلمح البصر أو هو أقرب ۚ إن الله على كل شيء قدير
16,78,68,4553,والله أخرجكم من بطون أمهاتكم لا تعلمون شيئا وجعل لكم السمع والأبصار والأفئدة ۙ لعلكم تشكرون
16,79,60,4085,ألم يروا إلى الطير مسخرات في جو السماء ما يمسكهن إلا الله ۗ إن في ذلك لآيات لقوم يؤمنون
16,80,111,8009,والله جعل لكم من بيوتكم سكنا وجعل لكم من جلود الأنعام بيوتا تستخفونها يوم ظعنكم ويوم إقامتكم ۙ ومن أصوافها وأوبارها وأشعارها أثاثا ومتاعا إلى حين
16,81,108,7559,والله جعل لكم مما خلق ظلالا وجعل لكم من الجبال أكنانا وجعل لكم سرابيل تقيكم الحر وسرابيل تقيكم بأسكم ۚ كذلك يتم نعمته عليكم لعلكم تسلمون
16,82,27,2071,فإن تولوا فإنما عليك البلاغ المبين
16,83,38,3083,يعرفون نعمت الله ثم ينكرونها وأكثرهم الكافرون
16,84,48,4722,ويوم نبعث من كل أمة شهيدا ثم لا يؤذن للذين كفروا ولا هم يستعتبون
16,85,42,5823,وإذا رأى الذين ظلموا العذاب فلا يخفف عنهم ولا هم ينظرون
16,86,80,6340,وإذا رأى الذين أشركوا شركاءهم قالوا ربنا هؤلاء شركاؤنا الذين كنا ندعو من دونك ۖ فألقوا إليهم القول إنكم لكاذبون
16,87,39,3022,وألقوا إلى الله يومئذ السلم ۖ وضل عنهم ما كانوا يفترون
16,88,59,3695,الذين كفروا وصدوا عن سبيل الله زدناهم عذابا فوق العذاب بما كانوا يفسدون
16,89,92,4851,ويوم نبعث في كل أمة شهيدا عليهم من أنفسهم ۖ وجئنا بك شهيدا على هؤلاء ۚ ونزلنا عليك الكتاب تبيانا لكل شيء وهدى ورحمة وبشرى للمسلمين
16,90,73,6732,۞ إن الله يأمر بالعدل والإحسان وإيتاء ذي القربى وينهى عن الفحشاء والمنكر والبغي ۚ يعظكم لعلكم تذكرون
16,91,85,5488,وأوفوا بعهد الله إذا عاهدتم ولا تنقضوا الأيمان بعد توكيدها وقد جعلتم الله عليكم كفيلا ۚ إن الله يعلم ما تفعلون
16,92,119,11175,ولا تكونوا كالتي نقضت غزلها من بعد قوة أنكاثا تتخذون أيمانكم دخلا بينكم أن تكون أمة هي أربى من أمة ۚ إنما يبلوكم الله به ۚ وليبينن لكم يوم القيامة ما كنتم فيه تختلفون
16,93,61,4237,ولو شاء الله لجعلكم أمة واحدة ولكن يضل من يشاء ويهدي من يشاء ۚ ولتسألن عما كنتم تعملون
16,94,81,8787,ولا تتخذوا أيمانكم دخلا بينكم فتزل قدم بعد ثبوتها وتذوقوا السوء بما صددتم عن سبيل الله ۖ ولكم عذاب عظيم
16,95,55,4601,ولا تشتروا بعهد الله ثمنا قليلا ۚ إنما عند الله هو خير لكم إن كنتم تعلمون
16,96,62,2648,ما عندكم ينفد ۖ وما عند الله باق ۗ ولنجزين الذين صبروا أجرهم بأحسن ما كانوا يعملون
16,97,68,3250,من عمل صالحا من ذكر أو أنثى وهو مؤمن فلنحيينه حياة طيبة ۖ ولنجزينهم أجرهم بأحسن ما كانوا يعملون
16,98,37,4016,فإذا قرأت القرآن فاستعذ بالله من الشيطان الرجيم
16,99,37,2203,إنه ليس له سلطان على الذين آمنوا وعلى ربهم يتوكلون
16,100,39,3109,إنما سلطانه على الذين يتولونه والذين هم به مشركون
16,101,58,3710,وإذا بدلنا آية مكان آية ۙ والله أعلم بما ينزل قالوا إنما أنت مفتر ۚ بل أكثرهم لا يعلمون
16,102,53,3727,قل نزله روح القدس من ربك بالحق ليثبت الذين آمنوا وهدى وبشرى للمسلمين
16,103,65,3770,ولقد نعلم أنهم يقولون إنما يعلمه بشر ۗ لسان الذي يلحدون إليه أعجمي وهذا لسان عربي مبين
16,104,44,2612,إن الذين لا يؤمنون بآيات الله لا يهديهم الله ولهم عذاب أليم
16,105,47,3918,إنما يفتري الكذب الذين لا يؤمنون بآيات الله ۖ وأولئك هم الكاذبون
16,106,89,6891,من كفر بالله من بعد إيمانه إلا من أكره وقلبه مطمئن بالإيمان ولكن من شرح بالكفر صدرا فعليهم غضب من الله ولهم عذاب عظيم
16,107,56,3153,ذلك بأنهم استحبوا الحياة الدنيا على الآخرة وأن الله لا يهدي القوم الكافرين
16,108,50,3147,أولئك الذين طبع الله على قلوبهم وسمعهم وأبصارهم ۖ وأولئك هم الغافلون
16,109,24,2283,لا جرم أنهم في الآخرة هم الخاسرون
16,110,63,5475,ثم إن ربك للذين هاجروا من بعد ما فتنوا ثم جاهدوا وصبروا إن ربك من بعدها لغفور رحيم
16,111,49,4291,۞ يوم تأتي كل نفس تجادل عن نفسها وتوفى كل نفس ما عملت وهم لا يظلمون
