surah,verse,root_bw,root_ar,count,verse_text
4,19,Aty,اتي,2,يا أيها الذين آمنوا لا يحل لكم أن ترثوا النساء كرها ۖ ولا تعضلوهن لتذهبوا ببعض ما آتيتموهن إلا أن يأتين بفاحشة مبينة ۚ وعاشروهن بالمعروف ۚ فإن كرهتموهن فعسى أن تكرهوا شيئا ويجعل الله فيه خيرا كثيرا
4,20,zwj,زوج,2,وإن أردتم استبدال زوج مكان زوج وآتيتم إحداهن قنطارا فلا تأخذوا منه شيئا ۚ أتأخذونه بهتانا وإثما مبينا
4,20,Ax*,اخذ,2,وإن أردتم استبدال زوج مكان زوج وآتيتم إحداهن قنطارا فلا تأخذوا منه شيئا ۚ أتأخذونه بهتانا وإثما مبينا
4,21,Ax*,اخذ,2,وكيف تأخذونه وقد أفضى بعضكم إلى بعض وأخذن منكم ميثاقا غليظا
4,21,bED,بعض,2,وكيف تأخذونه وقد أفضى بعضكم إلى بعض وأخذن منكم ميثاقا غليظا
4,22,nkH,نكح,2,ولا تنكحوا ما نكح آباؤكم من النساء إلا ما قد سلف ۚ إنه كان فاحشة ومقتا وساء سبيلا
4,23,rDE,رضع,2,حرمت عليكم أمهاتكم وبناتكم وأخواتكم وعماتكم وخالاتكم وبنات الأخ وبنات الأخت وأمهاتكم اللاتي أرضعنكم وأخواتكم من الرضاعة وأمهات نسائكم وربائبكم اللاتي في حجوركم من نسائكم اللاتي دخلتم بهن فإن لم تكونوا دخلتم بهن فلا جناح عليكم وحلائل أبنائكم الذين من أصلابكم وأن تجمعوا بين الأختين إلا ما قد سلف ۗ إن الله كان غفورا رحيما
4,23,nsw,نسو,2,حرمت عليكم أمهاتكم وبناتكم وأخواتكم وعماتكم وخالاتكم وبنات الأخ وبنات الأخت وأمهاتكم اللاتي أرضعنكم وأخواتكم من الرضاعة وأمهات نسائكم وربائبكم اللاتي في حجوركم من نسائكم اللاتي دخلتم بهن فإن لم تكونوا دخلتم بهن فلا جناح عليكم وحلائل أبنائكم الذين من أصلابكم وأن تجمعوا بين الأختين إلا ما قد سلف ۗ إن الله كان غفورا رحيما
4,23,dxl,دخل,2,حرمت عليكم أمهاتكم وبناتكم وأخواتكم وعماتكم وخالاتكم وبنات الأخ وبنات الأخت وأمهاتكم اللاتي أرضعنكم وأخواتكم من الرضاعة وأمهات نسائكم وربائبكم اللاتي في حجوركم من نسائكم اللاتي دخلتم بهن فإن لم تكونوا دخلتم بهن فلا جناح عليكم وحلائل أبنائكم الذين من أصلابكم وأن تجمعوا بين الأختين إلا ما قد سلف ۗ إن الله كان غفورا رحيما
4,23,kwn,كون,2,حرمت عليكم أمهاتكم وبناتكم وأخواتكم وعماتكم وخالاتكم وبنات الأخ وبنات الأخت وأمهاتكم اللاتي أرضعنكم وأخواتكم من الرضاعة وأمهات نسائكم وربائبكم اللاتي في حجوركم من نسائكم اللاتي دخلتم بهن فإن لم تكونوا دخلتم بهن فلا جناح عليكم وحلائل أبنائكم الذين من أصلابكم وأن تجمعوا بين الأختين إلا ما قد سلف ۗ إن الله كان غفورا رحيما
4,24,HSn,حصن,2,۞ والمحصنات من النساء إلا ما ملكت أيمانكم ۖ كتاب الله عليكم ۚ وأحل لكم ما وراء ذلكم أن تبتغوا بأموالكم محصنين غير مسافحين ۚ فما استمتعتم به منهن فآتوهن أجورهن فريضة ۚ ولا جناح عليكم فيما تراضيتم به من بعد الفريضة ۚ إن الله كان عليما حكيما
4,24,Alh,اله,2,۞ والمحصنات من النساء إلا ما ملكت أيمانكم ۖ كتاب الله عليكم ۚ وأحل لكم ما وراء ذلكم أن تبتغوا بأموالكم محصنين غير مسافحين ۚ فما استمتعتم به منهن فآتوهن أجورهن فريضة ۚ ولا جناح عليكم فيما تراضيتم به من بعد الفريضة ۚ إن الله كان عليما حكيما
4,24,frD,فرض,2,۞ والمحصنات من النساء إلا ما ملكت أيمانكم ۖ كتاب الله عليكم ۚ وأحل لكم ما وراء ذلكم أن تبتغوا بأموالكم محصنين غير مسافحين ۚ فما استمتعتم به منهن فآتوهن أجورهن فريضة ۚ ولا جناح عليكم فيما تراضيتم به من بعد الفريضة ۚ إن الله كان عليما حكيما
4,25,nkH,نكح,2,ومن لم يستطع منكم طولا أن ينكح المحصنات المؤمنات فمن ما ملكت أيمانكم من فتياتكم المؤمنات ۚ والله أعلم بإيمانكم ۚ بعضكم من بعض ۚ فانكحوهن بإذن أهلهن وآتوهن أجورهن بالمعروف محصنات غير مسافحات ولا متخذات أخدان ۚ فإذا أحصن فإن أتين بفاحشة فعليهن نصف ما على المحصنات من العذاب ۚ ذلك لمن خشي العنت منكم ۚ وأن تصبروا خير لكم ۗ والله غفور رحيم
4,25,Alh,اله,2,ومن لم يستطع منكم طولا أن ينكح المحصنات المؤمنات فمن ما ملكت أيمانكم من فتياتكم المؤمنات ۚ والله أعلم بإيمانكم ۚ بعضكم من بعض ۚ فانكحوهن بإذن أهلهن وآتوهن أجورهن بالمعروف محصنات غير مسافحات ولا متخذات أخدان ۚ فإذا أحصن فإن أتين بفاحشة فعليهن نصف ما على المحصنات من العذاب ۚ ذلك لمن خشي العنت منكم ۚ وأن تصبروا خير لكم ۗ والله غفور رحيم
4,25,bED,بعض,2,ومن لم يستطع منكم طولا أن ينكح المحصنات المؤمنات فمن ما ملكت أيمانكم من فتياتكم المؤمنات ۚ والله أعلم بإيمانكم ۚ بعضكم من بعض ۚ فانكحوهن بإذن أهلهن وآتوهن أجورهن بالمعروف محصنات غير مسافحات ولا متخذات أخدان ۚ فإذا أحصن فإن أتين بفاحشة فعليهن نصف ما على المحصنات من العذاب ۚ ذلك لمن خشي العنت منكم ۚ وأن تصبروا خير لكم ۗ والله غفور رحيم
4,25,Aty,اتي,2,ومن لم يستطع منكم طولا أن ينكح المحصنات المؤمنات فمن ما ملكت أيمانكم من فتياتكم المؤمنات ۚ والله أعلم بإيمانكم ۚ بعضكم من بعض ۚ فانكحوهن بإذن أهلهن وآتوهن أجورهن بالمعروف محصنات غير مسافحات ولا متخذات أخدان ۚ فإذا أحصن فإن أتين بفاحشة فعليهن نصف ما على المحصنات من العذاب ۚ ذلك لمن خشي العنت منكم ۚ وأن تصبروا خير لكم ۗ والله غفور رحيم
4,26,Alh,اله,2,يريد الله ليبين لكم ويهديكم سنن الذين من قبلكم ويتوب عليكم ۗ والله عليم حكيم
4,27,rwd,رود,2,والله يريد أن يتوب عليكم ويريد الذين يتبعون الشهوات أن تميلوا ميلا عظيما
4,27,myl,ميل,2,والله يريد أن يتوب عليكم ويريد الذين يتبعون الشهوات أن تميلوا ميلا عظيما
4,29,kwn,كون,2,يا أيها الذين آمنوا لا تأكلوا أموالكم بينكم بالباطل إلا أن تكون تجارة عن تراض منكم ۚ ولا تقتلوا أنفسكم ۚ إن الله كان بكم رحيما
4,31,dxl,دخل,2,إن تجتنبوا كبائر ما تنهون عنه نكفر عنكم سيئاتكم وندخلكم مدخلا كريما
4,32,fDl,فضل,2,ولا تتمنوا ما فضل الله به بعضكم على بعض ۚ للرجال نصيب مما اكتسبوا ۖ وللنساء نصيب مما اكتسبن ۚ واسألوا الله من فضله ۗ إن الله كان بكل شيء عليما
4,32,bED,بعض,2,ولا تتمنوا ما فضل الله به بعضكم على بعض ۚ للرجال نصيب مما اكتسبوا ۖ وللنساء نصيب مما اكتسبن ۚ واسألوا الله من فضله ۗ إن الله كان بكل شيء عليما
4,32,nSb,نصب,2,ولا تتمنوا ما فضل الله به بعضكم على بعض ۚ للرجال نصيب مما اكتسبوا ۖ وللنساء نصيب مما اكتسبن ۚ واسألوا الله من فضله ۗ إن الله كان بكل شيء عليما
4,32,ksb,كسب,2,ولا تتمنوا ما فضل الله به بعضكم على بعض ۚ للرجال نصيب مما اكتسبوا ۖ وللنساء نصيب مما اكتسبن ۚ واسألوا الله من فضله ۗ إن الله كان بكل شيء عليما
4,33,kll,كلل,2,ولكل جعلنا موالي مما ترك الوالدان والأقربون ۚ والذين عقدت أيمانكم فآتوهم نصيبهم ۚ إن الله كان على كل شيء شهيدا
4,34,bED,بعض,2,الرجال قوامون على النساء بما فضل الله بعضهم على بعض وبما أنفقوا من أموالهم ۚ فالصالحات قانتات حافظات للغيب بما حفظ الله ۚ واللاتي تخافون نشوزهن فعظوهن واهجروهن في المضاجع واضربوهن ۖ فإن أطعنكم فلا تبغوا عليهن سبيلا ۗ إن الله كان عليا كبيرا
4,34,HfZ,حفظ,2,الرجال قوامون على النساء بما فضل الله بعضهم على بعض وبما أنفقوا من أموالهم ۚ فالصالحات قانتات حافظات للغيب بما حفظ الله ۚ واللاتي تخافون نشوزهن فعظوهن واهجروهن في المضاجع واضربوهن ۖ فإن أطعنكم فلا تبغوا عليهن سبيلا ۗ إن الله كان عليا كبيرا
4,35,byn,بين,2,وإن خفتم شقاق بينهما فابعثوا حكما من أهله وحكما من أهلها إن يريدا إصلاحا يوفق الله بينهما ۗ إن الله كان عليما خبيرا
4,35,Hkm,حكم,2,وإن خفتم شقاق بينهما فابعثوا حكما من أهله وحكما من أهلها إن يريدا إصلاحا يوفق الله بينهما ۗ إن الله كان عليما خبيرا
4,35,Ahl,اهل,2,وإن خفتم شقاق بينهما فابعثوا حكما من أهله وحكما من أهلها إن يريدا إصلاحا يوفق الله بينهما ۗ إن الله كان عليما خبيرا
4,35,Alh,اله,2,وإن خفتم شقاق بينهما فابعثوا حكما من أهله وحكما من أهلها إن يريدا إصلاحا يوفق الله بينهما ۗ إن الله كان عليما خبيرا
4,36,Alh,اله,2,۞ واعبدوا الله ولا تشركوا به شيئا ۖ وبالوالدين إحسانا وبذي القربى واليتامى والمساكين والجار ذي القربى والجار الجنب والصاحب بالجنب وابن السبيل وما ملكت أيمانكم ۗ إن الله لا يحب من كان مختالا فخورا
4,36,qrb,قرب,2,۞ واعبدوا الله ولا تشركوا به شيئا ۖ وبالوالدين إحسانا وبذي القربى واليتامى والمساكين والجار ذي القربى والجار الجنب والصاحب بالجنب وابن السبيل وما ملكت أيمانكم ۗ إن الله لا يحب من كان مختالا فخورا
4,36,jwr,جور,2,۞ واعبدوا الله ولا تشركوا به شيئا ۖ وبالوالدين إحسانا وبذي القربى واليتامى والمساكين والجار ذي القربى والجار الجنب والصاحب بالجنب وابن السبيل وما ملكت أيمانكم ۗ إن الله لا يحب من كان مختالا فخورا
4,36,jnb,جنب,2,۞ واعبدوا الله ولا تشركوا به شيئا ۖ وبالوالدين إحسانا وبذي القربى واليتامى والمساكين والجار ذي القربى والجار الجنب والصاحب بالجنب وابن السبيل وما ملكت أيمانكم ۗ إن الله لا يحب من كان مختالا فخورا
4,37,bxl,بخل,2,الذين يبخلون ويأمرون الناس بالبخل ويكتمون ما آتاهم الله من فضله ۗ وأعتدنا للكافرين عذابا مهينا
4,38,qrn,قرن,2,والذين ينفقون أموالهم رئاء الناس ولا يؤمنون بالله ولا باليوم الآخر ۗ ومن يكن الشيطان له قرينا فساء قرينا
4,41,jyA,جيا,2,فكيف إذا جئنا من كل أمة بشهيد وجئنا بك على هؤلاء شهيدا
4,41,$hd,شهد,2,فكيف إذا جئنا من كل أمة بشهيد وجئنا بك على هؤلاء شهيدا
4,43,kwn,كون,2,يا أيها الذين آمنوا لا تقربوا الصلاة وأنتم سكارى حتى تعلموا ما تقولون ولا جنبا إلا عابري سبيل حتى تغتسلوا ۚ وإن كنتم مرضى أو على سفر أو جاء أحد منكم من الغائط أو لامستم النساء فلم تجدوا ماء فتيمموا صعيدا طيبا فامسحوا بوجوهكم وأيديكم ۗ إن الله كان عفوا غفورا
4,44,Dll,ضلل,2,ألم تر إلى الذين أوتوا نصيبا من الكتاب يشترون الضلالة ويريدون أن تضلوا السبيل
4,45,kfy,كفي,2,والله أعلم بأعدائكم ۚ وكفى بالله وليا وكفى بالله نصيرا
4,46,qwl,قول,2,من الذين هادوا يحرفون الكلم عن مواضعه ويقولون سمعنا وعصينا واسمع غير مسمع وراعنا ليا بألسنتهم وطعنا في الدين ۚ ولو أنهم قالوا سمعنا وأطعنا واسمع وانظرنا لكان خيرا لهم وأقوم ولكن لعنهم الله بكفرهم فلا يؤمنون إلا قليلا
4,47,lEn,لعن,2,يا أيها الذين أوتوا الكتاب آمنوا بما نزلنا مصدقا لما معكم من قبل أن نطمس وجوها فنردها على أدبارها أو نلعنهم كما لعنا أصحاب السبت ۚ وكان أمر الله مفعولا
4,48,Alh,اله,2,إن الله لا يغفر أن يشرك به ويغفر ما دون ذلك لمن يشاء ۚ ومن يشرك بالله فقد افترى إثما عظيما
4,48,gfr,غفر,2,إن الله لا يغفر أن يشرك به ويغفر ما دون ذلك لمن يشاء ۚ ومن يشرك بالله فقد افترى إثما عظيما
4,48,$rk,شرك,2,إن الله لا يغفر أن يشرك به ويغفر ما دون ذلك لمن يشاء ۚ ومن يشرك بالله فقد افترى إثما عظيما
4,49,zkw,زكو,2,ألم تر إلى الذين يزكون أنفسهم ۚ بل الله يزكي من يشاء ولا يظلمون فتيلا
4,51,Amn,امن,2,ألم تر إلى الذين أوتوا نصيبا من الكتاب يؤمنون بالجبت والطاغوت ويقولون للذين كفروا هؤلاء أهدى من الذين آمنوا سبيلا
4,52,lEn,لعن,2,أولئك الذين لعنهم الله ۖ ومن يلعن الله فلن تجد له نصيرا
4,52,Alh,اله,2,أولئك الذين لعنهم الله ۖ ومن يلعن الله فلن تجد له نصيرا
4,56,jld,جلد,2,إن الذين كفروا بآياتنا سوف نصليهم نارا كلما نضجت جلودهم بدلناهم جلودا غيرها ليذوقوا العذاب ۗ إن الله كان عزيزا حكيما
4,57,dxl,دخل,2,والذين آمنوا وعملوا الصالحات سندخلهم جنات تجري من تحتها الأنهار خالدين فيها أبدا ۖ لهم فيها أزواج مطهرة ۖ وندخلهم ظلا ظليلا
4,57,Zll,ظلل,2,والذين آمنوا وعملوا الصالحات سندخلهم جنات تجري من تحتها الأنهار خالدين فيها أبدا ۖ لهم فيها أزواج مطهرة ۖ وندخلهم ظلا ظليلا
4,58,Hkm,حكم,2,۞ إن الله يأمركم أن تؤدوا الأمانات إلى أهلها وإذا حكمتم بين الناس أن تحكموا بالعدل ۚ إن الله نعما يعظكم به ۗ إن الله كان سميعا بصيرا
4,59,Amn,امن,2,يا أيها الذين آمنوا أطيعوا الله وأطيعوا الرسول وأولي الأمر منكم ۖ فإن تنازعتم في شيء فردوه إلى الله والرسول إن كنتم تؤمنون بالله واليوم الآخر ۚ ذلك خير وأحسن تأويلا
4,59,TwE,طوع,2,يا أيها الذين آمنوا أطيعوا الله وأطيعوا الرسول وأولي الأمر منكم ۖ فإن تنازعتم في شيء فردوه إلى الله والرسول إن كنتم تؤمنون بالله واليوم الآخر ۚ ذلك خير وأحسن تأويلا
4,59,rsl,رسل,2,يا أيها الذين آمنوا أطيعوا الله وأطيعوا الرسول وأولي الأمر منكم ۖ فإن تنازعتم في شيء فردوه إلى الله والرسول إن كنتم تؤمنون بالله واليوم الآخر ۚ ذلك خير وأحسن تأويلا
4,59,Awl,اول,2,يا أيها الذين آمنوا أطيعوا الله وأطيعوا الرسول وأولي الأمر منكم ۖ فإن تنازعتم في شيء فردوه إلى الله والرسول إن كنتم تؤمنون بالله واليوم الآخر ۚ ذلك خير وأحسن تأويلا
4,60,nzl,نزل,2,ألم تر إلى الذين يزعمون أنهم آمنوا بما أنزل إليك وما أنزل من قبلك يريدون أن يتحاكموا إلى الطاغوت وقد أمروا أن يكفروا به ويريد الشيطان أن يضلهم ضلالا بعيدا
4,60,rwd,رود,2,ألم تر إلى الذين يزعمون أنهم آمنوا بما أنزل إليك وما أنزل من قبلك يريدون أن يتحاكموا إلى الطاغوت وقد أمروا أن يكفروا به ويريد الشيطان أن يضلهم ضلالا بعيدا
4,60,Dll,ضلل,2,ألم تر إلى الذين يزعمون أنهم آمنوا بما أنزل إليك وما أنزل من قبلك يريدون أن يتحاكموا إلى الطاغوت وقد أمروا أن يكفروا به ويريد الشيطان أن يضلهم ضلالا بعيدا
4,61,Sdd,صدد,2,وإذا قيل لهم تعالوا إلى ما أنزل الله وإلى الرسول رأيت المنافقين يصدون عنك صدودا
4,62,Swb,صوب,2,فكيف إذا أصابتهم مصيبة بما قدمت أيديهم ثم جاءوك يحلفون بالله إن أردنا إلا إحسانا وتوفيقا
4,63,qwl,قول,2,أولئك الذين يعلم الله ما في قلوبهم فأعرض عنهم وعظهم وقل لهم في أنفسهم قولا بليغا
4,64,gfr,غفر,2,وما أرسلنا من رسول إلا ليطاع بإذن الله ۚ ولو أنهم إذ ظلموا أنفسهم جاءوك فاستغفروا الله واستغفر لهم الرسول لوجدوا الله توابا رحيما
4,65,slm,سلم,2,فلا وربك لا يؤمنون حتى يحكموك فيما شجر بينهم ثم لا يجدوا في أنفسهم حرجا مما قضيت ويسلموا تسليما
4,66,fEl,فعل,2,ولو أنا كتبنا عليهم أن اقتلوا أنفسكم أو اخرجوا من دياركم ما فعلوه إلا قليل منهم ۖ ولو أنهم فعلوا ما يوعظون به لكان خيرا لهم وأشد تثبيتا
4,69,Alh,اله,2,ومن يطع الله والرسول فأولئك مع الذين أنعم الله عليهم من النبيين والصديقين والشهداء والصالحين ۚ وحسن أولئك رفيقا
4,70,Alh,اله,2,ذلك الفضل من الله ۚ وكفى بالله عليما
4,71,nfr,نفر,2,يا أيها الذين آمنوا خذوا حذركم فانفروا ثبات أو انفروا جميعا
4,72,Swb,صوب,2,وإن منكم لمن ليبطئن فإن أصابتكم مصيبة قال قد أنعم الله علي إذ لم أكن معهم شهيدا
4,73,kwn,كون,2,ولئن أصابكم فضل من الله ليقولن كأن لم تكن بينكم وبينه مودة يا ليتني كنت معهم فأفوز فوزا عظيما
4,73,byn,بين,2,ولئن أصابكم فضل من الله ليقولن كأن لم تكن بينكم وبينه مودة يا ليتني كنت معهم فأفوز فوزا عظيما
4,73,fwz,فوز,2,ولئن أصابكم فضل من الله ليقولن كأن لم تكن بينكم وبينه مودة يا ليتني كنت معهم فأفوز فوزا عظيما
4,74,sbl,سبل,2,۞ فليقاتل في سبيل الله الذين يشرون الحياة الدنيا بالآخرة ۚ ومن يقاتل في سبيل الله فيقتل أو يغلب فسوف نؤتيه أجرا عظيما
4,74,Alh,اله,2,۞ فليقاتل في سبيل الله الذين يشرون الحياة الدنيا بالآخرة ۚ ومن يقاتل في سبيل الله فيقتل أو يغلب فسوف نؤتيه أجرا عظيما
4,75,jEl,جعل,2,وما لكم لا تقاتلون في سبيل الله والمستضعفين من الرجال والنساء والولدان الذين يقولون ربنا أخرجنا من هذه القرية الظالم أهلها واجعل لنا من لدنك وليا واجعل لنا من لدنك نصيرا
4,75,ldn,لدن,2,وما لكم لا تقاتلون في سبيل الله والمستضعفين من الرجال والنساء والولدان الذين يقولون ربنا أخرجنا من هذه القرية الظالم أهلها واجعل لنا من لدنك وليا واجعل لنا من لدنك نصيرا
4,76,sbl,سبل,2,الذين آمنوا يقاتلون في سبيل الله ۖ والذين كفروا يقاتلون في سبيل الطاغوت فقاتلوا أولياء الشيطان ۖ إن كيد الشيطان كان ضعيفا
4,76,$Tn,شطن,2,الذين آمنوا يقاتلون في سبيل الله ۖ والذين كفروا يقاتلون في سبيل الطاغوت فقاتلوا أولياء الشيطان ۖ إن كيد الشيطان كان ضعيفا
4,77,ktb,كتب,2,ألم تر إلى الذين قيل لهم كفوا أيديكم وأقيموا الصلاة وآتوا الزكاة فلما كتب عليهم القتال إذا فريق منهم يخشون الناس كخشية الله أو أشد خشية ۚ وقالوا ربنا لم كتبت علينا القتال لولا أخرتنا إلى أجل قريب ۗ قل متاع الدنيا قليل والآخرة خير لمن اتقى ولا تظلمون فتيلا
4,77,qtl,قتل,2,ألم تر إلى الذين قيل لهم كفوا أيديكم وأقيموا الصلاة وآتوا الزكاة فلما كتب عليهم القتال إذا فريق منهم يخشون الناس كخشية الله أو أشد خشية ۚ وقالوا ربنا لم كتبت علينا القتال لولا أخرتنا إلى أجل قريب ۗ قل متاع الدنيا قليل والآخرة خير لمن اتقى ولا تظلمون فتيلا
4,77,Axr,اخر,2,ألم تر إلى الذين قيل لهم كفوا أيديكم وأقيموا الصلاة وآتوا الزكاة فلما كتب عليهم القتال إذا فريق منهم يخشون الناس كخشية الله أو أشد خشية ۚ وقالوا ربنا لم كتبت علينا القتال لولا أخرتنا إلى أجل قريب ۗ قل متاع الدنيا قليل والآخرة خير لمن اتقى ولا تظلمون فتيلا
4,78,kwn,كون,2,أينما تكونوا يدرككم الموت ولو كنتم في بروج مشيدة ۗ وإن تصبهم حسنة يقولوا هذه من عند الله ۖ وإن تصبهم سيئة يقولوا هذه من عندك ۚ قل كل من عند الله ۖ فمال هؤلاء القوم لا يكادون يفقهون حديثا
4,78,Swb,صوب,2,أينما تكونوا يدرككم الموت ولو كنتم في بروج مشيدة ۗ وإن تصبهم حسنة يقولوا هذه من عند الله ۖ وإن تصبهم سيئة يقولوا هذه من عندك ۚ قل كل من عند الله ۖ فمال هؤلاء القوم لا يكادون يفقهون حديثا
4,78,Alh,اله,2,أينما تكونوا يدرككم الموت ولو كنتم في بروج مشيدة ۗ وإن تصبهم حسنة يقولوا هذه من عند الله ۖ وإن تصبهم سيئة يقولوا هذه من عندك ۚ قل كل من عند الله ۖ فمال هؤلاء القوم لا يكادون يفقهون حديثا
4,79,Swb,صوب,2,ما أصابك من حسنة فمن الله ۖ وما أصابك من سيئة فمن نفسك ۚ وأرسلناك للناس رسولا ۚ وكفى بالله شهيدا
4,79,Alh,اله,2,ما أصابك من حسنة فمن الله ۖ وما أصابك من سيئة فمن نفسك ۚ وأرسلناك للناس رسولا ۚ وكفى بالله شهيدا
4,79,rsl,رسل,2,ما أصابك من حسنة فمن الله ۖ وما أصابك من سيئة فمن نفسك ۚ وأرسلناك للناس رسولا ۚ وكفى بالله شهيدا
4,80,TwE,طوع,2,من يطع الرسول فقد أطاع الله ۖ ومن تولى فما أرسلناك عليهم حفيظا
4,80,rsl,رسل,2,من يطع الرسول فقد أطاع الله ۖ ومن تولى فما أرسلناك عليهم حفيظا
4,81,qwl,قول,2,ويقولون طاعة فإذا برزوا من عندك بيت طائفة منهم غير الذي تقول ۖ والله يكتب ما يبيتون ۖ فأعرض عنهم وتوكل على الله ۚ وكفى بالله وكيلا
4,81,byt,بيت,2,ويقولون طاعة فإذا برزوا من عندك بيت طائفة منهم غير الذي تقول ۖ والله يكتب ما يبيتون ۖ فأعرض عنهم وتوكل على الله ۚ وكفى بالله وكيلا
4,81,wkl,وكل,2,ويقولون طاعة فإذا برزوا من عندك بيت طائفة منهم غير الذي تقول ۖ والله يكتب ما يبيتون ۖ فأعرض عنهم وتوكل على الله ۚ وكفى بالله وكيلا
4,83,Amr,امر,2,وإذا جاءهم أمر من الأمن أو الخوف أذاعوا به ۖ ولو ردوه إلى الرسول وإلى أولي الأمر منهم لعلمه الذين يستنبطونه منهم ۗ ولولا فضل الله عليكم ورحمته لاتبعتم الشيطان إلا قليلا
4,84,bAs,باس,2,فقاتل في سبيل الله لا تكلف إلا نفسك ۚ وحرض المؤمنين ۖ عسى الله أن يكف بأس الذين كفروا ۚ والله أشد بأسا وأشد تنكيلا
4,84,$dd,شدد,2,فقاتل في سبيل الله لا تكلف إلا نفسك ۚ وحرض المؤمنين ۖ عسى الله أن يكف بأس الذين كفروا ۚ والله أشد بأسا وأشد تنكيلا
4,88,Dll,ضلل,2,۞ فما لكم في المنافقين فئتين والله أركسهم بما كسبوا ۚ أتريدون أن تهدوا من أضل الله ۖ ومن يضلل الله فلن تجد له سبيلا
4,89,kfr,كفر,2,ودوا لو تكفرون كما كفروا فتكونون سواء ۖ فلا تتخذوا منهم أولياء حتى يهاجروا في سبيل الله ۚ فإن تولوا فخذوهم واقتلوهم حيث وجدتموهم ۖ ولا تتخذوا منهم وليا ولا نصيرا
4,90,qwm,قوم,2,إلا الذين يصلون إلى قوم بينكم وبينهم ميثاق أو جاءوكم حصرت صدورهم أن يقاتلوكم أو يقاتلوا قومهم ۚ ولو شاء الله لسلطهم عليكم فلقاتلوكم ۚ فإن اعتزلوكم فلم يقاتلوكم وألقوا إليكم السلم فما جعل الله لكم عليهم سبيلا
4,90,byn,بين,2,إلا الذين يصلون إلى قوم بينكم وبينهم ميثاق أو جاءوكم حصرت صدورهم أن يقاتلوكم أو يقاتلوا قومهم ۚ ولو شاء الله لسلطهم عليكم فلقاتلوكم ۚ فإن اعتزلوكم فلم يقاتلوكم وألقوا إليكم السلم فما جعل الله لكم عليهم سبيلا
4,90,Alh,اله,2,إلا الذين يصلون إلى قوم بينكم وبينهم ميثاق أو جاءوكم حصرت صدورهم أن يقاتلوكم أو يقاتلوا قومهم ۚ ولو شاء الله لسلطهم عليكم فلقاتلوكم ۚ فإن اعتزلوكم فلم يقاتلوكم وألقوا إليكم السلم فما جعل الله لكم عليهم سبيلا
4,91,Amn,امن,2,ستجدون آخرين يريدون أن يأمنوكم ويأمنوا قومهم كل ما ردوا إلى الفتنة أركسوا فيها ۚ فإن لم يعتزلوكم ويلقوا إليكم السلم ويكفوا أيديهم فخذوهم واقتلوهم حيث ثقفتموهم ۚ وأولئكم جعلنا لكم عليهم سلطانا مبينا
4,92,qtl,قتل,2,وما كان لمؤمن أن يقتل مؤمنا إلا خطأ ۚ ومن قتل مؤمنا خطأ فتحرير رقبة مؤمنة ودية مسلمة إلى أهله إلا أن يصدقوا ۚ فإن كان من قوم عدو لكم وهو مؤمن فتحرير رقبة مؤمنة ۖ وإن كان من قوم بينكم وبينهم ميثاق فدية مسلمة إلى أهله وتحرير رقبة مؤمنة ۖ فمن لم يجد فصيام شهرين متتابعين توبة من الله ۗ وكان الله عليما حكيما
4,92,xTA,خطا,2,وما كان لمؤمن أن يقتل مؤمنا إلا خطأ ۚ ومن قتل مؤمنا خطأ فتحرير رقبة مؤمنة ودية مسلمة إلى أهله إلا أن يصدقوا ۚ فإن كان من قوم عدو لكم وهو مؤمن فتحرير رقبة مؤمنة ۖ وإن كان من قوم بينكم وبينهم ميثاق فدية مسلمة إلى أهله وتحرير رقبة مؤمنة ۖ فمن لم يجد فصيام شهرين متتابعين توبة من الله ۗ وكان الله عليما حكيما
4,92,wdy,ودي,2,وما كان لمؤمن أن يقتل مؤمنا إلا خطأ ۚ ومن قتل مؤمنا خطأ فتحرير رقبة مؤمنة ودية مسلمة إلى أهله إلا أن يصدقوا ۚ فإن كان من قوم عدو لكم وهو مؤمن فتحرير رقبة مؤمنة ۖ وإن كان من قوم بينكم وبينهم ميثاق فدية مسلمة إلى أهله وتحرير رقبة مؤمنة ۖ فمن لم يجد فصيام شهرين متتابعين توبة من الله ۗ وكان الله عليما حكيما
4,92,slm,سلم,2,وما كان لمؤمن أن يقتل مؤمنا إلا خطأ ۚ ومن قتل مؤمنا خطأ فتحرير رقبة مؤمنة ودية مسلمة إلى أهله إلا أن يصدقوا ۚ فإن كان من قوم عدو لكم وهو مؤمن فتحرير رقبة مؤمنة ۖ وإن كان من قوم بينكم وبينهم ميثاق فدية مسلمة إلى أهله وتحرير رقبة مؤمنة ۖ فمن لم يجد فصيام شهرين متتابعين توبة من الله ۗ وكان الله عليما حكيما
4,92,Ahl,اهل,2,وما كان لمؤمن أن يقتل مؤمنا إلا خطأ ۚ ومن قتل مؤمنا خطأ فتحرير رقبة مؤمنة ودية مسلمة إلى أهله إلا أن يصدقوا ۚ فإن كان من قوم عدو لكم وهو مؤمن فتحرير رقبة مؤمنة ۖ وإن كان من قوم بينكم وبينهم ميثاق فدية مسلمة إلى أهله وتحرير رقبة مؤمنة ۖ فمن لم يجد فصيام شهرين متتابعين توبة من الله ۗ وكان الله عليما حكيما
