rank,buckwalter,arabic,count,root_buck,root_arabic
2397,taSodiyq,تَصْدِيق,2,Sdq,صدق
2398,yataEaArafu,يَتَعَارَفُ,2,Erf,عرف
2399,n~adaAmap,نَّدَامَة,2,ndm,ندم
2400,yaEozubu,يَعْزُبُ,2,Ezb,عزب
2401,>aSogar,أَصْغَر,2,Sgr,صغر
2402,kiboriyaA^',كِبْرِيَا^ء,2,kbr,كبر
2403,>uHokimato,أُحْكِمَتْ,2,Hkm,حكم
2404,{sotago$a,ٱسْتَغْشَ,2,g$w,غشو
2405,>axobatu,أَخْبَتُ,2,xbt,خبت
2406,TaArid,طَارِد,2,Trd,طرد
2407,>akovaru,أَكْثَرُ,2,kvr,كثر
2408,tabota}iso,تَبْتَئِسْ,2,bAs,باس
2409,t~an~uwr,تَّنُّور,2,,
2410,giyDa,غِيضَ,2,gyD,غيض
2411,>aHokam,أَحْكَم,2,Hkm,حكم
2412,m~ujiyb,مُّجِيب,2,jwb,جوب
2413,Eajiyb,عَجِيب,2,Ejb,عجب
2414,maroduwd,مَرْدُود,2,rdd,ردد
2415,yuhoraEu,يُهْرَعُ,2,hrE,هرع
2416,rukon,رُكْن,2,rkn,ركن
2417,qiToE,قِطْع,2,qTE,قطع
2418,yalotafito,يَلْتَفِتْ,2,lft,لفت
2419,m~anDuwd,مَّنضُود,2,nDd,نضد
2420,mikoyaAl,مِكْيَال,2,kyl,كيل
2421,yuxaAlifu,يُخَالِفُ,2,xlf,خلف
2422,waduwd,وَدُود,2,wdd,ودد
2423,qadimo,قَدِمْ,2,qdm,قدم
2424,wirod,وِرْد,2,wrd,ورد
2425,m~ajomuwE,مَّجْمُوع,2,jmE,جمع
2426,$ahiyq,شَهِيق,2,$hq,شهق
2427,faE~aAl,فَعَّال,2,fEl,فعل
2428,tarokanu,تَرْكَنُ,2,rkn,ركن
2429,zulofap,زُلْفَة,2,zlf,زلف
2430,*~a`kiriyn,ذَّٰكِرِين,2,*kr,ذكر
2431,gaya`bat,غَيَٰبَت,2,gyb,غيب
2432,jub~,جُبّ,2,jbb,جبب
2433,{lotaqaTa,ٱلْتَقَطَ,2,lqT,لقط
2434,Ei$aA^',عِشَا^ء,2,E$w,عشو
2435,musotaEaAn,مُسْتَعَان,2,Ewn,عون
2436,baxos,بَخْس,2,bxs,بخس
2437,maEaA*,مَعَاذ,2,Ew*,عوذ
2438,ladaY,لَدَى,2,,
2439,Ha`$,حَٰش,2,Hw$,حوش
2440,yaEoSiru,يَعْصِرُ,2,ESr,عصر
2441,SaY`Hib,صَىٰحِب,2,SHb,صحب
2442,biDoE,بِضْع,2,bDE,بضع
2443,baqara`t,بَقَرَٰت,2,bqr,بقر
2444,EijaAf,عِجَاف,2,Ejf,عجف
2445,sunbula`t,سُنبُلَٰت,2,snbl,سنبل
2446,yaAbisa`t,يَابِسَٰت,2,ybs,يبس
2447,najaA,نَجَا,2,njw,نجو
2448,tazoraEu,تَزْرَعُ,2,zrE,زرع
2449,bar~a>a,بَرَّأَ,2,brA,برا
2450,jah~aza,جَهَّزَ,2,jhz,جهز
2451,jahaAz,جَهَاز,2,jhz,جهز
2452,{kotaAlu,ٱكْتَالُ,2,kyl,كيل
2453,baEiyr,بَعِير,2,bEr,بعر
2454,>ay~atuhaA,أَيَّتُهَا,2,,
2455,tafoqidu,تَفْقِدُ,2,fqd,فقد
2456,zaEiym,زَعِيم,2,zEm,زعم
2457,{sotayo_#asa,ٱسْتَيْـ#َسَ,2,yAs,ياس
2458,najiy~,نَجِيّ,2,njw,نجو
2459,>asaf,أَسَف,2,Asf,اسف
2460,Huzon,حُزْن,2,Hzn,حزن
2461,haAlik,هَالِك,2,hlk,هلك
2462,mutaSad~iqiyn,مُتَصَدِّقِين,2,Sdq,صدق
2463,SinowaAn,صِنْوَان,2,Snw,صنو
2464,kaf~ay,كَفَّي,2,kff,كفف
2465,>awodiyap,أَوْدِيَة,2,wdy,ودي
2466,sayol,سَيْل,2,syl,سيل
2467,SalaHa,صَلَحَ,2,SlH,صلح
2468,mataAb,مَتَاب,2,twb,توب
2469,daA^}im,دَا^ئِم,2,dwm,دوم
2470,tabaE,تَبَع,2,tbE,تبع
2471,m~ugonuwn,مُّغْنُون,2,gny,غني
2472,muSorix,مُصْرِخ,2,Srx,صرخ
2473,vaAbit,ثَابِت,2,vbt,ثبت
2474,Zaluwm,ظَلُوم,2,Zlm,ظلم
2475,>aSofaAd,أَصْفَاد,2,Sfd,صفد
2476,>amal,أَمَل,2,Aml,امل
2477,munaj~uw,مُنَجُّو,2,njw,نجو
2478,sakorap,سَكْرَة,2,skr,سكر
2479,m~u$oriqiyn,مُّشْرِقِين,2,$rq,شرق
2480,SafoH,صَفْح,2,SfH,صفح
2481,xal~a`q,خَلَّٰق,2,xlq,خلق
2482,m~avaAniY,مَّثَانِى,2,vny,ثني
2483,Tariy~,طَرِيّ,2,Trw,طرو
2484,mawaAxir,مَوَاخِر,2,mxr,مخر
2485,waASib,وَاصِب,2,wSb,وصب
2486,musowad~,مُسْوَدّ,2,swd,سود
2487,tawaArato,تَوَارَتْ,2,wry,وري
2488,l~aban,لَّبَن,2,lbn,لبن
2489,xaAliS,خَالِص,2,xlS,خلص
2490,saA^}ig,سَا^ئِغ,2,swg,سوغ
2491,lamoH,لَمْح,2,lmH,لمح
2492,$~iEor,شِّعْر,2,$Er,شعر
2493,>ava`v,أَثَٰث,2,Avv,اثث
2494,daxal,دَخَل,2,dxl,دخل
2495,muToma}in~,مُطْمَئِنّ,2,Tmn,طمن
2496,m~uToma}in~ap,مُّطْمَئِنَّة,2,Tmn,طمن
2497,Dayoq,ضَيْق,2,Dyq,ضيق
2498,tab~aro,تَبَّرْ,2,tbr,تبر
2499,tatobiyr,تَتْبِير,2,tbr,تبر
2500,man$uwr,مَنشُور,2,n$r,نشر
2501,tadomiyr,تَدْمِير,2,dmr,دمر
2502,m~a$okuwr,مَّشْكُور,2,$kr,شكر
2503,tafoDiyl,تَفْضِيل,2,fDl,فضل
2504,tanoharo,تَنْهَرْ,2,nhr,نهر
2505,rab~aya,رَبَّيَ,2,rbw,ربو
2506,manSuwr,مَنصُور,2,nSr,نصر
2507,kaAlu,كَالُ,2,kyl,كيل
2508,qisoTaAs,قِسْطَاس,2,qsTs,قسطس
2509,maraH,مَرَح,2,mrH,مرح
2510,>aSofaY`,أَصْفَىٰ,2,Sfw,صفو
2511,tasobiyH,تَسْبِيح,2,sbH,سبح
2512,rufa`t,رُفَٰت,2,rft,رفت
2513,kar~amo,كَرَّمْ,2,krm,كرم
2514,yuzojiY,يُزْجِى,2,zjw,زجو
2515,taArap,تَارَة,2,twr,تور
2516,naAfilap,نَافِلَة,2,nfl,نفل
2517,{jotamaEu,ٱجْتَمَعُ,2,jmE,جمع
2518,yafojura,يَفْجُرَ,2,fjr,فجر
2519,yanbuwE,يَنبُوع,2,nbE,نبع
2520,tafojiyr,تَفْجِير,2,fjr,فجر
2521,m~a`kiviyn,مَّٰكِثِين,2,mkv,مكث
2522,ba`xiE,بَٰخِع,2,bxE,بخع
2523,juruz,جُرُز,2,jrz,جرز
2524,yuhay~i}o,يُهَيِّئْ,2,hyA,هيا
2525,$aTaT,شَطَط,2,$TT,شطط
2526,TalaEat,طَلَعَت,2,TlE,طلع
2527,garabat,غَرَبَت,2,grb,غرب
2528,*iraAE,ذِرَاع,2,*rE,ذرع
2529,raAbiE,رَابِع,2,rbE,ربع
2530,saAdis,سَادِس,2,sds,سدس
2531,mulotaHad,مُلْتَحَد,2,lHd,لحد
2532,murotafaq,مُرْتَفَق,2,rfq,رفق
2533,yuHaAwiru,يُحَاوِرُ,2,Hwr,حور
2534,munqalab,مُنقَلَب,2,qlb,قلب
2535,>aqal~,أَقَلّ,2,qll,قلل
2536,gawor,غَوْر,2,gwr,غور
2537,ha$iym,هَشِيم,2,h$m,هشم
2538,ba`qiya`t,بَٰقِيَٰت,2,bqy,بقي
2539,yugaAdiru,يُغَادِرُ,2,gdr,غدر
2540,EaDud,عَضُد,2,EDd,عضد
2541,jadal,جَدَل,2,jdl,جدل
2542,yudoHiDu,يُدْحِضُ,2,dHD,دحض
2543,maholik,مَهْلِك,2,hlk,هلك
2544,majomaE,مَجْمَع,2,jmE,جمع
2545,Saxorap,صَخْرَة,2,Sxr,صخر
2546,xubor,خُبْر,2,xbr,خبر
2547,tuSa`Hibo,تُصَٰحِبْ,2,SHb,صحب
2548,Eu*or,عُذْر,2,E*r,عذر
2549,jidaAr,جِدَار,2,jdr,جدر
2550,firaAq,فِرَاق,2,frq,فرق
2551,ya>ojuwj,يَأْجُوج,2,,
2552,ma>ojuwj,مَأْجُوج,2,,
2553,xaroj,خَرْج,2,xrj,خرج
2554,>aEaAna,أَعَانَ,2,Ewn,عون
2555,qiTor,قِطْر,2,qTr,قطر
2556,giTaA^',غِطَا^ء,2,gTw,غطو
2557,SunoE,صُنْع,2,SnE,صنع
2558,firodawos,فِرْدَوْس,2,,
2559,xafiY~,خَفِىّ,2,xfy,خفي
2560,samiy~,سَمِيّ,2,smw,سمو
2561,Eitiy~,عِتِيّ,2,Etw,عتو
2562,Sabiy~,صَبِيّ,2,Sbw,صبو
2563,EaSiy~,عَصِيّ,2,ESy,عصي
2564,{ntaba*ato,ٱنتَبَذَتْ,2,nb*,نبذ
2565,bagiy~,بَغِيّ,2,bgy,بغي
2566,m~aqoDiy~,مَّقْضِيّ,2,qDy,قضي
2567,n~axolap,نَّخْلَة,2,nxl,نخل
2568,<idoriys,إِدْرِيس,2,,
2569,jiviy~,جِثِيّ,2,jvw,جثو
2570,mad~,مَدّ,2,mdd,مدد
2571,>aDoEaf,أَضْعَف,2,DEf,ضعف
2572,Ead~,عَدّ,2,Edd,عدد
2573,qabas,قَبَس,2,qbs,قبس
2574,muqad~as,مُقَدَّس,2,qds,قدس
2575,TuwFY,طُوًى,2,Twy,طوي
2576,{Domumo,ٱضْمُمْ,2,Dmm,ضمم
2577,waziyr,وَزِير,2,wzr,وزر
2578,raEa,رَعَ,2,rEy,رعي
2579,n~uhaY`,نُّهَىٰ,2,nhy,نهي
2580,ha`*a`n,هَٰذَٰن,2,,
2581,EiSiy~,عِصِيّ,2,ESw,عصو
2582,qaboDap,قَبْضَة,2,qbD,قبض
2583,nasof,نَسْف,2,nsf,نسف
2584,yataxa`fatu,يَتَخَٰفَتُ,2,xft,خفت
2585,xa$aEati,خَشَعَتِ,2,x$E,خشع
2586,lizaAm,لِزَام,2,lzm,لزم
2587,TuluwE,طُلُوع,2,TlE,طلع
2588,guruwb,غُرُوب,2,grb,غرب
2589,muHodav,مُحْدَث,2,Hdv,حدث
2590,xa`midiyn,خَٰمِدِين,2,xmd,خمد
2591,m~aHofuwZ,مَّحْفُوظ,2,HfZ,حفظ
2592,falak,فَلَك,2,flk,فلك
2593,yasobaHu,يَسْبَحُ,2,sbH,سبح
2594,xarodal,خَرْدَل,2,xrdl,خردل
2595,t~amaAviyl,تَّمَاثِيل,2,mvl,مثل
2596,barod,بَرْد,2,brd,برد
2597,<iqaAm,إِقَام,2,qwm,قوم
2598,yansilu,يَنسِلُ,2,nsl,نسل
2599,warada,وَرَدَ,2,wrd,ورد
2600,fazaE,فَزَع,2,fzE,فزع
2601,'aA*an,ءَاذَن,2,A*n,اذن
2602,muxal~aqap,مُخَلَّقَة,2,xlq,خلق
2603,bahiyj,بَهِيج,2,bhj,بهج
2604,>aha`na,أَهَٰنَ,2,hwn,هون
2605,Eatiyq,عَتِيق,2,Etq,عتق
2606,yuEaZ~imo,يُعَظِّمْ,2,EZm,عظم
2607,*ubaAb,ذُبَاب,2,*bb,ذبب
2608,ra`Euwn,رَٰعُون,2,rEy,رعي
2609,sula`lap,سُلَٰلَة,2,sll,سلل
2610,hayohaAt,هَيْهَات,2,,
2611,guvaA^',غُثَا^ء,2,gvw,غثو
2612,EaAliyn,عَالِين,2,Elw,علو
2613,l~aj~u,لَّجُّ,2,ljj,لجج
2614,sixoriy~,سِخْرِيّ,2,sxr,سخر
2615,{jolidu,ٱجْلِدُ,2,jld,جلد
2616,jalodap,جَلْدَة,2,jld,جلد
2617,ra>ofap,رَأْفَة,2,rAf,راف
2618,xa`misap,خَٰمِسَة,2,xms,خمس
2619,kibor,كِبْر,2,kbr,كبر
2620,xabiyva`t,خَبِيثَٰت,2,xbv,خبث
2621,zujaAjap,زُجَاجَة,2,zjj,زجج
2622,saraAb,سَرَاب,2,srb,سرب
2623,wadoq,وَدْق,2,wdq,ودق
2624,>aEoraj,أَعْرَج,2,Erj,عرج
2625,Eam~,عَمّ,2,Emm,عمم
2626,xaAl,خَال,2,xwl,خول
2627,Sadiyq,صَدِيق,2,Sdq,صدق
2628,>a$otaAt,أَشْتَات,2,$tt,شتت
2629,buwr,بُور,2,bwr,بور
2630,Eutuw~,عُتُوّ,2,Etw,عتو
2631,m~aHojuwr,مَّحْجُور,2,Hjr,حجر
2632,habaA^',هَبَا^ء,2,hbw,هبو
2633,m~anvuwr,مَّنثُور,2,nvr,نثر
2634,Easiyr,عَسِير,2,Esr,عسر
2635,rat~alo,رَتَّلْ,2,rtl,رتل
2636,tarotiyl,تَرْتِيل,2,rtl,رتل
2637,r~as~,رَّسّ,2,rss,رسس
2638,subaAt,سُبَات,2,sbt,سبت
2639,Tahuwr,طَهُور,2,Thr,طهر
2640,maraja,مَرَجَ,2,mrj,مرج
2641,Ea*ob,عَذْب,2,E*b,عذب
2642,miloH,مِلْح,2,mlH,ملح
2643,$ukuwr,شُكُور,2,$kr,شكر
2644,yazonu,يَزْنُ,2,zny,زني
2645,yaxoludo,يَخْلُدْ,2,xld,خلد
2646,musotamiE,مُسْتَمِع,2,smE,سمع
2647,m~ut~abaEuwn,مُّتَّبَعُون,2,tbE,تبع
2648,saliym,سَلِيم,2,slm,سلم
2649,bur~izati,بُرِّزَتِ,2,brz,برز
2650,$a`fiEiyn,شَٰفِعِين,2,$fE,شفع
2651,baAqiyn,بَاقِين,2,bqy,بقي
2652,xuluq,خُلُق,2,xlq,خلق
2653,musaH~ariyn,مُسَحَّرِين,2,sHr,سحر
2654,jibil~ap,جِبِلَّة,2,jbl,جبل
2655,>af~aAk,أَفَّاك,2,Afk,افك
2656,xabar,خَبَر,2,xbr,خبر
2657,taSoTalu,تَصْطَلُ,2,Sly,صلي
2658,yuEaq~ibo,يُعَقِّبْ,2,Eqb,عقب
2659,{sotayoqanato,ٱسْتَيْقَنَتْ,2,yqn,يقن
2660,n~amol,نَّمْل,2,nml,نمل
2661,>awoziEo,أَوْزِعْ,2,wzE,وزع
2662,saba<,سَبَإ,2,,
2663,hadiy~ap,هَدِيَّة,2,hdy,هدي
2664,naAZirap,نَاظِرَة,2,nZr,نظر
2665,tisoEap,تِسْعَة,2,tsE,تسع
2666,yataraq~abu,يَتَرَقَّبُ,2,rqb,رقب
2667,ya>otamiru,يَأْتَمِرُ,2,Amr,امر
2668,{sota_#ojaro,ٱسْتَـ#ْجَرْ,2,Ajr,اجر
2669,{bonat,ٱبْنَت,2,bny,بني
2670,$aqaqo,شَقَقْ,2,$qq,شقق
2671,m~ufotarFY,مُّفْتَرًى,2,fry,فري
2672,xiyarap,خِيَرَة,2,xyr,خير
2673,saromad,سَرْمَد,2,srmd,سرمد
2674,wayoka>an~,وَيْكَأَنّ,2,,
2675,xamosiyn,خَمْسِين,2,xms,خمس
2676,naAdiy,نَادِي,2,ndw,ندو
2677,Eankabuwt,عَنكَبُوت,2,Enkb,عنكب
2678,yuHobaru,يُحْبَرُ,2,Hbr,حبر
2679,muHoY,مُحْى,2,Hyy,حيي
2680,luqoma`n,لُقْمَٰن,2,,
2681,wahon,وَهْن,2,whn,وهن
2682,Za`hirap,ظَٰهِرَة,2,Zhr,ظهر
2683,m~uqotaSid,مُّقْتَصِد,2,qSd,قصد
2684,HanaAjir,حَنَاجِر,2,Hnjr,حنجر
2685,zilozaAl,زِلْزَال,2,zlzl,زلزل
2686,>aqoTaAr,أَقْطَار,2,qTr,قطر
2687,saraAH,سَرَاح,2,srH,سرح
2688,musolima`t,مُسْلِمَٰت,2,slm,سلم
2689,waTar,وَطَر,2,wTr,وطر
2690,danaA,دَنَا,2,dnw,دنو
2691,>a$ofaqo,أَشْفَقْ,2,$fq,شفق
2692,muz~iqo,مُزِّقْ,2,mzq,مزق
2693,mumaz~aq,مُمَزَّق,2,mzq,مزق
2694,sidor,سِدْر,2,sdr,سدر
2695,sayor,سَيْر,2,syr,سير
2696,>asofaAr,أَسْفَار,2,sfr,سفر
2697,yabuwru,يَبُورُ,2,bwr,بور
2698,l~uguwb,لُّغُوب,2,lgb,لغب
2699,{sotikobaAr,ٱسْتِكْبَار,2,kbr,كبر
2700,*ul~ilato,ذُلِّلَتْ,2,*ll,ذلل
2701,ramiym,رَمِيم,2,rmm,رمم
2702,vaAqib,ثَاقِب,2,vqb,ثقب
2703,zajorap,زَجْرَة,2,zjr,زجر
2704,*aA^}iquwA,ذَا^ئِقُوا,2,*wq,ذوق
2705,mu$otarikuwn,مُشْتَرِكُون,2,$rk,شرك
2706,la*~ap,لَذَّة,2,l**,لذذ
2707,yunzafu,يُنزَفُ,2,nzf,نزف
2708,madiyniyn,مَدِينِين,2,dyn,دين
2709,maAli_#uwn,مَالِـ#ُون,2,mlA,ملا
2710,saqiym,سَقِيم,2,sqm,سقم
2711,muliym,مُلِيم,2,lwm,لوم
2712,musab~iHuwn,مُسَبِّحُون,2,sbH,سبح
2713,EaraA^',عَرَا^ء,2,Ery,عري
2714,>ayoyd,أَيْيد,2,Ayd,ايد
2715,baArid,بَارِد,2,brd,برد
2716,gas~aAq,غَسَّاق,2,gsq,غسق
2717,maroHab,مَرْحَب,2,rHb,رحب
2718,SaAluwA,صَالُوا,2,Sly,صلي
2719,yahiyju,يَهِيجُ,2,hyj,هيج
2720,>asowa>,أَسْوَأ,2,swA,سوا
2721,maqaAliyd,مَقَالِيد,2,qld,قلد
2722,SaEiqa,صَعِقَ,2,SEq,صعق
2723,zumar,زُمَر,2,zmr,زمر
2724,'aAzifap,ءَازِفَة,2,Azf,ازف
2725,r~a$aAd,رَّشَاد,2,r$d,رشد
2726,yusoHabu,يُسْحَبُ,2,sHb,سحب
2727,duxaAn,دُخَان,2,dxn,دخن
2728,EamFY,عَمًى,2,Emy,عمي
2729,>anTaqa,أَنطَقَ,2,nTq,نطق
2730,qay~aDo,قَيَّضْ,2,qyD,قيض
2731,>akomaAm,أَكْمَام,2,kmm,كمم
2732,$araEa,شَرَعَ,2,$rE,شرع
2733,>aEola`m,أَعْلَٰم,2,Elm,علم
2734,baAqiyap,بَاقِيَة,2,bqy,بقي
2735,qasamo,قَسَمْ,2,qsm,قسم
2736,maEaArij,مَعَارِج,2,Erj,عرج
2737,baTo$ap,بَطْشَة,2,bT$,بطش
2738,n~aEomap,نَّعْمَة,2,nEm,نعم
2739,tub~aE,تُبَّع,2,,
2740,d~ahor,دَّهْر,2,dhr,دهر
2741,EaAriD,عَارِض,2,ErD,عرض
2742,Eayiy,عَيِي,2,Eyy,عيي
2743,wavaAq,وَثَاق,2,wvq,وثق
2744,Ear~afa,عَرَّفَ,2,Erf,عرف
2745,<isoraAr,إِسْرَار,2,srr,سرر
2746,>aDoga`n,أَضْغَٰن,2,Dgn,ضغن
2747,taqad~ama,تَقَدَّمَ,2,qdm,قدم
2748,Hamiy~ap,حَمِيَّة,2,Hmy,حمي
2749,{motaHana,ٱمْتَحَنَ,2,mHn,محن
2750,>akoram,أَكْرَم,2,krm,كرم
2751,>atoqaY,أَتْقَى,2,wqy,وقي
2752,Eatiyd,عَتِيد,2,Etd,عتد
2753,m~an~aAE,مَّنَّاع,2,mnE,منع
2754,m~aziyd,مَّزِيد,2,zyd,زيد
2755,siraAE,سِرَاع,2,srE,سرع
2756,Ha$or,حَشْر,2,H$r,حشر
2757,saAhuwn,سَاهُون,2,shw,سهو
2758,*anuwb,ذَنُوب,2,*nb,ذنب
2759,daAfiE,دَافِع,2,dfE,دفع
2760,tamuwru,تَمُورُ,2,mwr,مور
2761,yaduE~u,يَدُعُّ,2,dEE,دعع
2762,maSofuwfap,مَصْفُوفَة,2,Sff,صفف
2763,ta>oviym,تَأْثِيم,2,Avm,اثم
2764,kaAhin,كَاهِن,2,khn,كهن
2765,taqaw~ala,تَقَوَّلَ,2,qwl,قول
2766,muSayoTir,مُصَيْطِر,2,sTr,سطر
2767,m~uvoqaluwn,مُّثْقَلُون,2,vql,ثقل
2768,sidorap,سِدْرَة,2,sdr,سدر
2769,m~usotamir~,مُّسْتَمِرّ,2,mrr,مرر
2770,>aEojaAz,أَعْجَاز,2,Ejz,عجز
2771,suEur,سُعُر,2,sEr,سعر
2772,>a$ir,أَشِر,2,A$r,اشر
2773,yuxosiru,يُخْسِرُ,2,xsr,خسر
2774,EaSof,عَصْف,2,ESf,عصف
2775,r~ayoHaAn,رَّيْحَان,2,rwH,روح
2776,marojaAn,مَرْجَان,2,mrj,مرج
2777,jala`l,جَلَٰل,2,jll,جلل
2778,<ikoraAm,إِكْرَام,2,krm,كرم
2779,farago,فَرَغْ,2,frg,فرغ
2780,yaTomivo,يَطْمِثْ,2,Tmv,طمث
2781,waAqiEap,وَاقِعَة,2,wqE,وقع
2782,m~uxal~aduwn,مُّخَلَّدُون,2,xld,خلد
2783,yataxay~aru,يَتَخَيَّرُ,2,xyr,خير
2784,m~amoduwd,مَّمْدُود,2,mdd,مدد
2785,masobuwqiyn,مَسْبُوقِين,2,sbq,سبق
2786,qasam,قَسَم,2,qsm,قسم
2787,t~akaAvur,تَّكَاثُر,2,kvr,كثر
2788,yatamaA^s~a,يَتَمَا^سَّ,2,mss,مسس
2789,yuHaA^d~u,يُحَا^دُّ,2,Hdd,حدد
2790,maEoSiyat,مَعْصِيَت,2,ESy,عصي
2791,yafosaHi,يَفْسَحِ,2,fsH,فسح
2792,{n$uzu,ٱنشُزُ,2,n$z,نشز
2793,jun~ap,جُنَّة,2,jnn,جنن
2794,>a*al~,أَذَلّ,2,*ll,ذلل
2795,qud~uws,قُدُّوس,2,qds,قدس
2796,mula`qiy,مُلَٰقِي,2,lqy,لقي
2797,xusor,خُسْر,2,xsr,خسر
2798,yudohinu,يُدْهِنُ,2,dhn,دهن
2799,xaATi}ap,خَاطِئَة,2,xTA,خطا
2800,jaAriyap,جَارِيَة,2,jry,جري
2801,duk~ati,دُكَّتِ,2,dkk,دكك
2802,Eiy$ap,عِيشَة,2,Ey$,عيش
2803,EaAliyap,عَالِيَة,2,Elw,علو
2804,quTuwf,قُطُوف,2,qTf,قطف
2805,yaHuD~u,يَحُضُّ,2,HDD,حضض
2806,Eihon,عِهْن,2,Ehn,عهن
2807,>awoEaY`^,أَوْعَىٰ^,2,wEy,وعي
2808,rahaq,رَهَق,2,rhq,رهق
2809,raSad,رَصَد,2,rSd,رصد
2810,qa`siTuwn,قَٰسِطُون,2,qsT,قسط
2811,HaTab,حَطَب,2,HTb,حطب
2812,saboH,سَبْح,2,sbH,سبح
2813,Tawiyl,طَوِيل,2,Twl,طول
2814,mah~ili,مَهِّلِ,2,mhl,مهل
2815,tarojufu,تَرْجُفُ,2,rjf,رجف
2816,tayas~ara,تَيَسَّرَ,2,ysr,يسر
2817,Eabasa,عَبَسَ,2,Ebs,عبس
2818,naDorap,نَضْرَة,2,nDr,نضر
2819,'aAniyap,ءَانِيَة,2,Any,اني
2820,miroSaAd,مِرْصَاد,2,rSd,رصد
2821,ki*~aAb,كِذَّاب,2,k*b,كذب
2822,maroEaY`,مَرْعَىٰ,2,rEy,رعي
2823,buEovira,بُعْثِرَ,2,bEvr,بعثر
2824,sij~iyn,سِجِّين,2,sjn,سجن
2825,m~aroquwm,مَّرْقُوم,2,rqm,رقم
2826,Eil~iy~iyn,عِلِّيِّين,2,Elw,علو
2827,masoruwr,مَسْرُور,2,srr,سرر
2828,T~aAriq,طَّارِق,2,Trq,طرق
2829,yusoraY`,يُسْرَىٰ,2,ysr,يسر
2830,HaAmiyap,حَامِيَة,2,Hmy,حمي
2831,nuSibato,نُصِبَتْ,2,nSb,نصب
2832,Eaqabap,عَقَبَة,2,Eqb,عقب
2833,m~u&oSadap,مُّؤْصَدَة,2,wSd,وصد
2834,qay~imap,قَيِّمَة,2,qwm,قوم
2835,bariy~ap,بَرِيَّة,2,brA,برا
2836,HuTamap,حُطَمَة,2,HTm,حطم
2837,<ila`f,إِلَٰف,2,Alf,الف
2838,tab~a,تَبَّ,2,tbb,تبب
2839,magoDuwb,مَغْضُوب,1,gDb,غضب
2840,rabiHat,رَبِحَت,1,rbH,ربح
2841,{sotawoqada,ٱسْتَوْقَدَ,1,wqd,وقد
2842,Say~ib,صَيِّب,1,Swb,صوب
2843,>aZolama,أَظْلَمَ,1,Zlm,ظلم
2844,vamarap,ثَمَرَة,1,vmr,ثمر
2845,baEuwDap,بَعُوضَة,1,bED,بعض
2846,nuqad~isu,نُقَدِّسُ,1,qds,قدس
2847,>azal~a,أَزَلَّ,1,zll,زلل
2848,{t~ixaA*,ٱتِّخَاذ,1,Ax*,اخذ
2849,{nfajarato,ٱنفَجَرَتْ,1,fjr,فجر
2850,baqol,بَقْل,1,bql,بقل
2851,qiv~aA^},قِثَّا^ئ,1,qvA,قثا
2852,fuwm,فُوم,1,fwm,فوم
2853,Eadas,عَدَس,1,Eds,عدس
2854,baSal,بَصَل,1,bSl,بصل
2855,faAriD,فَارِض,1,frD,فرض
2856,EawaAn,عَوَان,1,Ewn,عون
2857,SaforaA^',صَفْرَا^ء,1,Sfr,صفر
2858,faAqiE,فَاقِع,1,fqE,فقع
2859,tasur~u,تَسُرُّ,1,srr,سرر
2860,$iyap,شِيَة,1,w$y,وشي
2861,{d~a`ra`#o,ٱدَّٰرَٰ#ْ,1,drA,درا
2862,qasowap,قَسْوَة,1,qsw,قسو
2863,yatafaj~aru,يَتَفَجَّرُ,1,fjr,فجر
2864,tufa`du,تُفَٰدُ,1,fdy,فدي
2865,>u$oribu,أُشْرِبُ,1,$rb,شرب
2866,>aHoraS,أَحْرَص,1,HrS,حرص
2867,muzaHoziH,مُزَحْزِح,1,zHzH,زحزح
2868,miykaY`l,مِيكَىٰل,1,,
2869,baAbil,بَابِل,1,,
2870,ha`ruwt,هَٰرُوت,1,,
2871,ma`ruwt,مَٰرُوت,1,,
2872,Hasad,حَسَد,1,Hsd,حسد
2873,xaraAb,خَرَاب,1,xrb,خرب
2874,tilaAwat,تِلَاوَت,1,tlw,تلو
2875,mavaAbap,مَثَابَة,1,vwb,ثوب
2876,muSal~FY,مُصَلًّى,1,Slw,صلو
2877,m~usolimap,مُّسْلِمَة,1,slm,سلم
2878,safiha,سَفِهَ,1,sfh,سفه
2879,wasaT,وَسَط,1,wsT,وسط
2880,wijohap,وِجْهَة,1,wjh,وجه
2881,muwal~iy,مُوَلِّي,1,wly,ولي
2882,S~afaA,صَّفَا,1,,
2883,marowap,مَرْوَة,1,,
2884,Haj~a,حَجَّ,1,Hjj,حجج
2885,{Eotamara,ٱعْتَمَرَ,1,Emr,عمر
2886,l~a`Einuwn,لَّٰعِنُون,1,lEn,لعن
2887,musax~ar,مُسَخَّر,1,sxr,سخر
2888,yanoEiqu,يَنْعِقُ,1,nEq,نعق
2889,muwfuwn,مُوفُون,1,wfy,وفي
2890,qatolaY,قَتْلَى,1,qtl,قتل
2891,>adaA^',أَدَا^ء,1,Ady,ادي
2892,taxofiyf,تَخْفِيف,1,xff,خفف
2893,m~uwS,مُّوص,1,wSy,وصي
2894,janaf,جَنَف,1,jnf,جنف
2895,yuTiyqu,يُطِيقُ,1,Twq,طوق
2896,ramaDaAn,رَمَضَان,1,,
2897,yaro$udu,يَرْشُدُ,1,r$d,رشد
2898,>asowad,أَسْوَد,1,swd,سود
