surah,verse,fasila_2char,fasila_3char,ends_in_letter
17,93,لا,ولا,ا
17,94,لا,ولا,ا
17,95,لا,ولا,ا
17,96,را,يرا,ا
17,97,را,يرا,ا
17,98,دا,يدا,ا
17,99,را,ورا,ا
17,100,را,ورا,ا
17,101,را,ورا,ا
17,102,را,ورا,ا
17,103,عا,يعا,ا
17,104,فا,يفا,ا
17,105,را,يرا,ا
17,106,لا,يلا,ا
17,107,دا,جدا,ا
17,108,لا,ولا,ا
17,109,عا,وعا,ا
17,110,لا,يلا,ا
17,111,را,يرا,ا
18,1,جا,وجا,ا
18,2,نا,سنا,ا
18,3,دا,بدا,ا
18,4,دا,لدا,ا
18,5,با,ذبا,ا
18,6,فا,سفا,ا
18,7,لا,ملا,ا
18,8,زا,رزا,ا
18,9,با,جبا,ا
18,10,دا,شدا,ا
18,11,دا,ددا,ا
18,12,دا,مدا,ا
18,13,دا,هدا,ا
18,14,طا,ططا,ا
18,15,با,ذبا,ا
18,16,قا,فقا,ا
18,17,دا,شدا,ا
18,18,با,عبا,ا
18,19,دا,حدا,ا
18,20,دا,بدا,ا
18,21,دا,جدا,ا
18,22,دا,حدا,ا
18,23,دا,غدا,ا
18,24,دا,شدا,ا
18,25,عا,سعا,ا
18,26,دا,حدا,ا
18,27,دا,حدا,ا
18,28,طا,رطا,ا
18,29,قا,فقا,ا
18,30,لا,ملا,ا
18,31,قا,فقا,ا
18,32,عا,رعا,ا
18,33,را,هرا,ا
18,34,را,فرا,ا
18,35,دا,بدا,ا
18,36,با,لبا,ا
18,37,لا,جلا,ا
18,38,دا,حدا,ا
18,39,دا,لدا,ا
18,40,قا,لقا,ا
18,41,با,لبا,ا
18,42,دا,حدا,ا
18,43,را,صرا,ا
18,44,با,قبا,ا
18,45,را,درا,ا
18,46,لا,ملا,ا
18,47,دا,حدا,ا
18,48,دا,عدا,ا
18,49,دا,حدا,ا
18,50,لا,دلا,ا
18,51,دا,ضدا,ا
18,52,قا,بقا,ا
18,53,فا,رفا,ا
18,54,لا,دلا,ا
18,55,لا,بلا,ا
18,56,وا,زوا,ا
18,57,دا,بدا,ا
18,58,لا,يلا,ا
18,59,دا,عدا,ا
18,60,با,قبا,ا
18,61,با,ربا,ا
18,62,با,صبا,ا
18,63,با,جبا,ا
18,64,صا,صصا,ا
18,65,ما,لما,ا
18,66,دا,شدا,ا
18,67,را,برا,ا
18,68,را,برا,ا
18,69,را,مرا,ا
18,70,را,كرا,ا
18,71,را,مرا,ا
18,72,را,برا,ا
18,73,را,سرا,ا
18,74,را,كرا,ا
18,75,را,برا,ا
18,76,را,ذرا,ا
18,77,را,جرا,ا
18,78,را,برا,ا
18,79,با,صبا,ا
18,80,را,فرا,ا
18,81,ما,حما,ا
18,82,را,برا,ا
18,83,را,كرا,ا
18,84,با,ببا,ا
18,85,با,ببا,ا
18,86,نا,سنا,ا
18,87,را,كرا,ا
18,88,را,سرا,ا
18,89,با,ببا,ا
18,90,را,ترا,ا
18,91,را,برا,ا
18,92,با,ببا,ا
18,93,لا,ولا,ا
18,94,دا,سدا,ا
18,95,ما,دما,ا
18,96,را,طرا,ا
18,97,با,قبا,ا
18,98,قا,حقا,ا
18,99,عا,معا,ا
18,100,ضا,رضا,ا
18,101,عا,معا,ا
18,102,لا,زلا,ا
18,103,لا,ملا,ا
18,104,عا,نعا,ا
18,105,نا,زنا,ا
18,106,وا,زوا,ا
18,107,لا,زلا,ا
18,108,لا,ولا,ا
18,109,دا,ددا,ا
18,110,دا,حدا,ا
19,1,عص,يعص,ص
19,2,يا,ريا,ا
19,3,يا,فيا,ا
19,4,يا,قيا,ا
19,5,يا,ليا,ا
19,6,يا,ضيا,ا
19,7,يا,ميا,ا
19,8,يا,تيا,ا
19,9,يا,شيا,ا
19,10,يا,ويا,ا
19,11,يا,شيا,ا
19,12,يا,بيا,ا
19,13,يا,قيا,ا
19,14,يا,صيا,ا
19,15,يا,حيا,ا
19,16,يا,قيا,ا
19,17,يا,ويا,ا
19,18,يا,قيا,ا
19,19,يا,كيا,ا
19,20,يا,غيا,ا
19,21,يا,ضيا,ا
19,22,يا,صيا,ا
19,23,يا,سيا,ا
19,24,يا,ريا,ا
19,25,يا,نيا,ا
19,26,يا,سيا,ا
19,27,يا,ريا,ا
19,28,يا,غيا,ا
19,29,يا,بيا,ا
19,30,يا,بيا,ا
19,31,يا,حيا,ا
19,32,يا,قيا,ا
19,33,يا,حيا,ا
19,34,ون,رون,ن
19,35,ون,كون,ن
19,36,يم,قيم,م
19,37,يم,ظيم,م
19,38,ين,بين,ن
19,39,ون,نون,ن
19,40,ون,عون,ن
19,41,يا,بيا,ا
19,42,يا,شيا,ا
19,43,يا,ويا,ا
19,44,يا,صيا,ا
19,45,يا,ليا,ا
19,46,يا,ليا,ا
19,47,يا,فيا,ا
19,48,يا,قيا,ا
19,49,يا,بيا,ا
19,50,يا,ليا,ا
19,51,يا,بيا,ا
19,52,يا,جيا,ا
19,53,يا,بيا,ا
19,54,يا,بيا,ا
19,55,يا,ضيا,ا
19,56,يا,بيا,ا
19,57,يا,ليا,ا
19,58,يا,كيا,ا
19,59,يا,غيا,ا
19,60,يا,شيا,ا
19,61,يا,تيا,ا
19,62,يا,شيا,ا
19,63,يا,قيا,ا
19,64,يا,سيا,ا
19,65,يا,ميا,ا
19,66,يا,حيا,ا
19,67,يا,شيا,ا
19,68,يا,ثيا,ا
19,69,يا,تيا,ا
19,70,يا,ليا,ا
19,71,يا,ضيا,ا
19,72,يا,ثيا,ا
19,73,يا,ديا,ا
19,74,يا,ءيا,ا
19,75,دا,ندا,ا
19,76,دا,ردا,ا
19,77,دا,لدا,ا
19,78,دا,هدا,ا
19,79,دا,مدا,ا
19,80,دا,ردا,ا
19,81,زا,عزا,ا
19,82,دا,ضدا,ا
19,83,زا,ازا,ا
19,84,دا,عدا,ا
19,85,دا,فدا,ا
19,86,دا,ردا,ا
19,87,دا,هدا,ا
19,88,دا,لدا,ا
19,89,دا,ادا,ا
19,90,دا,هدا,ا
19,91,دا,لدا,ا
19,92,دا,لدا,ا
19,93,دا,بدا,ا
19,94,دا,عدا,ا
19,95,دا,ردا,ا
19,96,دا,ودا,ا
19,97,دا,لدا,ا
19,98,زا,كزا,ا
20,1,طه,طه,ه
20,2,قا,شقا,ا
20,3,شا,خشا,ا
20,4,لا,علا,ا
20,5,وا,توا,ا
20,6,را,ثرا,ا
20,7,فا,خفا,ا
20,8,نا,سنا,ا
20,9,سا,وسا,ا
20,10,دا,هدا,ا
20,11,سا,وسا,ا
20,12,وا,طوا,ا
20,13,حا,وحا,ا
20,14,ري,كري,ي
20,15,عا,سعا,ا
20,16,دا,ردا,ا
20,17,سا,وسا,ا
20,18,را,خرا,ا
20,19,سا,وسا,ا
20,20,عا,سعا,ا
20,21,لا,ولا,ا
20,22,را,خرا,ا
20,23,را,برا,ا
20,24,غا,طغا,ا
20,25,ري,دري,ي
20,26,ري,مري,ي
20,27,ني,اني,ي
20,28,لي,ولي,ي
20,29,لي,هلي,ي
20,30,خي,اخي,ي
20,31,ري,زري,ي
20,32,ري,مري,ي
20,33,را,يرا,ا
20,34,را,يرا,ا
20,35,را,يرا,ا
20,36,سا,وسا,ا
20,37,را,خرا,ا
20,38,حا,وحا,ا
20,39,ني,يني,ي
20,40,سا,وسا,ا
20,41,سي,فسي,ي
20,42,ري,كري,ي
20,43,غا,طغا,ا
20,44,شا,خشا,ا
20,45,غا,طغا,ا
20,46,را,ارا,ا
20,47,دا,هدا,ا
20,48,لا,ولا,ا
20,49,سا,وسا,ا
20,50,دا,هدا,ا
20,51,لا,ولا,ا
20,52,سا,نسا,ا
20,53,تا,شتا,ا
20,54,ها,نها,ا
20,55,را,خرا,ا
20,56,با,ابا,ا
20,57,سا,وسا,ا
20,58,وا,سوا,ا
20,59,حا,ضحا,ا
20,60,تا,اتا,ا
20,61,را,ترا,ا
20,62,وا,جوا,ا
20,63,لا,ثلا,ا
20,64,لا,علا,ا
20,65,قا,لقا,ا
20,66,عا,سعا,ا
20,67,سا,وسا,ا
20,68,لا,علا,ا
20,69,تا,اتا,ا
20,70,سا,وسا,ا
20,71,قا,بقا,ا
20,72,يا,نيا,ا
20,73,قا,بقا,ا
20,74,يا,حيا,ا
20,75,لا,علا,ا
20,76,كا,زكا,ا
20,77,شا,خشا,ا
20,78,هم,يهم,م
20,79,دا,هدا,ا
20,80,وا,لوا,ا
20,81,وا,هوا,ا
20,82,دا,تدا,ا
20,83,سا,وسا,ا
20,84,ضا,رضا,ا
20,85,ري,مري,ي
20,86,دي,عدي,ي
20,87,ري,مري,ي
20,88,سي,نسي,ي
20,89,عا,فعا,ا
20,90,ري,مري,ي
20,91,سا,وسا,ا
20,92,وا,لوا,ا
20,93,ري,مري,ي
20,94,لي,ولي,ي
20,95,ري,مري,ي
20,96,سي,فسي,ي
20,97,فا,سفا,ا
20,98,ما,لما,ا
20,99,را,كرا,ا
20,100,را,زرا,ا
20,101,لا,ملا,ا
20,102,قا,رقا,ا
20,103,را,شرا,ا
20,104,ما,وما,ا
20,105,فا,سفا,ا
20,106,فا,صفا,ا
20,107,تا,متا,ا
20,108,سا,مسا,ا
20,109,لا,ولا,ا
20,110,ما,لما,ا
20,111,ما,لما,ا
20,112,ما,ضما,ا
20,113,را,كرا,ا
20,114,ما,لما,ا
20,115,ما,زما,ا
20,116,با,ابا,ا
20,117,قا,شقا,ا
20,118,را,عرا,ا
20,119,حا,ضحا,ا
20,120,لا,بلا,ا
20,121,وا,غوا,ا
20,122,دا,هدا,ا
20,123,قا,شقا,ا
20,124,ما,عما,ا
20,125,را,يرا,ا
20,126,سا,نسا,ا
20,127,قا,بقا,ا
20,128,ها,نها,ا
20,129,ما,سما,ا
20,130,ضا,رضا,ا
20,131,قا,بقا,ا
20,132,وا,قوا,ا
20,133,لا,ولا,ا
20,134,زا,خزا,ا
20,135,دا,تدا,ا
21,1,ون,ضون,ن
21,2,ون,بون,ن
21,3,ون,رون,ن
21,4,يم,ليم,م
21,5,ون,لون,ن
21,6,ون,نون,ن
21,7,ون,مون,ن
21,8,ين,دين,ن
21,9,ين,فين,ن
21,10,ون,لون,ن
21,11,ين,رين,ن
21,12,ون,ضون,ن
21,13,ون,لون,ن
21,14,ين,مين,ن
21,15,ين,دين,ن
21,16,ين,بين,ن
21,17,ين,لين,ن
21,18,ون,فون,ن
21,19,ون,رون,ن
21,20,ون,رون,ن
21,21,ون,رون,ن
21,22,ون,فون,ن
21,23,ون,لون,ن
21,24,ون,ضون,ن
21,25,ون,دون,ن
21,26,ون,مون,ن
21,27,ون,لون,ن
21,28,ون,قون,ن
21,29,ين,مين,ن
21,30,ون,نون,ن
21,31,ون,دون,ن
21,32,ون,ضون,ن
21,33,ون,حون,ن
21,34,ون,دون,ن
21,35,ون,عون,ن
21,36,ون,رون,ن
21,37,ون,لون,ن
21,38,ين,قين,ن
21,39,ون,رون,ن
21,40,ون,رون,ن
21,41,ون,ءون,ن
21,42,ون,ضون,ن
21,43,ون,بون,ن
21,44,ون,بون,ن
21,45,ون,رون,ن
21,46,ين,مين,ن
21,47,ين,بين,ن
21,48,ين,قين,ن
21,49,ون,قون,ن
21,50,ون,رون,ن
21,51,ين,مين,ن
21,52,ون,فون,ن
21,53,ين,دين,ن
21,54,ين,بين,ن
21,55,ين,بين,ن
21,56,ين,دين,ن
21,57,ين,رين,ن
21,58,ون,عون,ن
21,59,ين,مين,ن
21,60,يم,هيم,م
21,61,ون,دون,ن
21,62,يم,هيم,م
21,63,ون,قون,ن
21,64,ون,مون,ن
21,65,ون,قون,ن
21,66,كم,ركم,م
21,67,ون,لون,ن
21,68,ين,لين,ن
21,69,يم,هيم,م
21,70,ين,رين,ن
21,71,ين,مين,ن
21,72,ين,حين,ن
21,73,ين,دين,ن
21,74,ين,قين,ن
21,75,ين,حين,ن
21,76,يم,ظيم,م
21,77,ين,عين,ن
21,78,ين,دين,ن
21,79,ين,لين,ن
21,80,ون,رون,ن
21,81,ين,مين,ن
21,82,ين,ظين,ن
21,83,ين,مين,ن
21,84,ين,دين,ن
21,85,ين,رين,ن
21,86,ين,حين,ن
21,87,ين,مين,ن
21,88,ين,نين,ن
21,89,ين,ثين,ن
21,90,ين,عين,ن
21,91,ين,مين,ن
21,92,ون,دون,ن
21,93,ون,عون,ن
21,94,ون,بون,ن
21,95,ون,عون,ن
21,96,ون,لون,ن
21,97,ين,مين,ن
21,98,ون,دون,ن
21,99,ون,دون,ن
21,100,ون,عون,ن
21,101,ون,دون,ن
21,102,ون,دون,ن
21,103,ون,دون,ن
21,104,ين,لين,ن
21,105,ون,حون,ن
21,106,ين,دين,ن
21,107,ين,مين,ن
21,108,ون,مون,ن
21,109,ون,دون,ن
21,110,ون,مون,ن
21,111,ين,حين,ن
21,112,ون,فون,ن
22,1,يم,ظيم,م
22,2,يد,ديد,د
22,3,يد,ريد,د
22,4,ير,عير,ر
22,5,يج,هيج,ج
22,6,ير,دير,ر
22,7,ور,بور,ر
22,8,ير,نير,ر
22,9,يق,ريق,ق
22,10,يد,بيد,د
22,11,ين,بين,ن
22,12,يد,عيد,د
22,13,ير,شير,ر
22,14,يد,ريد,د
22,15,يظ,غيظ,ظ
22,16,يد,ريد,د
22,17,يد,هيد,د
22,18,اء,شاء,ء
22,19,يم,ميم,م
22,20,ود,لود,د
22,21,يد,ديد,د
22,22,يق,ريق,ق
22,23,ير,رير,ر
22,24,يد,ميد,د
22,25,يم,ليم,م
22,26,ود,جود,د
22,27,يق,ميق,ق
22,28,ير,قير,ر
22,29,يق,تيق,ق
22,30,ور,زور,ر
22,31,يق,حيق,ق
22,32,وب,لوب,ب
22,33,يق,تيق,ق
22,34,ين,تين,ن
22,35,ون,قون,ن
22,36,ون,رون,ن
22,37,ين,نين,ن
22,38,ور,فور,ر
22,39,ير,دير,ر
22,40,يز,زيز,ز
22,41,ور,مور,ر
22,42,ود,مود,د
22,43,وط,لوط,ط
22,44,ير,كير,ر
22,45,يد,شيد,د
22,46,ور,دور,ر
22,47,ون,دون,ن
22,48,ير,صير,ر
22,49,ين,بين,ن
22,50,يم,ريم,م
22,51,يم,حيم,م
22,52,يم,كيم,م
22,53,يد,عيد,د
22,54,يم,قيم,م
22,55,يم,قيم,م
22,56,يم,عيم,م
22,57,ين,هين,ن
22,58,ين,قين,ن
22,59,يم,ليم,م
22,60,ور,فور,ر
22,61,ير,صير,ر
22,62,ير,بير,ر
22,63,ير,بير,ر
22,64,يد,ميد,د
22,65,يم,حيم,م
22,66,ور,فور,ر
22,67,يم,قيم,م
22,68,ون,لون,ن
22,69,ون,فون,ن
22,70,ير,سير,ر
22,71,ير,صير,ر
22,72,ير,صير,ر
22,73,وب,لوب,ب
22,74,يز,زيز,ز
22,75,ير,صير,ر
22,76,ور,مور,ر
22,77,ون,حون,ن
22,78,ير,صير,ر
23,1,ون,نون,ن
23,2,ون,عون,ن
23,3,ون,ضون,ن
23,4,ون,لون,ن
23,5,ون,ظون,ن
23,6,ين,مين,ن
23,7,ون,دون,ن
23,8,ون,عون,ن
23,9,ون,ظون,ن
23,10,ون,ثون,ن
23,11,ون,دون,ن
23,12,ين,طين,ن
23,13,ين,كين,ن
23,14,ين,قين,ن
23,15,ون,تون,ن
23,16,ون,ثون,ن
23,17,ين,لين,ن
23,18,ون,رون,ن
23,19,ون,لون,ن
23,20,ين,لين,ن
23,21,ون,لون,ن
23,22,ون,لون,ن
23,23,ون,قون,ن
23,24,ين,لين,ن
23,25,ين,حين,ن
23,26,ون,بون,ن
23,27,ون,قون,ن
23,28,ين,مين,ن
23,29,ين,لين,ن
23,30,ين,لين,ن
23,31,ين,رين,ن
23,32,ون,قون,ن
23,33,ون,بون,ن
23,34,ون,رون,ن
23,35,ون,جون,ن
23,36,ون,دون,ن
23,37,ين,ثين,ن
23,38,ين,نين,ن
23,39,ون,بون,ن
23,40,ين,مين,ن
23,41,ين,مين,ن
23,42,ين,رين,ن
23,43,ون,رون,ن
23,44,ون,نون,ن
23,45,ين,بين,ن
23,46,ين,لين,ن
23,47,ون,دون,ن
23,48,ين,كين,ن
23,49,ون,دون,ن
23,50,ين,عين,ن
23,51,يم,ليم,م
23,52,ون,قون,ن
23,53,ون,حون,ن
23,54,ين,حين,ن
23,55,ين,نين,ن
23,56,ون,رون,ن
23,57,ون,قون,ن
23,58,ون,نون,ن
23,59,ون,كون,ن
23,60,ون,عون,ن
23,61,ون,قون,ن
23,62,ون,مون,ن
23,63,ون,لون,ن
23,64,ون,رون,ن
23,65,ون,رون,ن
23,66,ون,صون,ن
23,67,ون,رون,ن
23,68,ين,لين,ن
23,69,ون,رون,ن
23,70,ون,هون,ن
23,71,ون,ضون,ن
23,72,ين,قين,ن
23,73,يم,قيم,م
23,74,ون,بون,ن
23,75,ون,هون,ن
23,76,ون,عون,ن
23,77,ون,سون,ن
23,78,ون,رون,ن
23,79,ون,رون,ن
23,80,ون,لون,ن
23,81,ون,لون,ن
23,82,ون,ثون,ن
23,83,ين,لين,ن
23,84,ون,مون,ن
23,85,ون,رون,ن
23,86,يم,ظيم,م
23,87,ون,قون,ن
23,88,ون,مون,ن
23,89,ون,رون,ن
23,90,ون,بون,ن
23,91,ون,فون,ن
23,92,ون,كون,ن
23,93,ون,دون,ن
23,94,ين,مين,ن
23,95,ون,رون,ن
23,96,ون,فون,ن
23,97,ين,طين,ن
23,98,ون,رون,ن
23,99,ون,عون,ن
23,100,ون,ثون,ن
23,101,ون,لون,ن
23,102,ون,حون,ن
23,103,ون,دون,ن
23,104,ون,حون,ن
23,105,ون,بون,ن
23,106,ين,لين,ن
23,107,ون,مون,ن
23,108,ون,مون,ن
23,109,ين,مين,ن
23,110,ون,كون,ن
23,111,ون,زون,ن
23,112,ين,نين,ن
23,113,ين,دين,ن
23,114,ون,مون,ن
23,115,ون,عون,ن
23,116,يم,ريم,م
23,117,ون,رون,ن
23,118,ين,مين,ن
24,1,ون,رون,ن
24,2,ين,نين,ن
24,3,ين,نين,ن
24,4,ون,قون,ن
24,5,يم,حيم,م
24,6,ين,قين,ن
24,7,ين,بين,ن
24,8,ين,بين,ن
24,9,ين,قين,ن
24,10,يم,كيم,م
24,11,يم,ظيم,م
24,12,ين,بين,ن
24,13,ون,بون,ن
24,14,يم,ظيم,م
24,15,يم,ظيم,م
24,16,يم,ظيم,م
24,17,ين,نين,ن
24,18,يم,كيم,م
24,19,ون,مون,ن
24,20,يم,حيم,م
24,21,يم,ليم,م
24,22,يم,حيم,م
24,23,يم,ظيم,م
24,24,ون,لون,ن
24,25,ين,بين,ن
24,26,يم,ريم,م
24,27,ون,رون,ن
24,28,يم,ليم,م
24,29,ون,مون,ن
24,30,ون,عون,ن
24,31,ون,حون,ن
24,32,يم,ليم,م
24,33,يم,حيم,م
24,34,ين,قين,ن
24,35,يم,ليم,م
24,36,ال,صال,ل
24,37,صر,بصر,ر
24,38,اب,ساب,ب
24,39,اب,ساب,ب
24,40,ور,نور,ر
24,41,ون,لون,ن
24,42,ير,صير,ر
24,43,صر,بصر,ر
24,44,صر,بصر,ر
24,45,ير,دير,ر
24,46,يم,قيم,م
24,47,ين,نين,ن
24,48,ون,ضون,ن
24,49,ين,نين,ن
24,50,ون,مون,ن
24,51,ون,حون,ن
24,52,ون,زون,ن
24,53,ون,لون,ن
24,54,ين,بين,ن
24,55,ون,قون,ن
24,56,ون,مون,ن
24,57,ير,صير,ر
24,58,يم,كيم,م
24,59,يم,كيم,م
24,60,يم,ليم,م
24,61,ون,لون,ن
24,62,يم,حيم,م
24,63,يم,ليم,م
24,64,يم,ليم,م
25,1,را,يرا,ا
25,2,را,يرا,ا
25,3,را,ورا,ا
25,4,را,ورا,ا
25,5,لا,يلا,ا
25,6,ما,يما,ا
25,7,را,يرا,ا
25,8,را,ورا,ا
25,9,لا,يلا,ا
25,10,را,ورا,ا
25,11,را,يرا,ا
25,12,را,يرا,ا
25,13,را,ورا,ا
25,14,را,يرا,ا
25,15,را,يرا,ا
25,16,لا,ولا,ا
25,17,يل,بيل,ل
25,18,را,ورا,ا
25,19,را,يرا,ا
25,20,را,يرا,ا
25,21,را,يرا,ا
25,22,را,ورا,ا
25,23,را,ورا,ا
25,24,لا,يلا,ا
25,25,لا,يلا,ا
25,26,را,يرا,ا
25,27,لا,يلا,ا
25,28,لا,يلا,ا
25,29,لا,ولا,ا
25,30,را,ورا,ا
25,31,را,يرا,ا
25,32,لا,يلا,ا
25,33,را,يرا,ا
25,34,لا,يلا,ا
25,35,را,يرا,ا
25,36,را,يرا,ا
25,37,ما,يما,ا
25,38,را,يرا,ا
25,39,را,يرا,ا
25,40,را,ورا,ا
25,41,لا,ولا,ا
25,42,لا,يلا,ا
25,43,لا,يلا,ا
25,44,لا,يلا,ا
25,45,لا,يلا,ا
25,46,را,يرا,ا
25,47,را,ورا,ا
25,48,را,ورا,ا
25,49,را,يرا,ا
25,50,را,ورا,ا
25,51,را,يرا,ا
25,52,را,يرا,ا
25,53,را,ورا,ا
25,54,را,يرا,ا
25,55,را,يرا,ا
25,56,را,يرا,ا
25,57,لا,يلا,ا
25,58,را,يرا,ا
25,59,را,يرا,ا
25,60,را,ورا,ا
25,61,را,يرا,ا
25,62,را,ورا,ا
25,63,ما,لما,ا
25,64,ما,يما,ا
25,65,ما,اما,ا
25,66,ما,اما,ا
25,67,ما,اما,ا
25,68,ما,اما,ا
25,69,نا,انا,ا
25,70,ما,يما,ا
25,71,با,ابا,ا
25,72,ما,اما,ا
25,73,نا,انا,ا
25,74,ما,اما,ا
25,75,ما,لما,ا
25,76,ما,اما,ا
25,77,ما,اما,ا
26,1,سم,طسم,م
26,2,ين,بين,ن
26,3,ين,نين,ن
26,4,ين,عين,ن
26,5,ين,ضين,ن
26,6,ون,ءون,ن
26,7,يم,ريم,م
26,8,ين,نين,ن
26,9,يم,حيم,م
26,10,ين,مين,ن
26,11,ون,قون,ن
26,12,ون,بون,ن
26,13,ون,رون,ن
26,14,ون,لون,ن
26,15,ون,عون,ن
26,16,ين,مين,ن
26,17,يل,ءيل,ل
26,18,ين,نين,ن
26,19,ين,رين,ن
26,20,ين,لين,ن
26,21,ين,لين,ن
26,22,يل,ءيل,ل
26,23,ين,مين,ن
26,24,ين,نين,ن
26,25,ون,عون,ن
26,26,ين,لين,ن
26,27,ون,نون,ن
26,28,ون,لون,ن
26,29,ين,نين,ن
26,30,ين,بين,ن
26,31,ين,قين,ن
26,32,ين,بين,ن
26,33,ين,رين,ن
26,34,يم,ليم,م
26,35,ون,رون,ن
26,36,ين,رين,ن
26,37,يم,ليم,م
26,38,وم,لوم,م
26,39,ون,عون,ن
26,40,ين,بين,ن
26,41,ين,بين,ن
26,42,ين,بين,ن
26,43,ون,قون,ن
26,44,ون,بون,ن
26,45,ون,كون,ن
26,46,ين,دين,ن
26,47,ين,مين,ن
26,48,ون,رون,ن
26,49,ين,عين,ن
26,50,ون,بون,ن
26,51,ين,نين,ن
26,52,ون,عون,ن
26,53,ين,رين,ن
26,54,ون,لون,ن
26,55,ون,ظون,ن
26,56,ون,رون,ن
26,57,ون,يون,ن
26,58,يم,ريم,م
26,59,يل,ءيل,ل
26,60,ين,قين,ن
26,61,ون,كون,ن
26,62,ين,دين,ن
26,63,يم,ظيم,م
26,64,ين,رين,ن
26,65,ين,عين,ن
26,66,ين,رين,ن
26,67,ين,نين,ن
26,68,يم,حيم,م
26,69,يم,هيم,م
26,70,ون,دون,ن
26,71,ين,فين,ن
26,72,ون,عون,ن
26,73,ون,رون,ن
26,74,ون,لون,ن
26,75,ون,دون,ن
26,76,ون,مون,ن
26,77,ين,مين,ن
26,78,ين,دين,ن
26,79,ين,قين,ن
26,80,ين,فين,ن
26,81,ين,يين,ن
26,82,ين,دين,ن
26,83,ين,حين,ن
26,84,ين,رين,ن
26,85,يم,عيم,م
26,86,ين,لين,ن
26,87,ون,ثون,ن
26,88,ون,نون,ن
26,89,يم,ليم,م
26,90,ين,قين,ن
26,91,ين,وين,ن
26,92,ون,دون,ن
26,93,ون,رون,ن
26,94,ون,اون,ن
26,95,ون,عون,ن
26,96,ون,مون,ن
26,97,ين,بين,ن
26,98,ين,مين,ن
26,99,ون,مون,ن
26,100,ين,عين,ن
26,101,يم,ميم,م
26,102,ين,نين,ن
26,103,ين,نين,ن
26,104,يم,حيم,م
26,105,ين,لين,ن
26,106,ون,قون,ن
26,107,ين,مين,ن
26,108,ون,عون,ن
26,109,ين,مين,ن
26,110,ون,عون,ن
26,111,ون,لون,ن
26,112,ون,لون,ن
26,113,ون,رون,ن
26,114,ين,نين,ن
26,115,ين,بين,ن
26,116,ين,مين,ن
26,117,ون,بون,ن
26,118,ين,نين,ن
26,119,ون,حون,ن
26,120,ين,قين,ن
26,121,ين,نين,ن
26,122,يم,حيم,م
26,123,ين,لين,ن
26,124,ون,قون,ن
26,125,ين,مين,ن
26,126,ون,عون,ن
26,127,ين,مين,ن
26,128,ون,ثون,ن
26,129,ون,دون,ن
26,130,ين,رين,ن
26,131,ون,عون,ن
26,132,ون,مون,ن
26,133,ين,نين,ن
26,134,ون,يون,ن
26,135,يم,ظيم,م
26,136,ين,ظين,ن
26,137,ين,لين,ن
26,138,ين,بين,ن
26,139,ين,نين,ن
26,140,يم,حيم,م
26,141,ين,لين,ن
26,142,ون,قون,ن
26,143,ين,مين,ن
26,144,ون,عون,ن
26,145,ين,مين,ن
26,146,ين,نين,ن
26,147,ون,يون,ن
26,148,يم,ضيم,م
26,149,ين,هين,ن
26,150,ون,عون,ن
26,151,ين,فين,ن
26,152,ون,حون,ن
26,153,ين,رين,ن
26,154,ين,قين,ن
26,155,وم,لوم,م
26,156,يم,ظيم,م
26,157,ين,مين,ن
26,158,ين,نين,ن
26,159,يم,حيم,م
26,160,ين,لين,ن
26,161,ون,قون,ن
26,162,ين,مين,ن
26,163,ون,عون,ن
26,164,ين,مين,ن
26,165,ين,مين,ن
26,166,ون,دون,ن
26,167,ين,جين,ن
26,168,ين,لين,ن
26,169,ون,لون,ن
26,170,ين,عين,ن
26,171,ين,رين,ن
26,172,ين,رين,ن
26,173,ين,رين,ن
26,174,ين,نين,ن
26,175,يم,حيم,م
26,176,ين,لين,ن
26,177,ون,قون,ن
26,178,ين,مين,ن
26,179,ون,عون,ن
26,180,ين,مين,ن
26,181,ين,رين,ن
26,182,يم,قيم,م
26,183,ين,دين,ن
26,184,ين,لين,ن
26,185,ين,رين,ن
26,186,ين,بين,ن
26,187,ين,قين,ن
26,188,ون,لون,ن
26,189,يم,ظيم,م
26,190,ين,نين,ن
26,191,يم,حيم,م
26,192,ين,مين,ن
26,193,ين,مين,ن
26,194,ين,رين,ن
26,195,ين,بين,ن
26,196,ين,لين,ن
26,197,يل,ءيل,ل
26,198,ين,مين,ن
26,199,ين,نين,ن
26,200,ين,مين,ن
26,201,يم,ليم,م
26,202,ون,رون,ن
26,203,ون,رون,ن
26,204,ون,لون,ن
26,205,ين,نين,ن
26,206,ون,دون,ن
26,207,ون,عون,ن
26,208,ون,رون,ن
26,209,ين,مين,ن
26,210,ين,طين,ن
26,211,ون,عون,ن
26,212,ون,لون,ن
26,213,ين,بين,ن
26,214,ين,بين,ن
26,215,ين,نين,ن
26,216,ون,لون,ن
26,217,يم,حيم,م
26,218,وم,قوم,م
26,219,ين,دين,ن
26,220,يم,ليم,م
26,221,ين,طين,ن
26,222,يم,ثيم,م
26,223,ون,بون,ن
26,224,ون,اون,ن
26,225,ون,مون,ن
26,226,ون,لون,ن
26,227,ون,بون,ن
27,1,ين,بين,ن
27,2,ين,نين,ن
27,3,ون,نون,ن
27,4,ون,هون,ن
27,5,ون,رون,ن
27,6,يم,ليم,م
27,7,ون,لون,ن
27,8,ين,مين,ن
27,9,يم,كيم,م
27,10,ون,لون,ن
