perm_index,abs_tau,signed_tau,adj_matches
4867,0.088030,-0.088030,4
4868,0.021891,-0.021891,3
4869,0.044248,-0.044248,1
4870,0.032138,-0.032138,1
4871,0.034932,0.034932,2
4872,0.047353,0.047353,2
4873,0.023444,-0.023444,4
4874,0.001397,-0.001397,0
4875,0.138643,0.138643,2
4876,0.115355,-0.115355,0
4877,0.029343,-0.029343,1
4878,0.142680,-0.142680,2
4879,0.023444,-0.023444,2
4880,0.003260,0.003260,3
4881,0.098587,0.098587,2
4882,0.061947,-0.061947,4
4883,0.021580,0.021580,2
4884,0.013818,-0.013818,2
4885,0.008229,0.008229,0
4886,0.080267,-0.080267,0
4887,0.013507,-0.013507,3
4888,0.018475,0.018475,1
4889,0.142369,-0.142369,3
4890,0.073436,-0.073436,1
4891,0.001087,-0.001087,1
4892,0.018786,0.018786,2
4893,0.028101,-0.028101,2
4894,0.038348,-0.038348,0
4895,0.045800,0.045800,1
4896,0.083683,-0.083683,0
4897,0.000776,0.000776,1
4898,0.034311,0.034311,5
4899,0.078093,0.078093,5
4900,0.116597,0.116597,4
4901,0.082751,0.082751,1
4902,0.117218,0.117218,2
4903,0.080578,0.080578,2
4904,0.007608,0.007608,2
4905,0.065363,0.065363,3
4906,0.062257,-0.062257,2
4907,0.017854,0.017854,1
4908,0.006676,0.006676,3
4909,0.026549,0.026549,4
4910,0.041453,0.041453,0
4911,0.069399,-0.069399,3
4912,0.052632,0.052632,4
4913,0.052011,0.052011,4
4914,0.049216,-0.049216,3
4915,0.043627,0.043627,3
4916,0.005123,-0.005123,3
4917,0.010402,0.010402,1
4918,0.100140,-0.100140,3
4919,0.016923,-0.016923,2
4920,0.004192,-0.004192,4
4921,0.074057,0.074057,2
4922,0.100761,-0.100761,2
4923,0.043937,0.043937,4
4924,0.024065,0.024065,1
4925,0.075920,-0.075920,4
4926,0.036175,0.036175,3
4927,0.050769,0.050769,2
4928,0.044869,-0.044869,1
4929,0.058842,0.058842,1
4930,0.035864,-0.035864,1
4931,0.088651,-0.088651,1
4932,0.096103,-0.096103,4
4933,0.056358,-0.056358,3
4934,0.019717,-0.019717,2
4935,0.002018,-0.002018,2
4936,0.010092,0.010092,3
4937,0.021580,0.021580,4
4938,0.089582,0.089582,2
4939,0.054805,0.054805,0
4940,0.124670,0.124670,1
4941,0.006365,0.006365,3
4942,0.130259,-0.130259,3
4943,0.004192,-0.004192,1
4944,0.155100,-0.155100,0
4945,0.140196,-0.140196,1
4946,0.038348,0.038348,5
4947,0.086788,-0.086788,1
4948,0.025617,0.025617,0
4949,0.075299,-0.075299,1
4950,0.047663,-0.047663,2
4951,0.018165,0.018165,1
4952,0.081820,-0.081820,2
4953,0.138333,0.138333,5
4954,0.086167,-0.086167,1
4955,0.031517,0.031517,2
4956,0.002639,-0.002639,2
4957,0.006986,-0.006986,2
4958,0.134917,0.134917,2
4959,0.047353,0.047353,3
4960,0.014439,0.014439,4
4961,0.009160,-0.009160,6
4962,0.107281,0.107281,2
4963,0.017544,0.017544,5
4964,0.100761,0.100761,3
4965,0.006676,-0.006676,3
4966,0.010713,0.010713,2
4967,0.006365,0.006365,3
4968,0.002950,-0.002950,1
4969,0.054184,0.054184,0
4970,0.022512,-0.022512,3
4971,0.039280,0.039280,5
4972,0.107281,0.107281,2
4973,0.001397,0.001397,0
4974,0.036485,-0.036485,1
4975,0.091756,0.091756,1
4976,0.074367,-0.074367,1
4977,0.002639,0.002639,2
4978,0.099519,0.099519,0
4979,0.033069,0.033069,3
4980,0.061015,0.061015,3
4981,0.006676,-0.006676,4
4982,0.040832,0.040832,1
4983,0.029343,-0.029343,5
4984,0.004813,-0.004813,1
4985,0.055426,-0.055426,3
4986,0.036175,0.036175,3
4987,0.086477,-0.086477,4
4988,0.055426,-0.055426,2
4989,0.038659,0.038659,0
4990,0.018786,0.018786,2
4991,0.064120,-0.064120,0
4992,0.099208,-0.099208,2
4993,0.050147,0.050147,3
4994,0.043316,0.043316,2
4995,0.041143,0.041143,3
4996,0.042074,0.042074,1
4997,0.035864,0.035864,2
4998,0.062568,0.062568,0
4999,0.012886,-0.012886,6
5000,0.104797,-0.104797,1
5001,0.111939,0.111939,5
5002,0.084304,-0.084304,2
5003,0.012576,-0.012576,4
5004,0.010092,-0.010092,1
5005,0.054184,-0.054184,1
5006,0.029964,-0.029964,2
5007,0.035243,-0.035243,2
5008,0.018786,0.018786,2
5009,0.055737,0.055737,0
5010,0.106039,0.106039,4
5011,0.070331,0.070331,1
5012,0.029654,-0.029654,2
5013,0.026549,0.026549,2
5014,0.022512,0.022512,1
5015,0.036796,-0.036796,4
5016,0.006055,-0.006055,4
5017,0.044248,-0.044248,6
5018,0.140196,0.140196,7
5019,0.001087,-0.001087,3
5020,0.097656,0.097656,2
5021,0.023133,-0.023133,1
5022,0.100140,0.100140,3
5023,0.001397,-0.001397,2
5024,0.051079,-0.051079,1
5025,0.014439,0.014439,1
5026,0.088030,-0.088030,2
5027,0.014128,0.014128,3
5028,0.007297,-0.007297,0
5029,0.015060,0.015060,1
5030,0.014128,0.014128,3
5031,0.005123,0.005123,1
5032,0.002639,-0.002639,0
5033,0.074057,0.074057,1
5034,0.028412,-0.028412,1
5035,0.011023,0.011023,2
5036,0.105108,0.105108,0
5037,0.002639,-0.002639,0
5038,0.011334,0.011334,1
5039,0.034001,0.034001,2
5040,0.147337,0.147337,2
5041,0.031517,-0.031517,3
5042,0.079646,-0.079646,3
5043,0.037106,-0.037106,2
5044,0.005434,0.005434,0
5045,0.037727,-0.037727,2
5046,0.016302,0.016302,1
5047,0.074367,-0.074367,0
5048,0.020649,-0.020649,2
5049,0.009471,-0.009471,3
5050,0.035553,0.035553,2
5051,0.002950,0.002950,1
5052,0.054495,0.054495,4
5053,0.056668,0.056668,3
5054,0.034622,-0.034622,0
5055,0.034001,0.034001,2
5056,0.038969,0.038969,2
5057,0.039280,0.039280,2
5058,0.127154,0.127154,3
5059,0.004813,0.004813,1
5060,0.108213,0.108213,0
5061,0.016612,-0.016612,1
5062,0.056668,0.056668,1
5063,0.011955,0.011955,4
5064,0.115044,-0.115044,6
5065,0.025307,0.025307,2
5066,0.019717,0.019717,1
5067,0.052011,-0.052011,3
5068,0.015370,-0.015370,2
5069,0.070641,-0.070641,0
5070,0.009471,0.009471,4
5071,0.054184,-0.054184,3
5072,0.037106,0.037106,2
5073,0.105108,-0.105108,1
5074,0.007918,-0.007918,2
5075,0.084925,0.084925,2
5076,0.067536,-0.067536,1
5077,0.001087,-0.001087,0
5078,0.062878,-0.062878,4
5079,0.038659,-0.038659,0
5080,0.100450,0.100450,2
5081,0.024996,0.024996,1
5082,0.009160,-0.009160,0
5083,0.024996,0.024996,1
5084,0.003260,0.003260,2
5085,0.014439,-0.014439,2
5086,0.079336,-0.079336,3
5087,0.015060,-0.015060,1
5088,0.033690,-0.033690,4
5089,0.009781,-0.009781,2
5090,0.086477,0.086477,0
5091,0.011955,0.011955,1
5092,0.092998,0.092998,2
5093,0.091445,0.091445,2
5094,0.024065,0.024065,4
5095,0.029343,-0.029343,1
5096,0.019096,0.019096,0
5097,0.014749,0.014749,1
5098,0.065984,-0.065984,3
5099,0.052632,0.052632,1
5100,0.019717,-0.019717,0
5101,0.052632,-0.052632,2
5102,0.027170,0.027170,3
5103,0.043316,0.043316,2
5104,0.011955,-0.011955,3
5105,0.001708,0.001708,1
5106,0.003571,-0.003571,2
5107,0.106971,-0.106971,4
5108,0.021891,-0.021891,2
5109,0.061947,0.061947,3
5110,0.006365,0.006365,1
5111,0.028722,-0.028722,2
5112,0.049837,0.049837,1
5113,0.070020,0.070020,2
5114,0.034622,0.034622,1
5115,0.016923,0.016923,1
5116,0.044558,-0.044558,2
5117,0.107281,0.107281,1
5118,0.121565,0.121565,4
5119,0.145785,0.145785,2
5120,0.078404,0.078404,3
5121,0.140196,-0.140196,2
5122,0.013818,0.013818,0
5123,0.089272,-0.089272,5
5124,0.138643,-0.138643,2
5125,0.007608,-0.007608,5
5126,0.062568,0.062568,2
5127,0.045490,0.045490,3
5128,0.032759,0.032759,2
5129,0.036175,-0.036175,2
5130,0.101692,-0.101692,1
5131,0.060394,-0.060394,2
5132,0.028722,-0.028722,3
5133,0.047353,-0.047353,2
5134,0.014439,-0.014439,2
5135,0.058531,-0.058531,0
5136,0.082751,0.082751,1
5137,0.033690,0.033690,1
5138,0.028412,-0.028412,2
5139,0.070952,0.070952,2
5140,0.088030,-0.088030,3
5141,0.027480,-0.027480,5
5142,0.002950,0.002950,3
5143,0.011644,0.011644,2
5144,0.079336,-0.079336,2
5145,0.070331,0.070331,3
5146,0.077783,0.077783,1
5147,0.100140,-0.100140,1
5148,0.097966,-0.097966,6
5149,0.044558,-0.044558,2
5150,0.037727,0.037727,1
5151,0.067226,0.067226,3
5152,0.011955,-0.011955,1
5153,0.006676,-0.006676,2
5154,0.028722,-0.028722,2
5155,0.018165,0.018165,2
5156,0.070020,-0.070020,1
5157,0.011955,0.011955,0
5158,0.028722,-0.028722,4
5159,0.067847,-0.067847,2
5160,0.048595,0.048595,0
5161,0.029654,-0.029654,1
5162,0.020028,-0.020028,3
5163,0.028101,-0.028101,4
5164,0.070020,0.070020,1
5165,0.051390,-0.051390,4
5166,0.014128,-0.014128,1
5167,0.091756,0.091756,1
5168,0.018165,0.018165,0
5169,0.055737,-0.055737,1
5170,0.042385,-0.042385,1
5171,0.098898,0.098898,5
5172,0.091756,0.091756,1
5173,0.097345,0.097345,4
5174,0.050458,-0.050458,3
5175,0.018786,0.018786,4
5176,0.016302,-0.016302,2
5177,0.070952,0.070952,3
5178,0.032759,0.032759,3
5179,0.034932,0.034932,2
5180,0.001708,-0.001708,2
5181,0.049526,0.049526,5
5182,0.133675,-0.133675,4
5183,0.062257,0.062257,1
5184,0.017544,0.017544,2
5185,0.065984,0.065984,3
5186,0.115355,0.115355,0
5187,0.107902,-0.107902,4
5188,0.047974,-0.047974,1
5189,0.049216,-0.049216,3
5190,0.137712,-0.137712,1
5191,0.001397,-0.001397,1
5192,0.111939,0.111939,0
5193,0.083993,0.083993,1
5194,0.146716,-0.146716,3
5195,0.083683,0.083683,1
5196,0.001397,0.001397,6
5197,0.044558,0.044558,1
5198,0.001708,0.001708,1
5199,0.024686,0.024686,3
5200,0.084925,0.084925,2
5201,0.063189,0.063189,3
5202,0.000155,-0.000155,1
5203,0.085235,-0.085235,0
5204,0.019096,0.019096,1
5205,0.162242,0.162242,3
5206,0.050147,0.050147,4
5207,0.092687,-0.092687,0
5208,0.076230,0.076230,3
5209,0.085235,0.085235,2
5210,0.157895,0.157895,2
5211,0.038038,0.038038,1
5212,0.078093,-0.078093,2
5213,0.056979,-0.056979,0
5214,0.061947,0.061947,3
5215,0.041453,0.041453,5
5216,0.105108,-0.105108,4
5217,0.033069,-0.033069,4
5218,0.043006,0.043006,3
5219,0.073746,-0.073746,4
5220,0.015370,0.015370,1
5221,0.002950,0.002950,1
5222,0.135848,0.135848,3
5223,0.008229,-0.008229,0
5224,0.121565,0.121565,0
5225,0.066915,0.066915,1
5226,0.033690,-0.033690,0
5227,0.056047,0.056047,4
5228,0.055426,0.055426,4
5229,0.145164,0.145164,3
5230,0.017544,-0.017544,2
5231,0.066915,0.066915,4
5232,0.009471,0.009471,0
5233,0.121254,-0.121254,2
5234,0.060705,0.060705,2
5235,0.148269,0.148269,4
5236,0.001087,0.001087,1
5237,0.074057,-0.074057,2
5238,0.072194,0.072194,3
5239,0.085546,0.085546,2
5240,0.057600,-0.057600,4
5241,0.051079,-0.051079,2
5242,0.057289,0.057289,2
5243,0.014749,0.014749,0
5244,0.005434,-0.005434,1
5245,0.028101,0.028101,2
5246,0.057600,-0.057600,2
5247,0.044248,-0.044248,0
5248,0.023133,-0.023133,4
5249,0.047353,0.047353,1
5250,0.054184,-0.054184,3
5251,0.012886,0.012886,1
5252,0.056979,0.056979,4
5253,0.101071,-0.101071,4
5254,0.110697,0.110697,1
5255,0.026859,0.026859,6
5256,0.044248,-0.044248,4
5257,0.046421,0.046421,2
5258,0.015370,-0.015370,0
5259,0.022512,-0.022512,2
5260,0.069710,0.069710,2
5261,0.070952,-0.070952,0
5262,0.031206,0.031206,0
5263,0.019096,-0.019096,3
5264,0.041764,-0.041764,2
5265,0.057910,0.057910,1
5266,0.079336,0.079336,1
5267,0.041764,-0.041764,2
5268,0.030275,0.030275,4
5269,0.028101,0.028101,3
5270,0.028722,0.028722,2
5271,0.025928,-0.025928,2
5272,0.122497,-0.122497,2
5273,0.043627,-0.043627,4
5274,0.048905,0.048905,3
5275,0.035243,-0.035243,0
5276,0.027480,0.027480,0
5277,0.001708,-0.001708,0
5278,0.004192,-0.004192,4
5279,0.019407,-0.019407,3
5280,0.033690,-0.033690,1
5281,0.082441,-0.082441,2
5282,0.083993,-0.083993,4
5283,0.043937,0.043937,1
5284,0.038969,0.038969,0
5285,0.034001,0.034001,3
5286,0.023133,-0.023133,1
5287,0.073746,-0.073746,0
5288,0.027170,0.027170,0
5289,0.031206,0.031206,2
5290,0.077783,-0.077783,0
5291,0.067226,0.067226,1
5292,0.044869,0.044869,1
5293,0.006055,0.006055,1
5294,0.092687,-0.092687,0
5295,0.008539,-0.008539,0
5296,0.011334,-0.011334,1
5297,0.032138,-0.032138,2
5298,0.110387,0.110387,4
5299,0.053874,0.053874,2
5300,0.037106,-0.037106,1
5301,0.006986,0.006986,2
5302,0.106039,0.106039,1
5303,0.032759,-0.032759,1
5304,0.006055,-0.006055,0
5305,0.011955,-0.011955,3
5306,0.061947,-0.061947,1
5307,0.005123,-0.005123,4
5308,0.004502,-0.004502,2
5309,0.057289,-0.057289,1
5310,0.057600,0.057600,0
5311,0.009781,0.009781,2
5312,0.126533,-0.126533,1
5313,0.033069,0.033069,7
5314,0.068157,-0.068157,2
5315,0.113492,-0.113492,2
5316,0.042385,0.042385,0
5317,0.151995,-0.151995,4
5318,0.037417,0.037417,1
5319,0.055116,0.055116,2
5320,0.061015,-0.061015,0
5321,0.111629,0.111629,2
5322,0.020649,-0.020649,4
5323,0.086477,-0.086477,2
5324,0.012265,0.012265,2
5325,0.021580,-0.021580,2
5326,0.012576,-0.012576,1
5327,0.121875,0.121875,1
5328,0.013197,0.013197,2
5329,0.087098,0.087098,1
5330,0.069089,0.069089,0
5331,0.124049,-0.124049,2
5332,0.013197,-0.013197,3
5333,0.017544,0.017544,1
5334,0.097966,-0.097966,0
5335,0.029654,0.029654,3
5336,0.005123,-0.005123,1
5337,0.086788,-0.086788,2
5338,0.020338,-0.020338,0
5339,0.044248,-0.044248,6
5340,0.057289,-0.057289,1
5341,0.146716,0.146716,3
5342,0.091445,0.091445,4
5343,0.115355,0.115355,4
5344,0.080578,-0.080578,3
5345,0.025307,-0.025307,3
5346,0.135538,0.135538,3
5347,0.019407,0.019407,1
5348,0.045179,-0.045179,2
5349,0.011955,-0.011955,4
5350,0.025928,-0.025928,3
5351,0.041764,-0.041764,0
5352,0.002329,-0.002329,3
5353,0.050147,-0.050147,1
5354,0.011955,-0.011955,2
5355,0.013197,-0.013197,3
5356,0.005123,-0.005123,2
5357,0.040211,0.040211,1
5358,0.000466,-0.000466,2
5359,0.008539,0.008539,2
5360,0.024996,0.024996,4
5361,0.060394,0.060394,2
5362,0.012576,0.012576,2
5363,0.063499,0.063499,0
5364,0.096103,-0.096103,0
5365,0.021580,0.021580,3
5366,0.013818,0.013818,4
5367,0.104797,-0.104797,2
5368,0.059152,0.059152,0
5369,0.068468,0.068468,2
5370,0.020959,-0.020959,1
5371,0.015991,0.015991,4
5372,0.023133,-0.023133,3
5373,0.051390,0.051390,0
5374,0.064120,-0.064120,0
5375,0.000155,-0.000155,0
5376,0.016302,0.016302,3
5377,0.002329,0.002329,0
5378,0.001397,0.001397,3
5379,0.030896,0.030896,3
5380,0.010713,0.010713,6
5381,0.086477,0.086477,2
5382,0.061636,0.061636,1
5383,0.013507,-0.013507,0
5384,0.038969,0.038969,1
5385,0.072815,0.072815,4
5386,0.023444,0.023444,1
5387,0.053563,0.053563,4
5388,0.072194,-0.072194,1
5389,0.006055,0.006055,2
5390,0.066915,0.066915,3
5391,0.014749,-0.014749,3
5392,0.008229,0.008229,4
5393,0.051700,-0.051700,0
5394,0.086167,-0.086167,3
5395,0.026549,0.026549,1
5396,0.052321,0.052321,6
5397,0.108834,-0.108834,2
5398,0.019407,-0.019407,1
5399,0.055426,-0.055426,4
5400,0.010402,0.010402,1
5401,0.042385,0.042385,0
5402,0.072504,-0.072504,1
5403,0.075299,0.075299,0
5404,0.020959,0.020959,2
5405,0.016923,0.016923,5
5406,0.060084,0.060084,1
5407,0.056668,0.056668,1
5408,0.059463,-0.059463,1
5409,0.004192,-0.004192,2
5410,0.010713,0.010713,2
5411,0.012265,-0.012265,5
5412,0.048905,-0.048905,4
5413,0.006986,-0.006986,2
5414,0.079336,-0.079336,3
5415,0.040211,-0.040211,2
5416,0.069089,0.069089,1
5417,0.043006,0.043006,4
5418,0.018786,-0.018786,0
5419,0.133675,0.133675,4
5420,0.009471,-0.009471,1
5421,0.040211,-0.040211,2
5422,0.000466,-0.000466,1
5423,0.038969,0.038969,0
5424,0.044248,-0.044248,0
5425,0.025928,0.025928,3
5426,0.082751,-0.082751,1
5427,0.025928,-0.025928,1
5428,0.002329,0.002329,1
5429,0.008850,0.008850,2
5430,0.191740,-0.191740,3
5431,0.024065,0.024065,0
5432,0.036796,-0.036796,3
5433,0.044248,0.044248,2
5434,0.009781,0.009781,1
5435,0.010713,-0.010713,2
5436,0.065052,-0.065052,0
5437,0.010402,0.010402,4
5438,0.098587,0.098587,4
5439,0.063810,-0.063810,3
5440,0.040522,-0.040522,1
5441,0.068468,-0.068468,5
5442,0.109145,0.109145,6
5443,0.037727,0.037727,3
5444,0.108524,-0.108524,2
5445,0.081199,-0.081199,2
5446,0.027170,0.027170,3
5447,0.064431,0.064431,2
5448,0.029033,0.029033,1
5449,0.035864,0.035864,0
5450,0.038969,-0.038969,1
5451,0.110697,0.110697,3
5452,0.046732,0.046732,5
5453,0.005744,0.005744,3
5454,0.076541,0.076541,3
5455,0.091135,-0.091135,1
5456,0.009160,0.009160,2
5457,0.113492,0.113492,0
5458,0.142059,-0.142059,3
5459,0.043316,0.043316,3
5460,0.088030,0.088030,5
5461,0.016302,0.016302,0
5462,0.064431,-0.064431,1
5463,0.166900,-0.166900,1
5464,0.049526,0.049526,0
5465,0.054495,-0.054495,2
5466,0.024375,0.024375,3
5467,0.094861,0.094861,0
5468,0.086167,-0.086167,1
5469,0.092066,-0.092066,1
5470,0.037727,-0.037727,4
5471,0.065984,0.065984,1
5472,0.074988,0.074988,2
5473,0.016923,0.016923,4
5474,0.003881,0.003881,2
5475,0.043316,-0.043316,0
5476,0.074678,-0.074678,3
5477,0.018165,-0.018165,2
5478,0.041143,0.041143,1
5479,0.067536,0.067536,0
5480,0.003260,0.003260,2
5481,0.086167,0.086167,1
5482,0.051700,-0.051700,2
5483,0.016612,-0.016612,3
5484,0.052011,-0.052011,0
5485,0.036796,-0.036796,5
5486,0.094551,-0.094551,1
5487,0.115665,-0.115665,2
5488,0.109145,0.109145,1
5489,0.079025,0.079025,2
5490,0.064431,0.064431,2
5491,0.060394,-0.060394,0
5492,0.133054,-0.133054,0
5493,0.032759,-0.032759,0
5494,0.065673,-0.065673,2
5495,0.004192,-0.004192,3
5496,0.002329,-0.002329,2
5497,0.013507,0.013507,2
5498,0.007608,0.007608,1
5499,0.041764,-0.041764,2
5500,0.056358,0.056358,2
5501,0.043006,-0.043006,1
5502,0.047042,-0.047042,0
5503,0.042074,0.042074,2
5504,0.124360,0.124360,3
5505,0.085546,-0.085546,2
5506,0.052011,0.052011,2
5507,0.034001,-0.034001,3
5508,0.010092,-0.010092,0
5509,0.039280,-0.039280,1
5510,0.142680,-0.142680,3
5511,0.021270,-0.021270,2
5512,0.018165,0.018165,3
5513,0.008539,-0.008539,1
5514,0.024375,-0.024375,0
5515,0.014128,0.014128,5
5516,0.082751,0.082751,2
5517,0.065363,-0.065363,2
5518,0.126223,-0.126223,2
5519,0.088651,0.088651,2
5520,0.026549,-0.026549,3
5521,0.010402,-0.010402,4
5522,0.006365,-0.006365,2
5523,0.012576,-0.012576,3
5524,0.019096,0.019096,3
5525,0.028722,0.028722,3
5526,0.060705,0.060705,0
5527,0.098898,-0.098898,3
5528,0.048905,0.048905,2
5529,0.034311,0.034311,3
5530,0.053563,0.053563,2
5531,0.138022,-0.138022,0
5532,0.063189,-0.063189,1
5533,0.086167,0.086167,1
5534,0.017233,-0.017233,1
5535,0.046111,-0.046111,1
5536,0.053563,-0.053563,2
5537,0.030275,-0.030275,1
5538,0.096103,0.096103,3
5539,0.041764,-0.041764,4
5540,0.018475,0.018475,2
5541,0.053563,-0.053563,0
5542,0.071262,-0.071262,4
5543,0.086477,-0.086477,0
5544,0.106039,0.106039,2
5545,0.026549,-0.026549,1
5546,0.036175,-0.036175,3
5547,0.070020,0.070020,2
5548,0.126533,-0.126533,1
5549,0.111318,0.111318,6
5550,0.018165,-0.018165,0
5551,0.029964,0.029964,0
5552,0.054184,-0.054184,0
5553,0.038659,0.038659,3
5554,0.006365,-0.006365,0
5555,0.062878,-0.062878,2
5556,0.085546,0.085546,0
5557,0.129328,-0.129328,4
5558,0.097656,0.097656,1
5559,0.086788,-0.086788,1
5560,0.011023,0.011023,4
5561,0.070331,0.070331,1
5562,0.088961,-0.088961,3
5563,0.027791,0.027791,2
5564,0.129638,0.129638,3
5565,0.056358,0.056358,1
5566,0.069399,-0.069399,1
5567,0.054184,0.054184,2
5568,0.043627,0.043627,2
5569,0.011023,-0.011023,0
5570,0.046421,-0.046421,2
5571,0.011023,-0.011023,1
5572,0.025617,-0.025617,3
5573,0.066605,-0.066605,0
5574,0.007918,-0.007918,1
5575,0.059773,-0.059773,0
5576,0.028722,0.028722,3
5577,0.005123,-0.005123,5
5578,0.094240,-0.094240,1
5579,0.017544,0.017544,2
5580,0.004502,0.004502,4
5581,0.003571,0.003571,4
5582,0.036485,-0.036485,2
5583,0.024375,-0.024375,5
5584,0.050458,0.050458,2
5585,0.186151,-0.186151,2
5586,0.050147,-0.050147,5
5587,0.010402,0.010402,0
5588,0.013818,0.013818,0
5589,0.026549,0.026549,3
5590,0.069710,-0.069710,4
5591,0.011334,-0.011334,1
5592,0.018786,-0.018786,2
5593,0.066294,-0.066294,2
5594,0.086167,-0.086167,1
5595,0.071262,-0.071262,1
5596,0.071883,-0.071883,0
5597,0.006986,-0.006986,3
5598,0.066294,-0.066294,0
5599,0.005744,0.005744,0
5600,0.062568,-0.062568,3
5601,0.029343,-0.029343,2
5602,0.098277,-0.098277,1
5603,0.050147,-0.050147,2
5604,0.001087,-0.001087,3
5605,0.124670,-0.124670,1
5606,0.111939,-0.111939,1
5607,0.102624,0.102624,2
5608,0.014439,0.014439,5
5609,0.027170,-0.027170,4
5610,0.096103,-0.096103,1
5611,0.003260,0.003260,2
5612,0.069399,-0.069399,4
5613,0.034001,-0.034001,3
5614,0.015060,0.015060,1
5615,0.043627,0.043627,2
5616,0.001397,0.001397,3
5617,0.030585,-0.030585,3
5618,0.002950,-0.002950,3
5619,0.133364,0.133364,2
5620,0.103866,0.103866,4
5621,0.042074,0.042074,1
5622,0.006676,-0.006676,3
5623,0.007918,0.007918,2
5624,0.034622,0.034622,4
5625,0.003881,0.003881,1
5626,0.073746,0.073746,2
5627,0.009781,-0.009781,3
5628,0.052942,-0.052942,2
5629,0.006676,0.006676,5
5630,0.016923,0.016923,2
5631,0.062568,-0.062568,1
5632,0.035243,-0.035243,1
5633,0.002329,0.002329,0
5634,0.044869,0.044869,1
5635,0.107281,0.107281,0
5636,0.103866,-0.103866,2
5637,0.079957,-0.079957,2
5638,0.073125,0.073125,2
5639,0.034311,-0.034311,1
5640,0.032448,0.032448,0
5641,0.068778,-0.068778,3
5642,0.031517,0.031517,4
5643,0.112560,0.112560,1
5644,0.062878,0.062878,1
5645,0.121875,0.121875,3
5646,0.003260,0.003260,3
5647,0.030585,0.030585,2
5648,0.034622,0.034622,2
5649,0.046421,-0.046421,2
5650,0.029343,-0.029343,3
5651,0.059773,0.059773,2
5652,0.118770,0.118770,3
5653,0.028722,-0.028722,1
5654,0.079957,-0.079957,0
5655,0.013818,-0.013818,3
5656,0.073746,0.073746,2
5657,0.006365,0.006365,1
5658,0.053874,0.053874,1
5659,0.009160,-0.009160,1
5660,0.002018,-0.002018,2
5661,0.062257,0.062257,2
5662,0.039280,-0.039280,1
5663,0.089272,0.089272,3
5664,0.003260,0.003260,1
5665,0.037417,0.037417,4
5666,0.133675,-0.133675,2
5667,0.040522,-0.040522,1
5668,0.058221,-0.058221,3
5669,0.020028,0.020028,0
5670,0.133054,-0.133054,2
5671,0.103245,-0.103245,3
5672,0.029033,-0.029033,2
5673,0.005123,0.005123,3
5674,0.098898,-0.098898,1
5675,0.048284,-0.048284,3
5676,0.005434,-0.005434,1
5677,0.057910,0.057910,2
5678,0.084614,0.084614,6
5679,0.035864,0.035864,1
5680,0.076230,-0.076230,3
5681,0.023133,-0.023133,3
5682,0.137401,-0.137401,1
5683,0.063189,0.063189,3
5684,0.037417,-0.037417,2
5685,0.058531,-0.058531,2
5686,0.032448,-0.032448,2
5687,0.111629,-0.111629,2
5688,0.104176,-0.104176,2
5689,0.039901,-0.039901,1
5690,0.024996,-0.024996,2
5691,0.040522,0.040522,1
5692,0.067847,0.067847,2
5693,0.012265,0.012265,0
5694,0.027170,-0.027170,1
5695,0.004813,-0.004813,4
5696,0.161621,0.161621,2
5697,0.038659,-0.038659,1
5698,0.080578,0.080578,2
5699,0.006986,-0.006986,3
5700,0.043627,0.043627,1
5701,0.090824,-0.090824,3
5702,0.051700,0.051700,3
5703,0.029343,-0.029343,1
5704,0.031517,-0.031517,4
5705,0.111939,-0.111939,3
5706,0.013818,-0.013818,2
5707,0.017854,-0.017854,4
5708,0.011644,-0.011644,2
5709,0.042074,0.042074,0
5710,0.023444,0.023444,3
5711,0.043937,-0.043937,4
5712,0.111008,0.111008,1
5713,0.044248,-0.044248,2
5714,0.023133,-0.023133,0
5715,0.143301,0.143301,2
5716,0.007608,0.007608,3
5717,0.017544,-0.017544,2
5718,0.074988,0.074988,3
5719,0.045800,0.045800,6
5720,0.131191,0.131191,3
5721,0.065052,-0.065052,3
5722,0.028722,-0.028722,3
5723,0.140817,-0.140817,0
5724,0.066915,-0.066915,2
5725,0.021580,-0.021580,2
5726,0.115665,0.115665,0
5727,0.009781,0.009781,1
5728,0.069399,0.069399,1
5729,0.034001,0.034001,2
5730,0.049216,-0.049216,4
5731,0.102003,-0.102003,2
5732,0.021891,-0.021891,2
5733,0.043937,0.043937,0
5734,0.061326,-0.061326,2
5735,0.094861,0.094861,3
5736,0.081199,0.081199,0
5737,0.005434,-0.005434,3
5738,0.011334,-0.011334,1
5739,0.013507,-0.013507,3
5740,0.076230,-0.076230,2
5741,0.170936,-0.170936,0
5742,0.088340,-0.088340,0
5743,0.122807,-0.122807,1
5744,0.061636,-0.061636,2
5745,0.054184,-0.054184,2
5746,0.084925,-0.084925,2
5747,0.062568,0.062568,4
5748,0.012265,-0.012265,5
5749,0.122497,-0.122497,2
5750,0.076541,-0.076541,6
5751,0.197019,-0.197019,6
5752,0.002018,-0.002018,4
5753,0.052011,0.052011,3
5754,0.072815,0.072815,1
5755,0.016302,-0.016302,2
5756,0.000776,0.000776,2
5757,0.009471,0.009471,5
5758,0.027170,0.027170,1
5759,0.076230,-0.076230,2
5760,0.035864,-0.035864,1
5761,0.021891,-0.021891,3
5762,0.005123,-0.005123,3
5763,0.056358,0.056358,1
5764,0.010402,-0.010402,4
5765,0.002639,-0.002639,0
5766,0.042695,-0.042695,1
5767,0.010402,-0.010402,1
