surah	verse	surah_name_translit	biqai_keyword	razi_keyword	confidence	biqai_snippet	razi_snippet
19	17	Maryam	غاية	المقصود	HIGH	بين عيسى عليه الصلاة والسلام في كيانه فجرى نحوه في عمله من واسطة الروح كما قال سبحانه وتعالى: {فأرسلنا إليها روحنا} [مريم: 17] كذلك كان فعله مع تأييده؛ وفي ذلك بينه وبين موسى عليهما الصلاة والسلام موازنة ابتدائية، حيث كان أمر موسى م	لى في صفتها وصدقت بكلمات ربها وكتبه [التحريم: 12] وثانيها: أنه تعالى قال: فأرسلنا إليها روحنا فتمثل لها بشرا سويا # [مريم: 17] فلما كلمها جبريل وصدقته وقع عليها اسم الصديقة، وثالثها: أن المراد بكونها صديقة غاية بعدها عن المعاصي وشدة ج
19	31	Maryam	مقصود	غاية	HIGH	د بحال ما دام حيا - انتهى. وقال البغوي: وهذا معنى ما في سورة مريم عليها السلام {وأوصاني بالصلاة والزكاة ما دمت حيا} [مريم: 31] فقد انطبق آخر السورة - في الأمر باتخاذ القرآن بلاغا لكل خير والإعراض عن الكفار - على أولها أتم انطباق، واعت	والبواعث الإنسانية أولى بالمواظبة على الطاعة، ولهذا السبب قال عيسى عليه السلام: وأوصاني بالصلاة والزكاة ما دمت حيا [مريم: 31] وقال لمحمد عليه السلام: واعبد ربك حتى يأتيك اليقين [الحجر: # 99] المسألة الثانية: المشبهة تمسكوا بقوله: إن ال
19	65	Maryam	المقصود	غرض	HIGH	بن مريم ms4351 قول الحق الذي فيه تمترون} [مريم: 34] ، وإن الله ربي وربكم فاعبدوه هذا صراط مستقيم، # {هل تعلم له سميا} [مريم: 65] والشورى على مجموع الدين أصولا وفروعا) شرع لكم من الدين ما وصى به نوحا والذي أوحينا إليك (الآية، هذا موافقة	امتنع أن يكون جسما أو متحيزا، فلما لم يكن جسما ولا متحيزا امتنع عليه المجيء والذهاب، وأيضا قال تعالى: هل تعلم له سميا [مريم: 65] أي شبيها ولو كان جسما متحيزا لكان مشابها للأجسام في الجسمية، إنما الاختلاف يحصل فيما وراء الجسمية، وذلك إ
19	74	Maryam	غرض	مقصود	HIGH	تعالى لما قال {وتنذر ms2961 به قوما لدا} [مريم: 97] وهم الشديدو الخصومة في الباطل، ثم قال {وكم أهلكنا قبلهم من قرن} [مريم: 74] إلى آخرها، استدعت هذه الجملة بسط حال، فابتدئت بتأنيسه عليه الصلاة السلام وتسليتة، حتى لا يشق عليه لددهم، فت	إن أبا جهل كان كثير الافتخار بماله ولهذا السبب نزل فيه قوله PageV08P335 # وكم أهلكنا قبلهم من قرن هم أحسن أثاثا ورءيا [مريم: 74] / وقوله فليدع ناديه سندع الزبانية [العلق: 17، 18] وثالثها: أنها نزلت في أبي سفيان، فإنه أنفق مالا كثيرا ع
20	25	Ta Ha	غاية	المقصود	HIGH	وجليل وعده الكريم له في قوله {ولسوف يعطيك ربك فترضى} [الضحى: 5] وفضل حال ابتداء {ألم نشرح} على تقدم سؤال {رب اشرح} [طه: 25] إلى ما أشارت إليه آي السورتين من خصائصه الجليلة، وذلك أعلى مقام يناله أحد ممن ذكر، فوقع تعقيب - ذلك بسورة #	الله سبحانه وتعالى وهدايته وإرشاده، ولصعوبة هذا الأمر قال الكليم عليه السلام بعد استماع الكلام القديم رب اشرح لي صدري [طه: 25] وكل الخلق يطلبون الهداية ويحترزون عن الضلالة، مع أن الأكثرين وقعوا في الضلالة، وكل ذلك يدل على أن حصول الهد
20	84	Ta Ha	مقصود	غاية	HIGH	لات بالنسبة إليك وإلى إخوانك من الأنبياء عليهم الصلاة والسلام كما قال موسى عليه الصلاة والسلام: {وعجلت إليك رب لترضى} [طه: 84] # PageV21P099 # لأنها من النفس اللوامة التي تلوم على ترك المبادرة إلى أفعال الخير فغيرها من أفعال المطمئنة أك	سارعوا إلى مغفرة من ربكم [آل عمران: 133] وأيضا العجلة ليست مذمومة على الإطلاق بدليل قوله تعالى: وعجلت إليك رب لترضى [طه: 84] . # الصفة الثامنة: قوله وأولئك من الصالحين والمعنى وأولئك الموصوفون بما وصفوا به من جملة الصالحين الذين صلحت
20	114	Ta Ha	غاية	المقصود	HIGH	وعى شيئا غاية الوعي حفظه كل الحفظ، انظر إلى قوله تعالى {ولا تعجل بالقرآن من قبل أن يقضى إليك وحيه وقل رب زدني علما} [طه: 114] {لا تحرك به لسانك لتعجل به} [القيامة: 16] . # ولما كان السياق في هذه السورة للتحذير، قال معللا للجملة التي قبل	ى حالة يستغني عن التعلم، سواء كان نبيا ms1873 أو لم يكن، ولهذا السبب قال لمحمد صلى الله عليه وسلم: وقل رب زدني علما [طه: 114] ثم قال تعالى: ولولا دفع الله الناس بعضهم ببعض لفسدت الأرض. # اعلم أنه تعالى لما بين أن الفساد الواقع بجالوت
21	23	al-Anbiya	غاية	غرض	HIGH	~عليه شيء # PageV05P374 # ولا يقبح منه شيء، بل له أن يعذب الطائع وينعم العاصي، ويفعل ويقول ما يشاء {لا يسأل عما يفعل} [الأنبياء: 23] أحل هؤلاء المعذورين محل الرجاء إيذانا بأن ترك الهجرة في غاية الخطر فقال: {عسى الله} أي المرجو والخليق ~	وهو محال، فلا جرم قالوا: كل شيء صنعه ولا علة لصنعه، ولا يجوز تعليل أفعاله وأحكامه ألبتة لا يسئل عما يفعل وهم يسئلون [الأنبياء: 23] . # والجواب الثاني: قول من قال: لا بد في أفعال الله وأحكامه من رعاية المصالح والحكم، والقائلون بهذا الم
21	29	al-Anbiya	غاية	المقصود	HIGH	متهم فليسوا ممن يخوف، ويزيد ذلك وضوحا قوله تعالى: {ومن يقل منهم إني إله من دونه فذلك نجزيه جهنم كذلك نجزي الظالمين} [الأنبياء: 29] ولا إنذار أعظم من ذلك، وإن عيسى عليه السلام من هذه الأمة وممن شملته الآيات الدالة على عموم الرسالة بغير	معصية أو ترك الأولى وعلى التقديرين فالمقصود حاصل، وثانيها: قوله تعالى: ومن يقل منهم إني إله من دونه فذلك نجزيه جهنم [الأنبياء: 29] وذلك يقتضي كونهم مزجورين ممنوعين وقال أيضا: لا يستكبرون عن عبادته [الأعراف: 206] والمدح بترك الاستكبار
21	51	al-Anbiya	مقصود	المقصود	HIGH	ف وأفك ولم يؤمن، وفي ذكر تخليص الرسل وتأييدهم الذي ms2962 تضمنه النصف الأخير من لدن قوله {ولقد ءاتينا إبراهيم رشده} [الأنبياء: 51] إلى آخر السورة كمال الغرض المتقدم من التأنيس وملاءمة ما تضمنته سورة طه وتفسير لمجمل {وكم أهلكنا قبلهم م	اعلم أن قوله تعالى: وداود وسليمان وأيوب وزكريا وذا النون، كله نسق على ما تقدم من قوله: ولقد آتينا إبراهيم رشده من قبل [الأنبياء: 51] ومن قوله: ولوطا آتيناه حكما وعلما [الأنبياء: 74] واعلم أن المقصود ذكر نعم الله تعالى على داود وسليمان
23	107	al-Muminun	غاية	غاية	HIGH	حد منهم غير ما عنده سواء كان في الفردوس أو فيما دونه، وهو تعريض بالكفرة في أنهم يصطرخون في النار {ربنا أخرجنا منها} [المؤمنون: 107] وذلك عكس ما كان في الدنيا من ركون الكفار إليها، ومحبتهم في طول البقاء فيها، وعزوف المؤمنين عنها، وشوقه	د جوز أبو هاشم أن يسأل العبد ربه شيئا بعد ما أخبر الله عنه أنه لا يفعله، واحتج عليه بقول أهل النار ربنا أخرجنا منها [المؤمنون: 107] مع علمهم بأنه تعالى لا يفعل ذلك، وهذا في غاية البعد من وجوه: الأول: أن هذا مبني على مذهبه أن أهل الآخر
25	1	al-Furqan	غاية	المقصود	HIGH	ر أبو عمر وهو متروك، ويؤيد عموم هذه الآية في تناولها الملائكة عليهم ms1342 السلام قوله تعالى {ليكون للعالمين نذيرا} [الفرقان: 1] وإذا # PageV07P063 # تأملت سياق الآيات التي بعدها مع آخر السورة التي قبلها قطعت بذلك # {لينذر من كان حيا} [	خصهم بالذكر كقوله: إنما أنت منذر من يخشاها [النازعات: 45] مع أنه كان منذرا للكل، لقوله تعالى: ليكون للعالمين نذيرا [الفرقان: 1] . # وأما قوله تعالى: فإذا بلغن أجلهن فالمعنى إذا انقضت هذه المدة التي هي أجل العدة فلا جناح/ عليكم قيل ال
26	4	al-Shuara	غاية	المقصود	HIGH	م أي آية، كانت تلجئهم وتضطرهم إليه في آن واحد كما قال تعالى # {إن نشأ ننزل عليهم من السماء آية فظلت أعناقهم لها خاضعين} [الشعراء: 4] ولكنه لا يسأل ذلك إلا بالتدريج كما يشير إليه صيغة التفعيل في قراءة غيره المذكرة # PageV07P103 # بأن آية	لسلامة لأنه وصفها بالكظم الذي هو من أفعال العقلاء كما قال: رأيتهم لي ساجدين [يوسف: 4] وقال: # فظلت أعناقهم لها خاضعين [الشعراء: 4] ويعضده قراءة من قرأ كاظمون وبالجملة فالمقصود من الآية تقرير أمرين أحدهما: الخوف الشديد وهو المراد من قو
27	40	al-Naml	غاية	غاية	HIGH	ء عن علم مستفاد من قوة، وإلا لقال: علمه كثير العلم. {قال الذي عنده علم من الكتاب أنا آتيك به قبل أن يرتد إليك طرفك} [النمل: 40] قوة مستفادة من علم، والظاهر كما هو ظاهر قوله تعالى: {جاعل الذين اتبعوك فوق الذين كفروا إلى يوم القيامة}	إدريس وإلياس على ما وردت به الأخبار، وقال الله تعالى: قال الذي عنده علم من الكتاب أنا آتيك به قبل أن يرتد إليك طرفك [النمل: 40] . # وأما القوى الروحانية العقلية: فلا بد وأن تكون في غاية الكمال، ونهاية الصفاء. # واعلم أن تمام الكلام في
28	88	al-Qasas	غاية	غاية	HIGH	غيرها، فالكل بالنسبة إليه عدم {إنك ميت وإنهم ميتون} [الزمر: 30] {كل من عليها فان} [الرحمن: 26] {كل شيء هالك إلا وجهه} [القصص: 88] هذا مراده بدليل سابقه ولاحقه فلا شبهة فيه لأهل الوحدة عليهم الخزي واللعنة، قال: والوحدة # PageV22P370 #	«هو» فلما قال: (يا هو) فقد حكم على كل ما سوى الله تعالى بأنه عدم محض ونفي صرف، كما قال تعالى: كل شيء هالك إلا وجهه [القصص: 88] وهذان المقامان في الفناء عن كل ما سوى الله مقامان في غاية الجلال، ولا يحصلان إلا عند مواظبة العبد على أن
29	20	al-Ankabut	مقصود	غاية	HIGH	ود الكتاب العزيز بجملته عاد الأمر إلى ما كان، وأشعر العالم بحالهم من ترددهم بين عدمين {ثم الله ينشىء النشأة الآخرة} [العنكبوت: 20] فوجودهم منه سبحانه وتعالى وبقاؤهم به وهم وجميع ما يصدر عنهم من أقوالهم وأفعالهم # PageV22P372 # كل ذلك	الكسب بعد كبره، فإن قيل: فقد وردت النشأة الأخرى للحشر في قوله تعالى: فانظروا كيف بدأ الخلق ثم الله ينشئ النشأة الآخرة [العنكبوت: 20] نقول الآخرة من الآخر لا من الآخر لأن الآخر أفعل، وقد تقدم على أن هناك لما ذكر البدء حمل على الإعادة و
29	69	al-Ankabut	غاية	المقصود	HIGH	لحسن من الجزاء {وزيادة} أي عظيمة من فضل الله فالناس: مزيد خرجت هدايته من الجهاد {والذين جاهدوا فينا لنهدينهم سبلنا} [العنكبوت: 69] ، ومراد خرجت هدايته من المشيئة، فالدعوة إلى الجنة بالبيان عامة، والهداية إلى الصراط خاصة لأنها الطريق إ	كون منقطعا إلى الله، إلا أنه لا بد أولا من التبتيل حتى يحصل التبتل كما قال تعالى: والذين جاهدوا فينا لنهدينهم سبلنا [العنكبوت: 69] فذكر التبتل أولا إشعارا بأنه المقصود بالذات وذكر التبتيل ثانيا إشعارا بأنه لا بد منه ولكنه مقصود بالغرض
30	27	al-Rum	غاية	غرض	HIGH	، فتكون تلك الغاية مثلا أعلى كالسماوات والأرض فيما يحس والعرش والكرسي فيما يعلم {وله المثل الأعلى في السماوات والأرض} [الروم: 27] {الذين يحملون # PageV01P131 # العرش ومن حوله يسبحون بحمد ربهم} [غافر: 7] وذلك المثل الأعلى لإحاطته اسمه	لإيجاد أولا، ونظيره قوله: قل يحييها الذي أنشأها أول مرة [يس: 79] وقوله: وهو الذي يبدؤا الخلق ثم يعيده وهو أهون عليه [الروم: 27] واحتج أصحابنا بهذه الآية على أن المعدوم ليس بشيء وهو ضعيف لأن الإنسان عبارة عن مجموع جواهر متألفة قامت ب
33	10	al-Ahzab	مقصود	المقصود	HIGH	غون ربعهم ولا مدد لهم ممن حولهم ولا ناصر إلا الله، بل جاءتهم الأعداء - كما قال الله تعالى: {من فوقهم ومن أسفل منهم} [الأحزاب: 10] {وما زادهم إلا إيمانا وتسليما} [الأحزاب: 22] وإلى هذا أيضا أشار بلوغ عدد كلمات النصر خطيها واصطلاحيها	ة الخندق وغيرها. وقد ذكر الله تعالى بعضها في كتابه كقوله # PageV16P162 # تعالى: وإذ زاغت الأبصار وبلغت القلوب الحناجر [الأحزاب: 10] وقوله: لقد صدقكم الله وعده إذ تحسونهم بإذنه حتى إذا فشلتم [آل عمران: 152] الآية، والمقصود منه وصف المه
33	43	al-Ahzab	المقصود	غاية	HIGH	ق من وفق من أمة محمد صلى الله عليه وسلم، أما هو صلى الله عليه وسلم فحسبك من تعرف رحمته ورفقه {وكان بالمؤمنين رحيما} [الأحزاب: 43] {عزيز عليه ما عنتم حريص عليكم بالمؤمنين رؤوف رحيم} [التوبة: 128] ثم تأمل استفتاح هذه السورة ومناسبة ذل	الكمال والله يعلم حالهم في الدنيا فأحسن إليهم بالرحمة، كما قال تعالى: هو الذي يصلي عليكم وقال: وكان بالمؤمنين رحيما [الأحزاب: 43] والمتعارفان إذا التقيا وكان أحدهما شفيقا بالآخر والآخر معظما له غاية التعظيم لا يتحقق بينهما إلا السلام
35	10	Fatir	غاية	غاية	HIGH	ولما كانت السماوات أجساما كثيفة متراقية، لم يعبر # PageV15P442 # بحرف الغاية كما في قوله تعالى {إليه يصعد الكلم الطيب} [فاطر: 10] بل قال: {فيها} أي من الأعمال والملائكة وكل ما يتصاعد من الأرض في جهة العلو وأنتم كما ترونه يميز كل شيء عن	ها منها الكلم الطيب لقوله تعالى: إليه يصعد الكلم الطيب ومنها الأرواح ومنها الأعمال الصالحة لقوله: والعمل الصالح يرفعه [فاطر: 10] وفيه مسائل: # المسألة الأولى: قدم ما يلج في الأرض على ما ينزل من السماء، لأن الحبة تبذر أولا ثم تسقى ثاني
35	27	Fatir	غاية	المقصود	HIGH	المصبوغ ألوانا المنقوش، تطيره الريح كالهباء، وذلك لأن الجبال في أصلها متلونة كما قال تعالى {ومن الجبال جدد وبيض وحمر} [فاطر: 27] الآية، قال البغوي: ولا يقال عهن إلا للمصبوغ، قال: وأول ما تتغير الجبال تصير رملا مهيلا ثم عهنا منفوشا ثم	مختلف ألوانه والمعنى: أن منه أحمر وأبيض وأصفر. ونظيره قوله تعالى: # ومن الجبال جدد بيض وحمر مختلف ألوانها وغرابيب سود [فاطر: 27] والمقصود منه: إبطال القول بالطبع، لأن هذا الجسم مع كونه متساوي الطبيعة لما حدث على ألوان مختلفة، دل ذلك ع
36	11	Ya Sin	غاية	المقصود	HIGH	ملت سياق الآيات التي بعدها مع آخر السورة التي قبلها قطعت بذلك # {لينذر من كان حيا} [يس: 70] ، {إنما تنذر من اتبع الذكر} [يس: 11] إذ هم من جملة العالمين وممن بلغه القرآن وممن هو حي وممن اتبع الذكر، والخطاب بالإنذار وارد مورد التغليب، إذ	يبين أنهم هم الذين اهتدوا وانتفعوا به كما قال: إنما أنت منذر من يخشاها [النازعات: 45] وقال: إنما تنذر من اتبع الذكر [يس: 11] وقد كان عليه السلام منذرا لكل الناس، فذكر هؤلاء الناس لأجل أن هؤلاء هم الذين انتفعوا بإنذاره. وأما من فسر ا
36	81	Ya Sin	غاية	المقصود	HIGH	يه شيء منه؛ ويدل على ما قلته آية يس # {أو ليس الذي خلق السماوات والأرض بقادر على أن يخلق مثلهم بلى وهو الخلاق العليم} [يس: 81] أو يقال: فما أغنى عنهم ما كانوا يكسبون شيئا مما أردنا من الحق، لأنا ما خلقنا عذابهم إلا بالحق كما خلقناهم بال	وإنا ms8434 لقادرون على أن نخلق أمثالها، كما في قوله تعالى: # أوليس الذي خلق السماوات والأرض بقادر على أن يخلق مثلهم [يس: 81] ثالثها: إنا لموسعون الرزق على الخلق. ثم قال تعالى: ### | ### | [سورة الذاريات (51) : آية # 48]</span> # وال
38	26	Sad	المقصود	غاية	HIGH	. # ولما كان من آيات الأولين التي طلبوها العذاب بأنواع الهول، وكانوا هم أيضا قد طلبوا ذلك واستعجلوا به {عجل لنا قطنا} [ص: 26] ونحو ذلك، وكان الذي جرأهم على هذا حلم الله عنهم بإمهاله لهم، قال معللا لذلك: {خلق} وبناه للمفعول لأن المقصود	يف يضل أو يغوى وهو لا ينطق عن الهوى، وإنما يضل من يتبع الهوى، ويدل عليه قوله تعالى: ولا تتبع الهوى فيضلك عن سبيل الله [ص: 26] فإن قيل ما ذكرت من الترتيب الأول على صيغة الماضي في قوله ما ضل وصيغة المستقبل في قوله وما ms8508 ينطق في غاي
38	88	Sad	مقصود	غرض	HIGH	ن وقع يشعر بعظيم الاعتناء بمن حذر، ومنه قوله سبحانه {لئن أشركت ليحبطن عملك} [الزمر: 65] و {لا تدع مع الله إلها آخر} [ص: 88] و {لا تمش في الأرض مرحا} [لقمان: 18] وهو كثير، وبسط هذا الضرب لا يلائم مقصودنا في هذا التعليق، لما دخل عليه صل	ون المراد بالأنباء الأنباء لا نفس الأنباء بل العذاب الذي أنبأ الله تعالى به ونظيره قوله تعالى: ولتعلمن نبأه بعد حين [ص: 88] والحكيم إذا توعد فربما قال ستعرف نبأ هذا الأمر إذا نزل بك ما تحذره، وإنما كان كذلك لأن الغرض بالخبر الذي هو ال
39	3	al-Zumar	غرض	المقصود	HIGH	شاكسة إذ بذلك الغرض يتضح عدم استمرار مراد لأحدهم، وذكر قبح اعتذار لهم بقولهم {ما نعبدهم إلا ليقربونا إلى الله زلفى} [الزمر: 3] ثم أعقب تعالى بالإعلام بقهره وعزته حتى لا يتخبل مخذول شذوذ أمر عن يده وقهره، فقال الله تعالى {أليس الله بكا	لتلك الأوثان كحبهم لله تعالى، وأيضا فإن الله تعالى حكى عنهم أنهم قالوا: ما نعبدهم إلا ms1337 ليقربونا إلى الله زلفى [الزمر: 3] وإذا كان كذلك، كان المقصود الأصلي طلب مرضات الله تعالى، فكيف يعقل الاستواء في الحب مع هذا القول، قلنا قوله:
39	6	al-Zumar	غاية	غرض	HIGH	«سبق العلم العمل» فالخالق في الحقيقة هو الذي كل شيء عنده بمقدار، الذي يقول {يخلقكم في بطون أمهاتكم خلقا من بعد خلق} [الزمر: 6] {وإن من شيء إلا عندنا خزائنه وما ننزله إلا بقدر معلوم} [الحجر: 21] ومن ناشئة القدر الفرق والترتيب، ومن نا	ت معلقة بالأمور النازلة من السماء صار كأنه تعالى أنزلها من السماء. ومنه قوله تعالى: وأنزل لكم من الأنعام ثمانية أزواج [الزمر: 6] وقوله: وأنزلنا الحديد فيه بأس شديد [الحديد: 25] وأما قوله: وريشا ففيه بحثان: # البحث الأول: الريش لباس ال
39	37	al-Zumar	غرض	المقصود	HIGH	لا يتخبل مخذول شذوذ أمر عن يده وقهره، فقال الله تعالى {أليس الله بكاف عبده} - إلى قوله: {أليس الله بعزيز ذي انتقام} [الزمر: 37] ثم أتبع ذلك بحال أندادهم من أنها لا تضر ولا تنفع فقال {قل أفرءيتم ما تدعون من دون الله أن أرادني الله بضر	ض [الفتح: 4] قد بينا أن المقصود من ذكرهم الإشارة إلى شدة العذاب فذكر العزة كما قال تعالى: أليس الله بعزيز ذي انتقام [الزمر: 37] وقال تعالى: فأخذناهم أخذ عزيز مقتدر [القمر: 42] وقال تعالى: العزيز الجبار [الحشر: 23] . # المسألة الثالثة:
39	65	al-Zumar	مقصود	غرض	HIGH	لم من ذلك، ولكن التحذير من هذا وإن لم يكن وقع يشعر بعظيم الاعتناء بمن حذر، ومنه قوله سبحانه {لئن أشركت ليحبطن عملك} [الزمر: 65] و {لا تدع مع الله إلها آخر} [ص: 88] و {لا تمش في الأرض مرحا} [لقمان: 18] وهو كثير، وبسط هذا الضرب لا يلا	قوله: يخافون ربهم من فوقهم ويفعلون ما يؤمرون [النحل: 50] وقال في حق محمد صلى الله عليه وسلم: لئن أشركت ليحبطن عملك [الزمر: 65] وقد أجمعوا على أنه عليه الصلاة والسلام ما أشرك وما مال إليه، وقال: يا أيها النبي اتق الله ولا تطع الكافرين
40	3	Ghafir	غاية	المقصود	HIGH	ثلاثة: الوليد بن الوليد وخالد وهشام، وقيل: إنه لما نزل على النبي صلى الله عليه وسلم أول سورة غافر إلى قوله: {المصير} [غافر: 3] أو أول «فصلت» قرأها النبي صلى الله عليه وسلم في المسجد والوليد يسمعه، فأعاد القراءة فانطلق الوليد حتى أتى	الوجه الأول: أن التسوية قد تجيء بالواو تارة وبغير الواو أخرى. قال تعالى: غافر الذنب وقابل التوب شديد العقاب ذي الطول [غافر: 3] فجاء بعض بالواو، وبعض بغير الواو. # الوجه الثاني: أن المقصود من هذه الآيات الترغيب في الجهاد فالله سبحانه
40	4	Ghafir	غرض	غاية	HIGH	م، وكان بناء السورة على هذا الغرض بدليل افتتاحها وختمها، ألا ترى قوله تعالى # {ما يجادل في آيات الله إلا الذين كفروا} [غافر: 4] وتأنيس نبيه عليه أفضل الصلاة والسلام بقوله # {فلا يغررك تقبلهم في البلاد} [غافر: 4] فقد تقدم ذلك من غيرهم فأ	الأقرب عندي أن الكلام في أول السورة إنما وقع من قوله ما يجادل في آيات الله إلا الذين كفروا فلا يغررك تقلبهم في البلاد [غافر: 4] وامتد الكلام في الرد على أولئك المجادلين وعلى أن المحقين أبدا كانوا مشغولين بدفع كيد المبطلين، وكل ذلك إنم
40	7	Ghafir	غاية	المقصود	HIGH	يعلم {وله المثل الأعلى في السماوات والأرض} [الروم: 27] {الذين يحملون # PageV01P131 # العرش ومن حوله يسبحون بحمد ربهم} [غافر: 7] وذلك المثل الأعلى لإحاطته اسمه الحمد {وله الحمد في السماوات والأرض} [الروم: 18] وأحمده أنهاه وأدناه إلى ال	يسبحون بحمد ربهم [الزمر: 75] وقال: ويحمل عرش ربك فوقهم يومئذ ثمانية [الحاقة: 17] وقال: الذين يحملون العرش ومن حوله [غافر: 7] ثم أثبت لنفسه كرسيا فقال: وسع كرسيه السماوات والأرض. # إذا عرفت هذا فنقول: كل ما جاء من الألفاظ الموهمة للتش
40	51	Ghafir	غاية	غرض	HIGH	حانه وتعالى ناصره دون حجاب ولا وسيلة شيء من خلقه، كذلك سنته مع رسله {إنا لننصر رسلنا والذين آمنوا في الحياة الدنيا} [غافر: 51] وعلى ذلك جرت خوارق العادات للأولياء وأهل الكرامات لا يكاد يقع لهم إلا عن ضرورة قطع الأسباب، وفي قراءة النصب	لقول من إضرار الكفار به بالقتل والإيذاء، ومثله قوله تعالى: كتب الله لأغلبن أنا ورسلي [المجادلة: 21] إنا لننصر رسلنا [غافر: 51] الثاني: قال الأصم: المراد أن المشركين يتعززون بكثرة خدمهم وأموالهم ويخوفونك بها وتلك الأشياء كلها لله تعالى
41	5	Fussilat	غاية	غاية	HIGH	فاعلا ما لا يفعله # PageV15P499 # من له نوع من العقل، ففي هذا حث على النظر الذي كانوا يأبونه بقوله: # {قلوبنا في أكنة} [فصلت: 5] ونحوه في الأدلة التي يتميز بها الحق من الباطل على أحسن وجه بأنصف دعاء وألطف نداء حيث شرك الداعي نفسه معهم في	حكاية لما كان الكفرة يقولونه تهكما به من قولهم: قلوبنا في أكنة مما تدعونا إليه وفي آذاننا وقر ومن بيننا وبينك حجاب [فصلت: 5] ونظيره في الحكاية والتهكم قوله: لم يكن الذين كفروا من أهل الكتاب والمشركين منفكين حتى تأتيهم البينة [البينة:
42	11	al-Shura	غاية	غرض	HIGH	آمنوا} أي أهل الكتاب الذين أرادوا أن يستتبعوكم {بمثل} أي بنفس وحقيقة {ما آمنتم به} كما يأتي بيانه في {ليس كمثله شيء} [الشورى: 11] من الشورى، فكانوا تبعا لكم {فقد اهتدوا} عكس ما قالوا مثلنا تهتدوا، وعبر بفعل المطاوعة لكون الإيمان مع ظ	لجسمية، وذلك إما بالعظم أو بالصفات والكيفيات، وذلك لا يقدح في حصول المشابهة في الذات، وأيضا قال تعالى ليس كمثله شيء [الشورى: 11] ولو كان جسما لكان مثلا للأجسام وثامنها: لو كان جسما متحيزا لكان مشاركا لسائر الأجسام في عموم الجسمية، فعن
43	31	al-Zukhruf	غرض	المقصود	HIGH	[الأنعام: 8] ، {ما لهذا الرسول يأكل الطعام ويمشي في الأسواق} {وقالوا لولا أنزل هذا القرآن على رجل من القريتين عظيم} [الزخرف: 31] فما كثر هذا منهم وتبع خلفهم في هذا سلفهم، رد تعالى أزعامهم ms2424 وأبطل توهمهم في آيات وردت على التدريج	ى الملك الكبير الغني، فثبت أن هذه الشبهة التي ذكرها كفار مكة وهي قولهم لولا نزل هذا القرآن على رجل من القريتين عظيم [الزخرف: 31] وقد أوردها بعينها فرعون على موسى، ثم إنا انتقمنا منهم فأغرقناهم، والمقصود من إيراد هذه القصة تقرير أمرين
46	35	al-Ahqaf	المقصود	غرض	HIGH	ر والرفق والدعاء كما قيل له صلى الله عليه وسلم في غير هذا الموضع {فاصبر كما صبر أولو العزم من الرسل ولا تستعجل لهم} [الأحقاف: 35] {فلا تذهب نفسك عليهم حسرات} [فاطر: 8] فقد دام دعاء نوح عليه السلام مع قومه أدوم من مدتك، ومع ذلك فلم يزد	التشبه به وإن كان مذنبا فقد حصل الغرض. وسابعها: أنه قال: ولا تكن كصاحب الحوت وقال: فاصبر كما صبر أولوا العزم من الرسل [الأحقاف: 35] فلزم أن لا يكون يونس من أولي العزم وكان موسى من أولي العزم، ثم قال: في حقه لو كان ابن عمران حيا ما وسع
47	4	Muhammad	غرض	المقصود	HIGH	ا إلى ختامها، وكذلك سورة القتال ولم يتضمن إلا الأمر بقتلهم وأسرهم وتعجيل حربهم {فإذا لقيتم الذين كفروا فضرب الرقاب} [محمد: 4] وأما سورة الفتح فما تضمنته من البشارة والفتح أشد على الكفار من كل ما قرعوا به، ولم تخرج عن الغرض المتقدم،	أن ذلك الأسر كان ذنبا ومعصية؟ ويتأكد هذا الكلام بقوله تعالى: حتى إذا أثخنتموهم فشدوا الوثاق فإما منا بعد وإما فداء [محمد: 4] . # فإن قالوا: فعلى ما شرحتموه دلت الآية على أن ذلك الأسر كان جائزا والإتيان بالجائز المشروع لا يليق ترتيب ا
48	10	al-Fath	غاية	المقصود	HIGH	د بالتدبير وإن لم يكن هنا سرير ولا جلوس، وإذا ذكر بطشه سبحانه وأخذه لأعدائه في نحو قوله تعالى: {يد الله فوق أيديهم} [الفتح: 10] {إن بطش ربك لشديد} [البروج: 12] مثلناه بما لو قهر # PageV15P077 # سلطان أعدائه بحزمه وصحة تدبيره وكثرة جنو	وتفخيم الشأن. وتقريره: أن إهانة ذلك العبد جارية مجرى إهانته، ونظيره قوله تعالى: إن الذين يبايعونك إنما يبايعون الله [الفتح: 10] . # والوجه الرابع: في التأويل وهو كلام خطر بالبال، هو أن يقال المراد من قوله فإنهم لا يكذبونك أي لا يخصونك
49	11	al-Hujurat	غرض	غاية	HIGH	لا تأكلوا الربا أضعافا مضاعفة} [آل عمران: 13] {ولا تجسسوا ولا يغتب بعضكم بعضا} [الحجرات: 12] و {لا يسخر قوم من قوم} [الحجرات: 11] وما لحق بهذا النمط - إلى ما دون ذلك على اتصال التفاوت من النهي عن سوء التأويل لطية غرض النفس # PageV01P3	ذلك عند تفسير قوله وإن طائفتان من المؤمنين اقتتلوا [الحجرات: 9] وقال رابعا: يا أيها الذين آمنوا لا يسخر قوم من قوم [الحجرات: 11] وقال: ولا تنابزوا [الحجرات: 11] لبيان وجوب ترك إيذاء المؤمنين في حضورهم والازدراء بحالهم ومنصبهم، وقال خ
