surah,verse,meccan_medinan,length_letters,length_words,rhyme_letter,position_class,tags_count,tags_list,characterization
33,72,medinan,92,18,ا,late,11,covenant;emotion;hapax;iltifat;jinas;medinan;medium;pos-late;rhyme-conforming;rhyme-ا;surah-33,Affirms with emphatic particle
33,73,medinan,93,15,ا,closing,11,divine-names;divine-names(1);jinas;medinan;medium;mentions-Allah;pos-closing;rhyme-conforming;rhyme-ا;surah-33;surah-closer,Declares or asserts
34,1,meccan,67,17,ر,opening,14,divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);ends-divine-pair;jinas;meccan;medium;pos-opening;rahma-baseline;rhyme-deviation;rhyme-ر;surah-34;surah-opener,Declares or asserts
34,2,meccan,68,18,ر,early,12,divine-name-pair-ending;divine-names;divine-names(2);divine-names-topic;ends-divine-pair;meccan;medium;pos-early;rhyme-deviation;rhyme-ر;surah-34;surah-boundary,Declares or asserts
34,3,meccan,123,32,ن,early,13,elative;iltifat;imperative;jinas;long;meccan;numerical-sequence;pos-early;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;surah-34,Describes an eschatological scene
34,4,meccan,50,10,م,early,9,chrono-critical;meccan;mutashabih-lafzi;pos-early;rhyme-deviation;rhyme-م;short;surah-34;verse-length-outlier,Promises reward to the believers
34,5,meccan,46,11,م,early,7,iltifat;meccan;pos-early;rhyme-deviation;rhyme-م;short;surah-34,Issues an imperative command
34,6,meccan,66,16,د,early,13,divine-name-pair-ending;divine-names;divine-names(2);ends-divine-pair;ilm-al-harf;iltifat;meccan;medium;pos-early;rhyme-deviation;rhyme-د;self-reference;surah-34,Issues an imperative command
34,7,meccan,61,16,د,early,12,contains-question;iltifat;jinas;meccan;medium;pos-early;quotation;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-د;surah-34,Poses a rhetorical question
34,8,meccan,66,16,د,early,13,contains-question;divine-names;divine-names(1);meccan;medium;mentions-Allah;phonaesthetic;pos-early;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-د;surah-34,Poses a rhetorical question
34,9,meccan,105,29,ب,early,11,contains-question;iltifat;jinas;meccan;medium;pos-early;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ب;surah-34,Poses a rhetorical question
34,10,meccan,53,13,د,early,16,animal;hadid-finding;hapax;iltifat;imperative;meccan;medium;metal-mineral;pos-early;prophet-micro-ring;rhyme-deviation;rhyme-د;surah-34;vocative;vocative-topic;weapon,Narrates reported speech
34,11,meccan,51,12,ر,early,11,hapax;iltifat;imperative;jinas;meccan;medium;pos-early;rhyme-deviation;rhyme-ر;surah-34;weapon,Declares or asserts
34,12,meccan,107,27,ر,early,14,dual-form;hapax;iltifat;jinas;jinn;meccan;medium;metal-mineral;pos-early;rhyme-deviation;rhyme-ر;surah-34;time-vocab;water,Warns of punishment
34,13,meccan,87,19,ر,early,15,divine-names;divine-names(1);divine-names-topic;hapax;iltifat;imperative;jinas;meccan;medium;metal-mineral;parable;pos-early;rhyme-deviation;rhyme-ر;surah-34,Declares or asserts
34,14,meccan,109,27,ن,middle,13,animal;hapax;iltifat;jinas;jinn;meccan;medium;muqattaat-gradient;pos-middle;rhyme-conforming;rhyme-ن;scientific-foreknowledge;surah-34,Legislates a ruling
34,15,meccan,74,20,ر,middle,14,dual-form;dual-form-topic;historical-details;iltifat;imperative;jinas;meccan;medium;plant;pos-middle;rhyme-deviation;rhyme-ر;sacred-geo;surah-34,Declares or asserts
34,16,meccan,75,16,ل,middle,12,dual-form;dual-form-topic;hapax;iltifat;jinas;meccan;medium;plant;pos-middle;rhyme-deviation;rhyme-ل;surah-34,Declares or asserts
34,17,meccan,35,8,ر,middle,13,contains-question;form-content-outlier;hapax;iltifat;jinas;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ر;short;surah-34,Poses a rhetorical question
34,18,meccan,82,17,ن,middle,11,iltifat;imperative;jinas;meccan;medium;pos-middle;quotation-topic;rhyme-conforming;rhyme-ن;sacred-geo;surah-34,Declares or asserts
34,19,meccan,87,19,ر,middle,12,emotion;hapax;iltifat;imperative;jinas;meccan;medium;pos-middle;quotation;rhyme-deviation;rhyme-ر;surah-34,Narrates reported speech
34,20,meccan,45,10,ن,middle,7,iblis;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-34,Declares or asserts
34,21,meccan,70,21,ظ,middle,8,iltifat;meccan;medium;negation;pos-middle;rhyme-deviation;rhyme-ظ;surah-34,Issues a negative command
34,22,meccan,93,26,ر,middle,15,divine-names;divine-names(1);dual-form;iltifat;imperative;meccan;medium;mentions-Allah;pos-middle;qul-imperative;qul-say-opener;quotation;rhyme-deviation;rhyme-ر;surah-34,Commands the Prophet to declare
34,23,meccan,85,22,ر,middle,17,contains-question;divine-name-pair-ending;divine-names;divine-names(2);ends-divine-pair;hapax;iltifat;jinas;meccan;medium;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ر;surah-34,Poses a rhetorical question
34,24,meccan,62,17,ن,middle,18,balagha;contains-question;divine-names;divine-names(1);iltifat;imperative;jinas;meccan;medium;mentions-Allah;paired-opposite;pos-middle;qul-imperative;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;surah-34,Poses a rhetorical question
34,25,meccan,35,9,ن,middle,13,iltifat;imperative;jinas;meccan;muqattaat-gradient;pos-middle;qul-imperative;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;short;surah-34,Commands the Prophet to declare
34,26,meccan,46,11,م,middle,18,divine-name-pair-ending;divine-names;divine-names(2);divine-names-topic;ends-divine-pair;hapax;iltifat;imperative;jinas;meccan;pos-middle;qul-imperative;qul-say-opener;quotation;rhyme-deviation;rhyme-م;short;surah-34,Commands the Prophet to declare
34,27,meccan,48,12,م,middle,17,divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);ends-divine-pair;iltifat;imperative;meccan;mentions-Allah;pos-middle;qul-imperative;qul-say-opener;quotation;rhyme-deviation;rhyme-م;short;surah-34,Commands the Prophet to declare
34,28,meccan,54,12,ن,middle,8,iltifat;jinas;meccan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-34,Declares or asserts
34,29,meccan,30,7,ن,middle,14,contains-question;ilm-al-harf;iltifat;meccan;mutashabih-lafzi;mutashabih-topic;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-34,Poses a rhetorical question
34,30,meccan,41,10,ن,middle,13,covenant;iltifat;imperative;meccan;pos-middle;qul-imperative;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;short;surah-34;yawm,Commands the Prophet to declare
34,31,meccan,143,32,ن,middle,13,body-part;dual-form;hapax;iltifat;jinas;long;meccan;pos-middle;quotation;rhyme-conforming;rhyme-ن;self-reference;surah-34,Describes an eschatological scene
34,32,meccan,69,15,ن,middle,11,contains-question;iltifat;meccan;medium;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-34,Poses a rhetorical question
34,33,meccan,160,34,ن,middle,15,contains-question;divine-names;divine-names(1);iltifat;jinas;long;meccan;mentions-Allah;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-34,Poses a rhetorical question
34,34,meccan,54,14,ن,middle,9,iltifat;jinas;meccan;medium;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-34,Declares or asserts
34,35,meccan,39,8,ن,middle,9,iltifat;kinship;meccan;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-34,Narrates reported speech
34,36,meccan,49,13,ن,middle,11,iltifat;imperative;meccan;pos-middle;qul-imperative;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;short;surah-34,Commands the Prophet to declare
34,37,meccan,100,23,ن,middle,9,hapax;iltifat;jinas;meccan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-34,Promises reward to the believers
34,38,meccan,45,9,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-34,Issues an imperative command
34,39,meccan,73,20,ن,middle,12,iltifat;imperative;jinas;meccan;medium;pos-middle;qul-imperative;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;surah-34,Commands the Prophet to declare
34,40,meccan,51,10,ن,middle,12,contains-question;iltifat;jinn;meccan;medium;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-34,Poses a rhetorical question
34,41,meccan,58,13,ن,late,9,iltifat;jinn;meccan;medium;pos-late;quotation;rhyme-conforming;rhyme-ن;surah-34,Declares or asserts
34,42,meccan,77,18,ن,late,10,iltifat;imperative;jinas;meccan;medium;pos-late;quotation;rhyme-conforming;rhyme-ن;surah-34,Issues a negative command
34,43,meccan,130,34,ن,late,11,iltifat;jinas;long;meccan;phonaesthetic;pos-late;quotation;rhyme-conforming;rhyme-ن;self-reference;surah-34,Declares or asserts
34,44,meccan,47,11,ر,late,7,iltifat;meccan;pos-late;rhyme-deviation;rhyme-ر;short;surah-34,Issues an imperative command
34,45,meccan,59,14,ر,late,12,famous-number;hapax;iltifat;jinas;meccan;medium;pos-late;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ر;surah-34,Narrates prophetic history
34,46,meccan,89,24,د,late,17,contains-innama;divine-names;divine-names(1);dual-form;iltifat;imperative;innama;intra-xref;meccan;medium;pos-late;qul-imperative;qul-say-opener;quotation;rhyme-deviation;rhyme-د;surah-34,Commands the Prophet to declare
34,47,meccan,52,17,د,late,15,divine-names;divine-names(1);iltifat;imperative;jinas;meccan;medium;mentions-Allah;pos-late;qul-imperative;qul-say-opener;quotation;rhyme-deviation;rhyme-د;surah-34,Commands the Prophet to declare
34,48,meccan,26,7,ب,late,11,iltifat;imperative;meccan;pos-late;qul-imperative;qul-say-opener;quotation;rhyme-deviation;rhyme-ب;short;surah-34,Commands the Prophet to declare
34,49,meccan,29,8,د,late,11,iltifat;imperative;meccan;pos-late;qul-imperative;qul-say-opener;quotation;rhyme-deviation;rhyme-د;short;surah-34,Commands the Prophet to declare
34,50,meccan,57,16,ب,late,16,contains-innama;iltifat;imperative;innama;jinas;meccan;medium;muqattaat-gradient;pos-late;qul-imperative;qul-say-opener;quotation;rhyme-deviation;rhyme-ب;sensory;surah-34,Commands the Prophet to declare
34,51,meccan,35,10,ب,late,8,hapax;iltifat;meccan;pos-late;rhyme-deviation;rhyme-ب;short;surah-34,Declares or asserts
34,52,meccan,36,9,د,late,12,contains-question;hapax;iltifat;meccan;pos-late;quotation;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-د;short;surah-34,Poses a rhetorical question
34,53,meccan,38,10,د,late,6,meccan;pos-late;rhyme-deviation;rhyme-د;short;surah-34,Declares or asserts
34,54,meccan,57,15,ب,closing,8,jinas;meccan;medium;pos-closing;rhyme-deviation;rhyme-ب;surah-34;surah-closer,Declares or asserts
35,1,meccan,100,24,ر,opening,12,divine-names;divine-names(1);innama-topic;jinas;meccan;medium;mentions-Allah;pos-opening;rhyme-conforming;rhyme-ر;surah-35;surah-opener,Describes a sign in nature
35,2,meccan,68,19,م,early,16,chrono-critical;divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);ends-divine-pair;hapax;jinas;meccan;medium;mentions-Allah;muqattaat-gradient;pos-early;rhyme-deviation;rhyme-م;surah-35,Declares or asserts
35,3,meccan,85,22,ن,early,25,contains-question;contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);divine-names-topic;ethical-universalism;iltifat;imperative;intra-xref;jinas;meccan;medium;mentions-Allah;muhkam-mutashabih;negation;palindrome;pos-early;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ن;surah-35;vocative;vocative-topic,Poses a rhetorical question
35,4,meccan,43,11,ر,early,11,divine-names;divine-names(1);iltifat;jinas;meccan;mentions-Allah;pos-early;rhyme-conforming;rhyme-ر;short;surah-35,Narrates prophetic history
35,5,meccan,63,15,ر,early,17,contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);ethical-universalism;iblis;iltifat;jinas;meccan;medium;mentions-Allah;pos-early;prohibitive;rhyme-conforming;rhyme-ر;surah-35;vocative,Addresses the audience by vocative
35,6,meccan,58,13,ر,early,12,contains-innama;iblis;iltifat;imperative;innama;jinas;meccan;medium;pos-early;rhyme-conforming;rhyme-ر;surah-35,Affirms with emphatic particle
35,7,meccan,62,13,ر,early,7,meccan;medium;pos-early;rhetorical-Q-topic;rhyme-conforming;rhyme-ر;surah-35,Promises reward to the believers
35,8,meccan,91,25,ن,early,15,contains-question;divine-names;divine-names(1);iltifat;jinas;meccan;medium;mentions-Allah;mutashabih-topic;pos-early;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ن;surah-35,Poses a rhetorical question
35,9,meccan,76,17,ر,early,12,contains-wa-allah;divine-names;divine-names(1);iltifat;jinas;meccan;medium;mentions-Allah;pos-early;rhyme-conforming;rhyme-ر;surah-35,Describes a sign in nature
35,10,meccan,108,24,ر,early,10,divine-names;divine-names(1);hapax;jinas;meccan;medium;pos-early;rhyme-conforming;rhyme-ر;surah-35,Warns of punishment
35,11,meccan,115,34,ر,early,15,contains-wa-allah;divine-names;divine-names(1);dual-form-topic;embryology-audit;hapax;iltifat;jinas;meccan;medium;mentions-Allah;pos-early;rhyme-conforming;rhyme-ر;surah-35,Declares or asserts
35,12,meccan,127,28,ن,middle,13,dual-form;dual-form-topic;embryology-audit;iltifat;long;meccan;pos-middle;rhyme-deviation;rhyme-ن;sacred-geo;surah-35;verse-length-outlier;water,Declares or asserts
35,13,meccan,115,28,ر,middle,14,divine-names;divine-names(1);hapax;iltifat;jinas;meccan;medium;mentions-Allah;muqattaat-gradient;pos-middle;rhyme-conforming;rhyme-ر;surah-35;time-vocab,Describes a sign in nature
35,14,meccan,81,18,ر,middle,9,iltifat;jinas;meccan;medium;parable;pos-middle;rhyme-conforming;rhyme-ر;surah-35,Issues a negative command
35,15,meccan,47,11,د,middle,21,contains-vocative-ar;contains-vocative-en;contains-wa-allah;divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);divine-names-topic;ends-divine-pair;ethical-universalism;iltifat;jinas;meccan;mentions-Allah;pos-middle;rhyme-deviation;rhyme-د;short;surah-35;vocative;vocative-topic,Addresses the audience by vocative
35,16,meccan,23,6,د,middle,7,iltifat;meccan;pos-middle;rhyme-deviation;rhyme-د;short;surah-35,Declares or asserts
35,17,meccan,18,5,ز,middle,11,divine-names;divine-names(1);meccan;mentions-Allah;mutashabih-lafzi;mutashabih-topic;pos-middle;rhyme-deviation;rhyme-ز;surah-35;ultra-short,Declares or asserts
35,18,meccan,138,34,ر,middle,17,contains-innama;divine-names;divine-names(1);emotion;hapax;iltifat;innama;innama-topic;jinas;long;meccan;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ر;surah-35;zakat,Issues a negative command
35,19,meccan,21,4,ر,middle,10,divine-names;divine-names(1);meccan;pos-middle;rhetorical-Q-topic;rhyme-conforming;rhyme-ر;short;surah-35;water,Declares or asserts
35,20,meccan,18,4,ر,middle,8,divine-names;divine-names(1);meccan;pos-middle;rhyme-conforming;rhyme-ر;surah-35;ultra-short,Declares or asserts
35,21,meccan,16,4,ر,middle,8,hapax;info-theory;meccan;pos-middle;rhyme-conforming;rhyme-ر;surah-35;ultra-short,Declares or asserts
35,22,meccan,62,16,ر,middle,12,divine-names;divine-names(1);hapax;iltifat;jinas;meccan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ر;surah-35,Declares or asserts
35,23,meccan,12,4,ر,middle,9,iltifat;intra-xref;meccan;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ر;surah-35;ultra-short,Declares or asserts
35,24,meccan,48,12,ر,middle,8,iltifat;jinas;meccan;pos-middle;rhyme-conforming;rhyme-ر;short;surah-35,Affirms with emphatic particle
35,25,meccan,67,13,ر,middle,9,fire-light;iltifat;jinas;meccan;medium;pos-middle;rhyme-conforming;rhyme-ر;surah-35,Narrates prophetic history
35,26,meccan,27,7,ر,middle,9,iltifat;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ر;short;surah-35,Declares or asserts
35,27,meccan,94,22,د,middle,17,animal;color;contains-question;divine-names;divine-names(1);hapax;iltifat;jinas;meccan;medium;mentions-Allah;pos-middle;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-د;surah-35,Poses a rhetorical question
35,28,meccan,78,17,ر,middle,16,animal;color;contains-innama;divine-names;divine-names(1);emotion;innama;innama-topic;jinas;meccan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ر;surah-35,Declares or asserts
35,29,meccan,76,16,ر,middle,11,divine-names;divine-names(1);iltifat;meccan;medium;mentions-Allah;paired-opposite;pos-middle;rhyme-conforming;rhyme-ر;surah-35,Affirms with emphatic particle
35,30,meccan,37,8,ر,middle,6,meccan;pos-middle;rhyme-conforming;rhyme-ر;short;surah-35,Issues an imperative command
35,31,meccan,65,16,ر,middle,12,divine-names;divine-names(2);dual-form;iltifat;meccan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ر;self-reference;surah-35,Declares or asserts
35,32,meccan,99,21,ر,middle,13,divine-names;divine-names(2);iltifat;jesus-engagement;meccan;medium;mentions-Allah;nafs-theology;paradise-hell;pos-middle;rhyme-conforming;rhyme-ر;surah-35,Declares or asserts
35,33,meccan,57,13,ر,middle,9,iltifat;meccan;medium;metal-mineral;paradise-hell;pos-middle;rhyme-conforming;rhyme-ر;surah-35,Declares or asserts
35,34,meccan,45,11,ر,late,10,divine-names;divine-names(1);iltifat;meccan;pos-late;quotation;rhyme-conforming;rhyme-ر;short;surah-35,Declares or asserts
35,35,meccan,55,14,ب,late,10,hapax;iltifat;jinas;meccan;medium;paradise-hell;pos-late;rhyme-deviation;rhyme-ب;surah-35,Declares or asserts
35,36,meccan,72,18,ر,late,8,iltifat;jinas;meccan;medium;pos-late;rhyme-conforming;rhyme-ر;surah-35,Legislates a ruling
35,37,meccan,108,25,ر,late,13,contains-question;hapax;iltifat;imperative;jinas;meccan;medium;pos-late;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ر;surah-35,Poses a rhetorical question
35,38,meccan,44,10,ر,late,11,divine-names;divine-names(1);jinas;meccan;mentions-Allah;pos-late;qalb-theology;rhyme-conforming;rhyme-ر;short;surah-35,Affirms with emphatic particle
35,39,meccan,100,24,ا,late,8,iltifat;jinas;meccan;medium;pos-late;rhyme-deviation;rhyme-ا;surah-35,Declares or asserts
35,40,meccan,132,33,ا,late,18,contains-question;divine-names;divine-names(1);iltifat;imperative;jinas;long;meccan;mentions-Allah;pos-late;qul-imperative;qul-say-opener;quotation;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ا;surah-35,Poses a rhetorical question
35,41,meccan,76,19,ا,late,12,divine-names;divine-names(1);dual-form;iltifat;jinas;meccan;medium;mentions-Allah;pos-late;rhyme-deviation;rhyme-ا;surah-35,Affirms with emphatic particle
35,42,meccan,83,19,ا,late,11,divine-names;divine-names(1);jinas;meccan;medium;mentions-Allah;oath-cluster;pos-late;rhyme-deviation;rhyme-ا;surah-35,Declares or asserts
35,43,meccan,111,26,ا,late,14,contains-question;divine-names;divine-names(1);iltifat;jinas;meccan;medium;mentions-Allah;pos-late;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ا;surah-35,Poses a rhetorical question
35,44,meccan,120,30,ا,late,15,contains-question;divine-names;divine-names(1);elative;jinas;meccan;medium;mentions-Allah;negation;pos-late;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ا;surah-35,Poses a rhetorical question
35,45,meccan,97,25,ا,closing,13,animal;body-part;divine-names;divine-names(1);jinas;meccan;medium;mentions-Allah;pos-closing;rhyme-deviation;rhyme-ا;surah-35;surah-closer,Declares or asserts
36,1,meccan,2,1,س,opening,10,famous:ya-sin-opening;meccan;muqatta-opener;muqattaat-opener;pos-opening;rhyme-deviation;rhyme-س;surah-36;surah-opener;ultra-short,Declares or asserts
36,2,meccan,13,2,م,early,10,divine-names;divine-names(1);meccan;oath-cluster;pos-early;rhyme-deviation;rhyme-م;self-reference;surah-36;ultra-short,Opens with a divine oath
36,3,meccan,14,3,ن,early,8,graph-theory;iltifat;meccan;pos-early;rhyme-conforming;rhyme-ن;surah-36;ultra-short,Narrates prophetic history
36,4,meccan,13,3,م,early,7,iltifat;meccan;pos-early;rhyme-deviation;rhyme-م;surah-36;ultra-short,Declares or asserts
36,5,meccan,17,3,م,early,12,divine-name-pair-ending;divine-names;divine-names(2);ends-divine-pair;meccan;muqattaat-gradient;pos-early;rhyme-deviation;rhyme-م;self-reference;surah-36;ultra-short,Declares or asserts
36,6,meccan,30,7,ن,early,8,iltifat;jinas;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,7,meccan,30,8,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,8,meccan,45,10,ن,early,10,hapax;iltifat;meccan;phonaesthetic;pos-early;rahman-finding;rhyme-conforming;rhyme-ن;short;surah-36,Affirms with emphatic particle
36,9,meccan,51,12,ن,early,9,body-part;iltifat;jinas;meccan;medium;pos-early;rhyme-conforming;rhyme-ن;surah-36,Declares or asserts
36,10,meccan,36,8,ن,early,8,iltifat;jinas;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,11,meccan,54,12,م,early,14,contains-innama;divine-names;divine-names(1);emotion;iltifat;imperative;innama;meccan;medium;pos-early;rhyme-deviation;rhyme-م;self-reference;surah-36,Promises reward to the believers
36,12,meccan,58,14,ن,early,7,iltifat;meccan;medium;pos-early;rhyme-conforming;rhyme-ن;surah-36,Affirms with emphatic particle
36,13,meccan,38,8,ن,early,9,iltifat;imperative;meccan;parable;pos-early;rhyme-conforming;rhyme-ن;short;surah-36,Describes an eschatological scene
36,14,meccan,57,11,ن,early,14,dual-form;dual-form-topic;famous-number;hapax;ilm-al-harf;iltifat;jinas;meccan;medium;pos-early;quotation;rhyme-conforming;rhyme-ن;surah-36,Narrates prophetic history
36,15,meccan,55,15,ن,early,11,divine-names;divine-names(1);iltifat;meccan;medium;parable;pos-early;quotation;rhyme-conforming;rhyme-ن;surah-36,Narrates reported speech
36,16,meccan,28,6,ن,early,8,iltifat;meccan;pos-early;quotation;rhyme-conforming;rhyme-ن;short;surah-36,Narrates reported speech
36,17,meccan,23,5,ن,early,7,iltifat;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,18,meccan,55,12,م,early,9,iltifat;meccan;medium;muqattaat-gradient;pos-early;quotation;rhyme-deviation;rhyme-م;surah-36,Narrates reported speech
36,19,meccan,38,9,ن,early,11,contains-question;iltifat;meccan;pos-early;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,20,meccan,46,11,ن,early,12,iltifat;imperative;meccan;pos-early;quotation;quotation-topic;rhyme-conforming;rhyme-ن;sacred-geo;short;surah-36;vocative,Narrates prophetic history
36,21,meccan,29,7,ن,middle,8,iltifat;imperative;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Issues a negative command
36,22,meccan,31,8,ن,middle,12,balagha;contains-question;iltifat;iltifat-topic;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,23,meccan,58,15,ن,middle,12,contains-question;divine-names;divine-names(1);iltifat;meccan;medium;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-36,Poses a rhetorical question
36,24,meccan,17,5,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-36;ultra-short,Affirms with emphatic particle
36,25,meccan,19,4,ن,middle,8,iltifat;imperative;meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-36;ultra-short,Affirms with emphatic particle
36,26,meccan,30,8,ن,middle,11,iltifat;imperative;jinas;meccan;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-36;vocative,Narrates reported speech
36,27,meccan,27,7,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Issues an imperative command
36,28,meccan,47,13,ن,middle,9,iltifat;jinas;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36;weapon,Declares or asserts
36,29,meccan,30,8,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,30,meccan,47,12,ن,middle,8,contains-vocative-ar;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36;vocative,Narrates prophetic history
36,31,meccan,45,11,ن,middle,10,contains-question;iltifat;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,32,meccan,23,6,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,33,meccan,50,10,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Describes a sign in nature
36,34,meccan,44,10,ن,middle,8,iltifat;meccan;plant;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,35,meccan,37,8,ن,middle,11,body-part;contains-question;iltifat;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,36,meccan,56,13,ن,middle,8,kinship;meccan;medium;muqattaat-gradient;pos-middle;rhyme-conforming;rhyme-ن;surah-36,Glorifies or praises Allah
36,37,meccan,37,9,ن,middle,10,balagha;hapax;iltifat;intra-xref;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,38,meccan,39,8,م,middle,14,balagha;cosmology-audit;divine-name-pair-ending;divine-names;divine-names(2);ends-divine-pair;hapax-topic;meccan;pos-middle;rhyme-deviation;rhyme-م;scientific-foreknowledge;short;surah-36,Describes a sign in nature
36,39,meccan,37,7,م,middle,9,hapax;hapax-topic;iltifat;meccan;pos-middle;rhyme-deviation;rhyme-م;short;surah-36,Describes a sign in nature
36,40,meccan,58,15,ن,middle,13,convergence;cosmology-audit;earth-sciences-audit;iltifat;intra-xref;meccan;medium;palindrome;pos-middle;rhyme-conforming;rhyme-ن;scientific-foreknowledge;surah-36,Describes a sign in nature
36,41,meccan,35,8,ن,middle,8,iltifat;kinship;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,42,meccan,23,6,ن,middle,8,iltifat;meccan;parable;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,43,meccan,33,9,ن,middle,8,hapax;iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Issues a negative command
36,44,meccan,22,6,ن,middle,8,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36;time-vocab,Declares or asserts
36,45,meccan,45,11,ن,middle,9,iltifat;imperative;meccan;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-36,Narrates reported speech
36,46,meccan,42,11,ن,middle,10,iltifat;jinas;meccan;mutashabih-lafzi;mutashabih-topic;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Issues a negative command
36,47,meccan,92,24,ن,middle,18,contains-question;divine-names;divine-names(1);form-content-outlier;iltifat;imperative;jinas;meccan;medium;mentions-Allah;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;surah-36,Poses a rhetorical question
